	nl_ps	fol_ps	nl_h	fol_h	label	exception
62	John is a man and Mary is a woman. ## John represents his company and so does Mary.	all x. all y. (Man(x) & Woman(y) -> (John(x) & Mary(y))) ## exists z500. all x.all y. (John(x) & Mary(y) -> ((Represents(x, z500) & Company(z500)) & RepresentsCompany(y)))	Mary represents John's company.	Represents(Mary, John) & Represents(Mary, Company)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Company/1, Company/0, John/1, John/0, Mary/1, Mary/0.


Fatal error:  The following symbols are used with multiple arities: Company/1, Company/0, John/1, John/0, Mary/1, Mary/0"
63	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	all x.all y.all z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill and Frank should go together, it was suggested that Carl and Alan's wife should go together.	all x. all y. all z. all w. (Suggested(x, y, z) & Suggested(y, w) -> (Bill(x) & Frank(y) & Carl(z) & Alan(w)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Suggested/2, Suggested/3.


Fatal error:  The following symbols are used with multiple arities: Suggested/2, Suggested/3"
64	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	all x.all y.all z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill and Frank's boss should go together, it was suggested that Carl and Alan should go together.	all x. all y. all z. all w. (Suggested(x, y, z) & Boss(y) & Bill(x) & Frank(y) -> Suggested(w, z, Alan) & Carl(w) & Boss(z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Alan/1, Alan/0.


Fatal error:  The following symbols are used with multiple arities: Alan/1, Alan/0"
65	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	all x.all y.all z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill, Frank and Frank's boss should go together, it was suggested that Carl, Alan and Alan's wife should go together.	exists z500. all x. all y. all z. (Suggested(x, y, z) & Bill(x) & Frank(y) & (Frank(z, z500) & Boss(z500)) -> Suggested(Carl, Alan, AlanWife))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Frank/2, Frank/1, Alan/1, Alan/0.


Fatal error:  The following symbols are used with multiple arities: Frank/2, Frank/1, Alan/1, Alan/0"
66	Mickey is a small animal. ## Dumbo is a large animal.	all x. (Animal(x) & Small(x) -> Mickey(x)) ## exists z500. (Large(dumbo, z500) & Animal(z500))	Mickey is smaller than Dumbo.	Smaller(Mickey, Dumbo)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Mickey/1, Mickey/0.


Fatal error:  The following symbols are used with multiple arities: Mickey/1, Mickey/0"
67	Mickey is a small animal. ## Dumbo is a large animal.	all x. (Animal(x) & Small(x) -> Mickey(x)) ## exists z500. (Large(dumbo, z500) & Animal(z500))	Mickey is larger than Dumbo.	Larger(Mickey, Dumbo)	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Mickey/1, Mickey/0.


Fatal error:  The following symbols are used with multiple arities: Mickey/1, Mickey/0"
68	All mice are small animals. ## Mickey is a large mouse.	exists z500. all x. (Mouse(x) -> (Small(x, z500) & Animal(z500))) ## exists z500. (Large(mickey, z500) & Mouse(z500))	Mickey is a large animal.	exists z500. (Large(mickey, z500) & Animal(z500))	c	"'mickey' is an illegal variable name.  Constants may not be quantified.
all mickey. all z500. (Large(mickey, z500) -> Large(mickey, z500))
    ^"
69	All elephants are large animals. ## Dumbo is a small elephant.	exists z500. all x. (Elephant(x) -> (Large(x, z500) & Animal(z500))) ## exists z500. (Small(dumbo, z500) & Elephant(z500))	Dumbo is a small animal.	exists z500. (Small(dumbo, z500) & Animal(z500))	c	"'dumbo' is an illegal variable name.  Constants may not be quantified.
all dumbo. all z500. (Small(dumbo, z500) -> Small(dumbo, z500))
    ^"
70	All mice are small animals. ## Mickey is a large mouse.	exists z500. all x. (Mouse(x) -> (Small(x, z500) & Animal(z500))) ## exists z500. (Large(mickey, z500) & Mouse(z500))	Mickey is small.	all x. (Mouse(x) -> Small(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Small/2, Small/1.


Fatal error:  The following symbols are used with multiple arities: Small/2, Small/1"
71	John is a fatter politician than Bill.	Fatter(john, bill)	John is fatter than Bill.	Fatter(john, bill)	e	"'john' is an illegal variable name.  Constants may not be quantified.
all john. all bill. (Fatter(john, bill) -> Fatter(john, bill))
    ^"
72	John is a cleverer politician than Bill.	Cleverer(John, Bill)	John is cleverer than Bill.	Cleverer(john, bill)	n	"'John' is an illegal variable name.  Constants may not be quantified.
all John. all Bill. (Cleverer(John, Bill) -> Cleverer(John, Bill))
    ^"
73	Kim is a clever person.	Clever(Kim)	Kim is clever.	Clever(kim)	e	"'Kim' is an illegal variable name.  Constants may not be quantified.
all Kim. (Clever(Kim) -> Clever(Kim))
    ^"
74	Kim is a clever politician.	Clever(Kim)	Kim is clever.	Clever(kim)	n	"'Kim' is an illegal variable name.  Constants may not be quantified.
all Kim. (Clever(Kim) -> Clever(Kim))
    ^"
75	The PC-6082 is faster than the ITEL-XZ. ## The ITEL-XZ is fast.	Faster(PC_6082, ITEL_XZ) ## Fast(ITELXZ)	The PC-6082 is fast.	Fast(PC6082)	e	"'ITELXZ' is an illegal variable name.  Constants may not be quantified.
all ITELXZ. (Fast(ITELXZ) -> Fast(ITELXZ))
    ^"
76	The PC-6082 is faster than the ITEL-XZ. ## The PC-6082 is fast.	Faster(PC_6082, ITEL_XZ) ## Fast(PC6082)	The ITEL-XZ is fast.	Fast(ITELXZ)	n	"'PC6082' is an illegal variable name.  Constants may not be quantified.
all PC6082. (Fast(PC6082) -> Fast(PC6082))
    ^"
77	The PC-6082 is as fast as the ITEL-XZ. ## The ITEL-XZ is fast.	exists z500. all x.all y. ((P(x, z500) & C6082(z500)) & ITELXZ(y) -> AsFastAs(x, y)) ## Fast(ITELXZ)	The PC-6082 is fast.	Fast(PC6082)	e	"'ITELXZ' is an illegal variable name.  Constants may not be quantified.
all ITELXZ. (Fast(ITELXZ) -> Fast(ITELXZ))
    ^"
78	The PC-6082 is as fast as the ITEL-XZ. ## The PC-6082 is fast.	exists z500. all x.all y. ((P(x, z500) & C6082(z500)) & ITELXZ(y) -> AsFastAs(x, y)) ## Fast(PC6082)	The ITEL-XZ is fast.	Fast(ITELXZ)	n	"'PC6082' is an illegal variable name.  Constants may not be quantified.
all PC6082. (Fast(PC6082) -> Fast(PC6082))
    ^"
79	The PC-6082 is as fast as the ITEL-XZ. ## The PC-6082 is slow.	exists z500. all x.all y. ((P(x, z500) & C6082(z500)) & ITELXZ(y) -> AsFastAs(x, y)) ## exists z500. all x. ((P(x, z500) & C6082(z500)) -> Slow(x))	The ITEL-XZ is fast.	Fast(ITELXZ)	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: ITELXZ/1, ITELXZ/0.


Fatal error:  The following symbols are used with multiple arities: ITELXZ/1, ITELXZ/0"
80	ITEL won more orders than APCOM did.	MoreOrders(ITEL, APCOM)	APCOM won some orders.	exists z500. exists x. (APCOM(x) & (Won(x, z500) & Orders(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
81	ITEL won more orders than APCOM did. ## APCOM won ten orders.	MoreOrders(ITEL, APCOM) ## all x. (APCOM(x) -> WonTenOrders(x))	ITEL won at least eleven orders.	exists x. (Order(x) & Won(x, ITEL))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
82	ITEL won more orders than APCOM.	MoreOrders(ITEL, APCOM)	APCOM won some orders.	exists z500. exists x. (APCOM(x) & (Won(x, z500) & Orders(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
83	ITEL won more orders than APCOM. ## APCOM won ten orders.	MoreOrders(ITEL, APCOM) ## all x. (APCOM(x) -> WonTenOrders(x))	ITEL won at least eleven orders.	exists x. (Order(x) & Won(x, ITEL))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
84	ITEL won twice as many orders than APCOM. ## APCOM won ten orders.	WonOrders(ITEL, 2) & WonOrders(APCOM, 1) ## all x. (APCOM(x) -> WonTenOrders(x))	ITEL won twenty orders.	WonOrders(ITEL, 20)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
85	ITEL won more orders than APCOM lost.	MoreOrdersWon(ITEL, APCOM)	APCOM lost some orders.	exists z500. exists x. (APCOM(x) & (Lost(x, z500) & Orders(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: APCOM/1, APCOM/0.


Fatal error:  The following symbols are used with multiple arities: APCOM/1, APCOM/0"
86	ITEL sold 3000 more computers than APCOM. ## APCOM sold exactly 2500 computers.	Sold(ITEL, 3000, Computers) & Sold(APCOM, 0, Computers) ## all x. (APCOM(x) -> SoldExactly2500Computers(x))	ITEL sold 5500 computers.	Sold(ITEL, 5500, Computers)	e	"'ITEL' is an illegal variable name.  Constants may not be quantified.
all ITEL. all 3000. all Computers. (Sold(ITEL, 3000, Computers) -> Sold(ITEL, 3000, Computers))
    ^"
87	The PC-6082 is faster than every ITEL computer. ## The ITEL-ZX is an ITEL computer.	exists z500. all x. (PC_6082(x) -> FasterThanEveryITEL(x)) ## all x. (ITELZX(x) -> ITELComputer(x))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: PC_6082/1, PC_6082/0"
88	The PC-6082 is faster than some ITEL computer. ## The ITEL-ZX is an ITEL computer.	exists z500. all x. (PC_6082(x) -> FasterThanITEL(x)) ## all x. (ITELZX(x) -> ITELComputer(x))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: PC_6082/1, PC_6082/0"
89	The PC-6082 is faster than any ITEL computer. ## The ITEL-ZX is an ITEL computer.	exists z500. all x. (PC_6082(x) -> FasterThanITEL(x)) ## all x. (ITELZX(x) -> ITELComputer(x))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: PC_6082/1, PC_6082/0"
90	The PC-6082 is faster than the ITEL-ZX and the ITEL-ZY.	exists z500. all x. all y. all z. (PC_6082(x) & ITEL_ZX(y) & ITEL_ZY(z) -> Faster(x, y, z))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Faster/3, Faster/2, ITEL_ZX/1, ITEL_ZX/0, PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: Faster/3, Faster/2, ITEL_ZX/1, ITEL_ZX/0, PC_6082/1, PC_6082/0"
91	The PC-6082 is faster than the ITEL-ZX or the ITEL-ZY.	exists z500. all x. all y. all z. (PC_6082(x) & ITEL_ZX(y) & ITEL_ZY(z) -> Faster(x, y, z))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Faster/3, Faster/2, ITEL_ZX/1, ITEL_ZX/0, PC_6082/1, PC_6082/0.


Fatal error:  The following symbols are used with multiple arities: Faster/3, Faster/2, ITEL_ZX/1, ITEL_ZX/0, PC_6082/1, PC_6082/0"
92	ITEL has developed a new editor since 1992. ## It is now 1996.	all x. (Editor(x) & DevelopedBy(x, ITEL) -> Year(x, 1992)) ## Year(1996)	ITEL developed a new editor in 1993.	all x. (Editor(x) & DevelopedIn(x, 1993) -> ITEL(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Year/1, Year/2, ITEL/1, ITEL/0.


Fatal error:  The following symbols are used with multiple arities: Year/1, Year/2, ITEL/1, ITEL/0"
93	ITEL has expanded since 1992. ## It is now 1996.	Expanded(ITEL, 1992) ## Year(1996)	ITEL expanded in 1993.	Expanded(ITEL, 1993)	n	"'ITEL' is an illegal variable name.  Constants may not be quantified.
all ITEL. all 1992. (Expanded(ITEL, 1992) -> Expanded(ITEL, 1992))
    ^"
94	Since 1992 ITEL has made a loss. ## It is now 1996.	all x. (ITEL(x) & Year(y) & Year(z) & Year(w) -> (MadeLoss(x, y, z, w)) & (Year(y) & Year(z) & Year(w) & MadeLoss(x, y, z, w))) ## Year(1996)	ITEL made a loss in 1993.	exists x. (ITEL(x) & MadeLoss(x, 1993))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: MadeLoss/4, MadeLoss/2.


Fatal error:  The following symbols are used with multiple arities: MadeLoss/4, MadeLoss/2"
95	The conference started on July 4th, 1994. ## It lasted 2 days.	StartedOn(Conference, 1994, 7, 4) ## Lasted(x, 2)	The conference was over on July 8th, 1994.	Conference(conference) & Over(conference, july8th1994)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Conference/1, Conference/0.


Fatal error:  The following symbols are used with multiple arities: Conference/1, Conference/0"
96	Smith left. ## Jones left. ## Smith left before Jones left.	exists x. (Person(x) & Left(x, Smith)) ## Left(jones) ## LeftBefore(smith, jones)	Jones left after Smith left.	Left(jones) & Left(smith) & LeftAfter(smith, jones)	e	"'jones' is an illegal variable name.  Constants may not be quantified.
all jones. (Left(jones) -> Left(jones))
    ^"
97	Smith left. ## Jones left. ## Smith left after Jones left.	exists x. (Person(x) & Left(x, Smith)) ## Left(jones) ## all x. all y. (Smith(x) & Jones(y) -> LeftAfter(x, y))	Jones left before Smith left.	LeftBefore(jones, smith)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Left/1, Left/2, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Left/1, Left/2, Smith/1, Smith/0"
98	Smith left. ## Jones left. ## Jones left before Smith left.	exists x. (Person(x) & Left(x, Smith)) ## Left(jones) ## LeftBefore(jones, smith)	Smith left after Jones left.	all x. all y. (Smith(x) & Jones(y) -> LeftAfter(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Left/1, Left/2, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Left/1, Left/2, Smith/1, Smith/0"
99	Jones revised the contract. ## Smith revised the contract. ## Jones revised the contract before Smith did.	RevisedContract(jones, contract) ## RevisedContract(smith, contract) ## Revised(Jones, Contract) & not Revised(Smith, Contract)	Smith revised the contract after Jones did.	Revised(Contract, Smith) & not Revised(Contract, Jones)	e	"'Jones' is an illegal variable name.  Constants may not be quantified.
all Jones. all Contract. (Revised(Jones, Contract) -> Revised(Jones, Contract))
    ^"
100	Jones revised the contract. ## Smith revised the contract. ## Jones revised the contract after Smith did.	RevisedContract(jones, contract) ## RevisedContract(smith, contract) ## Revised(jones, contract) & Revised(smith, contract) & not Simultaneous(jones, smith, contract)	Smith revised the contract before Jones did.	exists z500. (Revised(smith, z500) & Contract(z500)) & RevisedContract(jones) & Before(smith, jones)	e	"'jones' is an illegal variable name.  Constants may not be quantified.
all jones. all contract. (Revised(jones, contract) -> Revised(jones, contract))
    ^"
101	Smith swam. ## Jones swam. ## Smith swam before Jones swam.	exists x. (Swimmer(x) & Swam(x, smith)) ## Swam(jones) ## all x.all y. (Smith(x) & Jones(y) -> SwamBefore(x, y))	Jones swam after Smith swam.	all x. all y. (Jones(x) & Smith(y) -> SwamAfter(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Swam/1, Swam/2.


Fatal error:  The following symbols are used with multiple arities: Swam/1, Swam/2"
102	Smith was writing a report. ## Jones was writing a report. ## Smith was writing a report before Jones was writing a report.	exists x. (Report(x) & Writer(x, Smith)) ## exists x. (Person(x) & Report(x) & Writing(x)) ## all x.all y. (Smith(x) & Report(x) & Jones(y) & Report(y) -> exists z. (Writing(z) & Before(z, x) & Writing(z, y)))	Jones was writing a report after Smith was writing a report.	WasWritingReport(jones) & WasWritingReport(smith)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Writing/2, Writing/1, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Writing/2, Writing/1, Smith/1, Smith/0"
103	Smith was writing a report. ## Jones was writing a report. ## Smith was writing a report after Jones was writing a report.	exists x. (Report(x) & Writer(x, Smith)) ## exists x. (Person(x) & Report(x) & Writing(x)) ## exists z500. (Writing(Smith, z500) & Report(z500)) & WritingReport(Jones)	Jones was writing a report before Smith was writing a report.	exists z500. all x.all y. ((Writing(x, z500) & Report(z500)) & WritingReport(y) -> (WritingReportBefore(x, y)))	n	"'Smith' is an illegal variable name.  Constants may not be quantified.
all Smith. all z500. (Writing(Smith, z500) -> Writing(Smith, z500))
    ^"
104	Smith left the meeting before he lost his temper.	exists z500. exists z500. (Left(smith, z500) & Meeting(z500)) & not (Lost(smith, z500) & Temper(z500))	Smith lost his temper.	exists z500. (Lost(Smith, z500) & Temper(z500))	n	"'smith' is an illegal variable name.  Constants may not be quantified.
all smith. all z500. (Lost(smith, z500) -> Lost(smith, z500))
    ^"
105	Smith discovered a new species in 1991.	exists x. (DiscoveredNewSpecies(x) & Year(x, 1991))	Smith discovered a new species in 1992.	exists x. (DiscoveredSpecies(x) & Year(y) & Year(z) & Year(w) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(	n	"End of input found.  Expression expected.
exists x. (DiscoveredSpecies(x) & Year(y) & Year(z) & Year(w) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(x) & Year(
                                                                                                                                                                                                       ^"
106	Smith wrote a report in two hours.	WroteReport(smith, report, twoHours)	Smith wrote a report in one hour.	WroteReport(smith, oneHour)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WroteReport/3, WroteReport/2.


Fatal error:  The following symbols are used with multiple arities: WroteReport/3, WroteReport/2"
107	In two years Smith owned a chain of businesses.	all x. (TwoYearsAgo(x) -> OwnedChainOfBusinesses(x, Smith))	Smith owned a chain of business for more than two years.	all x. (Smith(x) -> OwnedChainOfBusiness(x, moreThanTwoYears))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Smith/1, Smith/0"
108	In two years Smith owned a chain of businesses.	all x. (TwoYearsAgo(x) -> OwnedChainOfBusinesses(x, Smith))	Smith owned a chain of business.	exists x. exists y. (Smith(x) & Business(y) & Owns(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Smith/1, Smith/0"
109	Smith lived in Birmingham for two years.	LivedIn(Smith, Birmingham, 2)	Smith lived in Birmingham.	LivedIn(Smith, Birmingham)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: LivedIn/3, LivedIn/2.


Fatal error:  The following symbols are used with multiple arities: LivedIn/3, LivedIn/2"
110	Smith wrote a report for two hours.	WroteReport(smith, report, twoHours)	Smith wrote a report for an hour.	WroteReport(smith, hour)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WroteReport/3, WroteReport/2.


Fatal error:  The following symbols are used with multiple arities: WroteReport/3, WroteReport/2"
111	Smith discovered new species for two years.	DiscoveredNewSpecies(smith, years)	Smith discovered new species.	all x. (DiscoveredNewSpecies(x) -> Smith(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: DiscoveredNewSpecies/2, DiscoveredNewSpecies/1.


Fatal error:  The following symbols are used with multiple arities: DiscoveredNewSpecies/2, DiscoveredNewSpecies/1"
112	In 1994 ITEL sent a progress report every month.	exists z500. all x. (ITEL(x) & Year(y) & Month(z) & (Progress(r, z500) & Report(z500)) -> SentProgressReport(x, y, z, r))	ITEL sent a progress report in July 1994.	SentProgressReport(ITEL, July1994)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: SentProgressReport/4, SentProgressReport/2, ITEL/1, ITEL/0.


Fatal error:  The following symbols are used with multiple arities: SentProgressReport/4, SentProgressReport/2, ITEL/1, ITEL/0"
113	Smith wrote to a representative every week.	all x.all y. (Smith(x) & Representative(y) -> WritesTo(x, y, Weekly))	There is a representative that Smith wrote to every week.	exists x. (Representative(x) & WritesTo(x, Smith) & Weekly(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WritesTo/3, WritesTo/2, Weekly/1, Weekly/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: WritesTo/3, WritesTo/2, Weekly/1, Weekly/0, Smith/1, Smith/0"
114	ITEL always delivers reports late. ## In 1993 ITEL delivered reports.	all x. (ITEL(x) -> DeliversReportsLate(x)) ## all x. (ITEL(x) & Year(y) & Year(z) -> DeliveredReports(x, y, z))	ITEL delivered reports late in 1993.	all x. (ITEL(x) & DeliveredReports(x, 1993) -> Late(x, 1993))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: DeliveredReports/3, DeliveredReports/2.


Fatal error:  The following symbols are used with multiple arities: DeliveredReports/3, DeliveredReports/2"
115	ITEL never delivers reports late. ## In 1993 ITEL delivered reports.	all x. (ITEL(x) -> not DeliversReportsLate(x)) ## all x. (ITEL(x) & Year(y) & Year(z) -> DeliveredReports(x, y, z))	ITEL delivered reports late in 1993.	all x. (ITEL(x) & DeliveredReports(x, 1993) -> Late(x, 1993))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: DeliveredReports/3, DeliveredReports/2.


Fatal error:  The following symbols are used with multiple arities: DeliveredReports/3, DeliveredReports/2"
116	Jones graduated in March and has been employed ever since. ## Jones has been unemployed in the past.	Graduated(Jones, March) & Employed(Jones) ## exists x. (Person(x) & Unemployed(x))	Jones was unemployed at some time before he graduated.	exists z500. exists x. (Unemployed(x) & Jones(x) & (Before(x, z500) & Graduation(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Jones/1, Jones/0.


Fatal error:  The following symbols are used with multiple arities: Jones/1, Jones/0"
117	Before APCOM bought its present office building, it had been paying mortgage interest on the previous one for 8 years. ## Since APCOM bought its present office building it has been paying mortgage interest on it for more than 10 years.	exists z500. all x. (APCOM(x) & PresentOfficeBuilding(x) -> (exists y. ((Mortgage(y, z500) & Interest(z500)) & PreviousOfficeBuilding(y) & PaidFor8Years(x, y)))) ## all x. (APCOM(x) & BoughtOfficeBuilding(x) -> (PayingMortgageInterest(x) & MoreThan10Years(x)))	APCOM has been paying mortgage interest for a total of 15 years or more.	exists z500. all x. (APCOM(x) -> (PayingMortgageInterest(x) & Years(y) & (Total(y, z500) & Years(z500)) & GreaterThan(y, 15) & PayingMortgageInterest(x, y)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PayingMortgageInterest/2, PayingMortgageInterest/1.


Fatal error:  The following symbols are used with multiple arities: PayingMortgageInterest/2, PayingMortgageInterest/1"
118	Smith has been to Florence twice in the past. ## Smith will go to Florence twice in the coming year.	exists x. (Smith(x) & HasBeenToFlorenceTwice(x)) ## exists z500. all x. (Smith(x) -> (GoesToFlorenceTwice(x) & Year(y) & (Coming(y, z500) & Year(z500))))	Two years from now Smith will have been to Florence at least four times.	TwoYearsFromNow(Smith) & TravelledTo(Smith, Florence) & NumberOfTimes(Smith, Florence, ≥4)	e	'utf-8' codec can't decode byte 0xe2 in position 814: invalid continuation byte
119	No one gambling seriously stops until he is broke. ## No one can gamble when he is broke.	exists z500. all x. (Gambler(x) & (Gambling(x, z500) & Seriously(z500)) -> Broke(x)) ## exists z500. all x. (Gambler(x) & Broke(x) -> not (Can(x, z500) & Gamble(z500)))	Everyone who starts gambling seriously stops the moment he is broke.	exists z500. exists z500. all x. (Gambler(x) & (Serious(x, z500) & Gambler(z500)) & Broke(x) -> (Stops(x, z500) & Gambling(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Gambling/2, Gambling/1.


Fatal error:  The following symbols are used with multiple arities: Gambling/2, Gambling/1"
120	ITEL won the contract from APCOM in 1993.	WonContract(ITEL, APCOM, 1993)	ITEL won a contract in 1993.	WonContract(ITEL, 1993)	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WonContract/3, WonContract/2.


Fatal error:  The following symbols are used with multiple arities: WonContract/3, WonContract/2"
121	ITEL owned APCOM from 1988 to 1992.	Owned(ITEL, APCOM, 1988) & Owned(ITEL, APCOM, 1989) & Owned(ITEL, APCOM, 1990) & Owned(ITEL, APCOM, 1991) & Owned(ITEL, APCOM, 1992)	ITEL owned APCOM in 1990.	Owned(APCOM, ITEL, 1990)	e	"'ITEL' is an illegal variable name.  Constants may not be quantified.
all ITEL. all APCOM. all 1988. (Owned(ITEL, APCOM, 1988) -> Owned(ITEL, APCOM, 1988))
    ^"
122	Smith believed that ITEL had won the contract in 1992.	Believed(Smith, ITEL, WonContract, 1992)	ITEL won the contract in 1992.	WonContract(ITEL, 1992)	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: WonContract/2, WonContract/0.


Fatal error:  The following symbols are used with multiple arities: WonContract/2, WonContract/0"
123	Smith saw Jones sign the contract. ## If Jones signed the contract, his heart was beating.	Saw(Smith, Jones, Contract) ## exists z500. exists z500. all x. ((Signed(x, z500) & Contract(z500)) -> (Beating(x, z500) & Heart(z500)))	Smith saw Jones' heart beat.	all x.all y. (Smith(x) & Jones(y) -> SawHeartBeat(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Contract/1, Contract/0, Jones/1, Jones/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Contract/1, Contract/0, Jones/1, Jones/0, Smith/1, Smith/0"
124	Smith saw Jones sign the contract. ## When Jones signed the contract, his heart was beating.	Saw(Smith, Jones, Contract) ## exists z500. all x. (SignedContract(x, jones) -> (Heart(jones, z500) & Beating(z500)))	Smith saw Jones' heart beat.	all x.all y. (Smith(x) & Jones(y) -> SawHeartBeat(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Jones/1, Jones/0, Smith/1, Smith/0"
125	Smith saw Jones sign the contract. ## Jones is the chairman of ITEL.	Saw(Smith, Jones, Contract) ## Chairman(Jones, ITEL)	Smith saw the chairman of ITEL sign the contract.	all x.all y. (Smith(x) & ChairmanOfITEL(y) -> SawSignContract(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Smith/1, Smith/0.


Fatal error:  The following symbols are used with multiple arities: Smith/1, Smith/0"
