	nl_ps	fol_ps	nl_h	fol_h	label	exception
126	The person is boiling noodles	Boiling(person, noodles)	A person is boiling noodles	exists z500. exists x. (Person(x) & (Boiling(x, z500) & Noodles(z500)))	e	"'person' is an illegal variable name.  Constants may not be quantified.
all person. all noodles. (Boiling(person, noodles) -> Boiling(person, noodles))
    ^"
127	The woman is playing a guitar which is electric	all x.all y. (Woman(x) & Guitar(y) & Electric(y) -> Playing(x, y))	The woman is playing an electric guitar	exists z500. exists x. (Woman(x) & (Electric(x, z500) & Guitar(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Electric/1, Electric/2.


Fatal error:  The following symbols are used with multiple arities: Electric/1, Electric/2"
128	A soccer player is scoring a goal	exists z500. exists z500. all x. ((Soccer(x, z500) & Player(z500)) -> (Scoring(x, z500) & Goal(z500)))	A player of soccer is scoring a goal	exists z500. all x. (Player(x) & Soccer(x) -> (Scoring(x, z500) & Goal(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Soccer/2, Soccer/1.


Fatal error:  The following symbols are used with multiple arities: Soccer/2, Soccer/1"
129	Some people who play soccer are kicking a soccer ball into the goal	exists z500. exists x. (Person(x) & (Plays(x, z500) & Soccer(z500)) & KicksSoccerBall(x))	A soccer player is scoring a goal	exists z500. exists z500. all x. ((Soccer(x, z500) & Player(z500)) -> (Scoring(x, z500) & Goal(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Soccer/1, Soccer/2.


Fatal error:  The following symbols are used with multiple arities: Soccer/1, Soccer/2"
130	A player of soccer is scoring a goal	exists z500. all x. (Player(x) & Soccer(x) -> (Scoring(x, z500) & Goal(z500)))	Soccer players are kicking a soccer ball into the goal	exists z500. exists z500. all x.all y.all z. ((Soccer(x, z500) & Player(z500)) & (Soccer(y, z500) & Ball(z500)) & Goal(z) -> KicksInto(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Soccer/1, Soccer/2.


Fatal error:  The following symbols are used with multiple arities: Soccer/1, Soccer/2"
131	The woman is not walking the dog	not exists x. (Woman(x) & Walking(x, dog))	The woman is walking the dog	exists x. exists y. (Woman(x) & Dog(y) & Walking(x, y))	c	"'dog' is an illegal variable name.  Constants may not be quantified.
all x. all dog. (Walking(x, dog) -> Walking(x, dog))
           ^"
132	The woman is slicing an onion	exists x. (Woman(x) & Slicing(x, Onion))	An onion is being sliced by the woman	exists x.exists y. (Onion(x) & Woman(y) & Slicing(y, x))	e	"'Onion' is an illegal variable name.  Constants may not be quantified.
all x. all Onion. (Slicing(x, Onion) -> Slicing(x, Onion))
           ^"
133	An onion is being sliced by the woman	exists x.exists y. (Onion(x) & Woman(y) & Slicing(y, x))	A man is slicing a carrot with a knife	exists x. exists y. exists z. (Man(x) & Carrot(y) & Knife(z) & Slicing(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Slicing/2, Slicing/3.


Fatal error:  The following symbols are used with multiple arities: Slicing/2, Slicing/3"
134	A man is slicing a carrot with a knife	exists x. exists y. exists z. (Man(x) & Carrot(y) & Knife(z) & Slicing(x, y, z))	The woman is not slicing an onion	exists z500. not exists x. (Woman(x) & (Slicing(x, z500) & Onion(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Slicing/3, Slicing/2.


Fatal error:  The following symbols are used with multiple arities: Slicing/3, Slicing/2"
135	The plane is landing	Landing(plane)	A plane is landing	exists x. (Plane(x) & Landing(x))	e	"'plane' is an illegal variable name.  Constants may not be quantified.
all plane. (Landing(plane) -> Landing(plane))
    ^"
136	A girl, who is little, is playing a grand piano on stage	all x. (Girl(x) & Little(x) -> PlayingGrandPianoOnStage(x))	A little girl is playing a grand piano on stage	exists z500. exists z500. exists x. exists y. exists z. ((Little(x, z500) & Girl(z500)) & (Grand(y, z500) & Piano(z500)) & Stage(z) & PlayingOn(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Little/1, Little/2.


Fatal error:  The following symbols are used with multiple arities: Little/1, Little/2"
137	The woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	A woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	e	"'Eggs' is an illegal variable name.  Constants may not be quantified.
all x. all Eggs. (Cooking(x, Eggs) -> Cooking(x, Eggs))
           ^"
138	The woman is not cooking something	not exists x. (Woman(x) & Cooking(x))	A woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cooking/1, Cooking/2.


Fatal error:  The following symbols are used with multiple arities: Cooking/1, Cooking/2"
139	The woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	The woman is cooking something	exists x. (Woman(x) & Cooking(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cooking/2, Cooking/1.


Fatal error:  The following symbols are used with multiple arities: Cooking/2, Cooking/1"
140	A woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	The woman is cooking something	exists x. (Woman(x) & Cooking(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cooking/2, Cooking/1.


Fatal error:  The following symbols are used with multiple arities: Cooking/2, Cooking/1"
141	Some cats are playing with each other	exists x.exists y.exists z. (Cat(x) & Cat(y) & Cat(z) & PlayingWith(x, y) & PlayingWith(y, z) & PlayingWith(z, x))	The cats are playing with each other	all x.all y.all z. (Cat(x) & Cat(y) & Cat(z) -> PlayingWith(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PlayingWith/2, PlayingWith/3.


Fatal error:  The following symbols are used with multiple arities: PlayingWith/2, PlayingWith/3"
142	The woman is playing the flute	exists x. (Woman(x) & Playing(x, flute))	The flute is being played by the woman	exists x. exists y. (Flute(x) & Woman(y) & Playing(y, x))	e	"'flute' is an illegal variable name.  Constants may not be quantified.
all x. all flute. (Playing(x, flute) -> Playing(x, flute))
           ^"
143	The herd of caribous is crossing a road quickly	exists z500. all x. ((Caribou(x, z500) & Herd(z500)) -> CrossingRoadQuickly(x))	The herd of caribous is crossing a road	exists x. exists y. (Caribou(x) & Road(y) & Crossing(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Caribou/2, Caribou/1.


Fatal error:  The following symbols are used with multiple arities: Caribou/2, Caribou/1"
144	Two men are fighting in a cow pasture	exists x. exists y. (Man(x) & Man(y) & Fighting(x, y) & CowPasture(x, y))	Nobody is fighting in a cow pasture	not exists x. (Fighting(x) & InCowPasture(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Fighting/2, Fighting/1.


Fatal error:  The following symbols are used with multiple arities: Fighting/2, Fighting/1"
145	The man is not eating a banana by a tree	exists z500. exists z500. not exists x. (Man(x) & (Eating(x, z500) & Banana(z500)) & (By(x, z500) & Tree(z500)))	The man is eating a banana by a tree	exists x. exists y. exists z. (Man(x) & Banana(y) & Tree(z) & Eating(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Eating/2, Eating/3.


Fatal error:  The following symbols are used with multiple arities: Eating/2, Eating/3"
146	The man is eating a banana by a tree	exists x. exists y. exists z. (Man(x) & Banana(y) & Tree(z) & Eating(x, y, z))	A banana is being eaten by a man	exists x. exists y. (Banana(x) & Man(y) & Eating(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Eating/3, Eating/2.


Fatal error:  The following symbols are used with multiple arities: Eating/3, Eating/2"
147	Different teams are playing football on a field	exists x. exists y. exists z. (Team(x) & Team(y) & Team(z) & Football(x) & Football(y) & Football(z) & PlayingOnField(x) & PlayingOnField(y) & PlayingOnField(z))	Different football players are teaming on a field	exists z500. all x.all y.all z. ((Football(x, z500) & Player(z500)) & FootballPlayer(y) & Field(z) -> TeamsOn(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Football/1, Football/2.


Fatal error:  The following symbols are used with multiple arities: Football/1, Football/2"
148	A boy is standing in a room by a lamp light	exists x. exists y. exists z. (Boy(x) & Room(y) & Lamp(z) & StandingIn(x, y) & LightedBy(z, y))	A boy is sitting in a room and playing a piano by lamp light	exists z500. exists x. exists y. exists z. (Boy(x) & Room(y) & Piano(z) & SittingIn(x, y) & Playing(x, z) & (Lamp(z, z500) & Light(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Lamp/1, Lamp/2.


Fatal error:  The following symbols are used with multiple arities: Lamp/1, Lamp/2"
149	A woman is playing an electric guitar	exists x. (Woman(x) & Playing(x, ElectricGuitar))	A woman is playing a guitar which is electric	all x.all y. (Woman(x) & Guitar(y) & Electric(y) -> Playing(x, y))	e	"'ElectricGuitar' is an illegal variable name.  Constants may not be quantified.
all x. all ElectricGuitar. (Playing(x, ElectricGuitar) -> Playing(x, ElectricGuitar))
           ^"
150	Two boy are playing on a trampoline	exists x. exists y. (Boy(x) & Boy(y) & PlayingOnTrampoline(x, y))	Nobody is playing on a trampoline	not exists x. (Person(x) & PlayingOnTrampoline(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PlayingOnTrampoline/2, PlayingOnTrampoline/1.


Fatal error:  The following symbols are used with multiple arities: PlayingOnTrampoline/2, PlayingOnTrampoline/1"
151	A woman is chopping broccoli	exists x. (Woman(x) & Chopping(x, broccoli))	The woman is not chopping garlic	exists z500. not exists x. (Woman(x) & (Chopping(x, z500) & Garlic(z500)))	n	"'broccoli' is an illegal variable name.  Constants may not be quantified.
all x. all broccoli. (Chopping(x, broccoli) -> Chopping(x, broccoli))
           ^"
152	A man is flooring a sitting guitar player	exists z500. exists x. exists y. (Man(x) & (Guitar(y, z500) & Player(z500)) & Sitting(y) & Flooring(x, y))	A man is sitting on the floor and is playing a guitar	exists z500. exists x. (Man(x) & SittingOnFloor(x) & (Playing(x, z500) & Guitar(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Guitar/2, Guitar/1.


Fatal error:  The following symbols are used with multiple arities: Guitar/2, Guitar/1"
153	A box is being cut by a man	exists x.exists y. (Box(x) & Man(y) & Cutting(y, x))	The man is cutting the tape on the box	exists x. exists y. (Man(x) & Tape(y) & Box(z) & Cutting(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cutting/2, Cutting/3.


Fatal error:  The following symbols are used with multiple arities: Cutting/2, Cutting/3"
154	The man is cutting the tape on the box	exists x. exists y. (Man(x) & Tape(y) & Box(z) & Cutting(x, y, z))	There is no man cutting a box	not exists x. (Man(x) & Cutting(x, box))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cutting/3, Cutting/2.


Fatal error:  The following symbols are used with multiple arities: Cutting/3, Cutting/2"
155	A man is cutting a box	exists x. exists y. (Man(x) & Box(y) & Cutting(x, y))	The man is cutting the tape on the box	exists x. exists y. (Man(x) & Tape(y) & Box(z) & Cutting(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cutting/2, Cutting/3.


Fatal error:  The following symbols are used with multiple arities: Cutting/2, Cutting/3"
156	A lady is mixing a meat mixture in a bowl	exists z500. exists x. exists y. exists z. (Lady(x) & (Meat(y, z500) & Mixture(z500)) & Bowl(z) & MixingIn(x, y, z))	The woman is stirring meat in a bowl	exists x. exists y. exists z. (Woman(x) & Meat(y) & Bowl(z) & StirringIn(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Meat/2, Meat/1.


Fatal error:  The following symbols are used with multiple arities: Meat/2, Meat/1"
157	A man is playing the guitar	exists z500. exists x. (Man(x) & (Playing(x, z500) & Guitar(z500)))	Nobody is playing the guitar	exists z500. not exists x. ((Guitar(x, z500) & Player(z500)))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Guitar/1, Guitar/2.


Fatal error:  The following symbols are used with multiple arities: Guitar/1, Guitar/2"
158	The boy, who is young, is running through the ocean waves	all x. (Boy(x) & Young(x) -> RunsThroughOceanWaves(x))	The young boy is running through the ocean waves	exists z500. all x. ((Young(x, z500) & Boy(z500)) -> exists y. (Ocean(y) & Waves(y) & RunningThrough(x, y)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Young/1, Young/2.


Fatal error:  The following symbols are used with multiple arities: Young/1, Young/2"
159	A woman is coating a pork chop	exists x. (Woman(x) & Coating(x, porkChop))	A cook is coating a pork chop	exists z500. exists x. exists y. (Cook(x) & (Pork(y, z500) & Chop(z500)) & Coating(x, y))	e	"'porkChop' is an illegal variable name.  Constants may not be quantified.
all x. all porkChop. (Coating(x, porkChop) -> Coating(x, porkChop))
           ^"
160	A man is walking a woman through the woods	exists x. exists y. (Man(x) & Woman(y) & Walking(x, y) & Woods(z) & Through(x, z))	The man and woman are walking	exists x. exists y. (Man(x) & Woman(y) & Walking(x) & Walking(y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Walking/2, Walking/1.


Fatal error:  The following symbols are used with multiple arities: Walking/2, Walking/1"
161	There is no woman cooking a breaded pork chop	not exists x. (Woman(x) & Cooking(x, BreadedPorkChop))	A woman is cooking a breaded pork chop	exists x. (Woman(x) & Cooking(x, breaded_pork_chop))	c	"'BreadedPorkChop' is an illegal variable name.  Constants may not be quantified.
all x. all BreadedPorkChop. (Cooking(x, BreadedPorkChop) -> Cooking(x, BreadedPorkChop))
           ^"
162	A woman is cooking a breaded pork chop	exists x. (Woman(x) & Cooking(x, breaded_pork_chop))	The woman is not frying a breaded pork chop	not exists x. (Woman(x) & Frying(x, breadedPorkChop))	n	"'breaded_pork_chop' is an illegal variable name.  Constants may not be quantified.
all x. all breaded_pork_chop. (Frying(x, breaded_pork_chop) -> Cooking(x, breaded_pork_chop))
           ^"
163	There is no woman cooking a breaded pork chop	not exists x. (Woman(x) & Cooking(x, BreadedPorkChop))	The woman is frying a breaded pork chop	exists x. (Woman(x) & Frying(x, breadedPorkChop))	c	"'BreadedPorkChop' is an illegal variable name.  Constants may not be quantified.
all x. all BreadedPorkChop. (Frying(x, BreadedPorkChop) -> Cooking(x, BreadedPorkChop))
           ^"
164	The woman is frying a breaded pork chop	exists x. (Woman(x) & Frying(x, breadedPorkChop))	A woman is cooking a breaded pork chop	exists x. (Woman(x) & Cooking(x, breaded_pork_chop))	e	"'breadedPorkChop' is an illegal variable name.  Constants may not be quantified.
all x. all breadedPorkChop. (Frying(x, breadedPorkChop) -> Cooking(x, breadedPorkChop))
           ^"
165	A man is standing on a roof top and playing a violin	exists z500. exists z500. exists x. exists y. (Man(x) & (Roof(y, z500) & Top(z500)) & StandingOn(x, y) & (Playing(x, z500) & Violin(z500)))	A man is standing on a roof	exists x. exists y. (Man(x) & Roof(y) & StandingOn(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Roof/2, Roof/1.


Fatal error:  The following symbols are used with multiple arities: Roof/2, Roof/1"
166	A man is dancing on a roof 	exists x. exists y. (Man(x) & Roof(y) & DancingOn(x, y))	A man is standing on a roof top and playing a violin	exists z500. exists z500. exists x. exists y. (Man(x) & (Roof(y, z500) & Top(z500)) & StandingOn(x, y) & (Playing(x, z500) & Violin(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Roof/1, Roof/2.


Fatal error:  The following symbols are used with multiple arities: Roof/1, Roof/2"
167	There is no one typing	not exists x. (Person(x) & Typing(x))	Someone is typing on a keyboard	exists x. (Person(x) & Typing(x, Keyboard))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Typing/1, Typing/2.


Fatal error:  The following symbols are used with multiple arities: Typing/1, Typing/2"
168	Someone is cleaning an animal	exists x. (Cleaning(x, Animal))	Someone is cleansing an animal	exists x. (Cleansing(x, Animal))	e	"'Animal' is an illegal variable name.  Constants may not be quantified.
all x. all Animal. (Cleaning(x, Animal) -> Cleansing(x, Animal))
           ^"
169	Someone is cleaning an animal	exists x. (Cleaning(x, Animal))	Someone is dirtying an animal	exists x.exists y. (Person(x) & Animal(y) & Dirtying(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Animal/1, Animal/0.


Fatal error:  The following symbols are used with multiple arities: Animal/1, Animal/0"
170	There is no woman cleaning a shrimp	not exists x. (Woman(x) & Cleaning(x, Shrimp))	Someone is cleaning an animal	exists x. (Cleaning(x, Animal))	n	"'Shrimp' is an illegal variable name.  Constants may not be quantified.
all x. all Shrimp. (Cleaning(x, Shrimp) -> Cleaning(x, Shrimp))
           ^"
171	There is no woman riding a water scooter	not exists x. (Woman(x) & Riding(x, WaterScooter))	A woman is riding a water scooter	exists z500. exists x. exists y. (Woman(x) & (Water(y, z500) & Scooter(z500)) & Riding(x, y))	c	"'WaterScooter' is an illegal variable name.  Constants may not be quantified.
all x. all WaterScooter. (Riding(x, WaterScooter) -> Riding(x, WaterScooter))
           ^"
172	A woman is riding a water scooter	exists z500. exists x. exists y. (Woman(x) & (Water(y, z500) & Scooter(z500)) & Riding(x, y))	A woman is riding a scooter towards the water	exists x. exists y. exists z. (Woman(x) & Scooter(y) & Water(z) & Riding(x, y) & Towards(x, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Water/2, Water/1.


Fatal error:  The following symbols are used with multiple arities: Water/2, Water/1"
173	The boy is speedily riding a tricycle	Boy(boy) & Tricycle(tricycle) & SpeedilyRiding(boy, tricycle)	The boy is riding a tricycle	exists x. (Boy(x) & Riding(x, tricycle))	e	"'boy' is an illegal variable name.  Constants may not be quantified.
all boy. (Boy(boy) -> Boy(boy))
    ^"
174	The boy is riding a tricycle	exists x. (Boy(x) & Riding(x, tricycle))	A woman is riding a scooter towards the water	exists x. exists y. exists z. (Woman(x) & Scooter(y) & Water(z) & Riding(x, y) & Towards(x, z))	n	"'tricycle' is an illegal variable name.  Constants may not be quantified.
all x. all tricycle. (Riding(x, tricycle) -> Riding(x, tricycle))
           ^"
175	There is no panda bear eating some bamboo	exists z500. not exists x. ((Panda(x, z500) & Bear(z500)) & Eating(x, bamboo))	A panda bear is eating some bamboo	exists z500. exists x. ((Panda(x, z500) & Bear(z500)) & Eating(x, bamboo))	c	"'bamboo' is an illegal variable name.  Constants may not be quantified.
all x. all bamboo. (Eating(x, bamboo) -> Eating(x, bamboo))
           ^"
176	One panda is eating a bamboo cane	exists z500. exists x. exists y. (Panda(x) & (Bamboo(y, z500) & Cane(z500)) & Eating(x, y))	The panda is eating bamboo	exists z500. all x. (Panda(x) -> (Eating(x, z500) & Bamboo(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Bamboo/2, Bamboo/1.


Fatal error:  The following symbols are used with multiple arities: Bamboo/2, Bamboo/1"
177	A panda bear is eating some bamboo	exists z500. exists x. ((Panda(x, z500) & Bear(z500)) & Eating(x, bamboo))	The panda is not eating bamboo	exists z500. all x. (Panda(x) -> not (Eating(x, z500) & Bamboo(z500)))	c	"'bamboo' is an illegal variable name.  Constants may not be quantified.
all x. all bamboo. (Eating(x, bamboo) -> Eating(x, bamboo))
           ^"
178	A man is chopping a log with an axe	exists x. exists y. exists z. (Man(x) & Log(y) & Axe(z) & Chopping(x, y, z))	There is no man chopping a log with an axe	exists z500. not exists x. (Man(x) & Chopping(x, log) & (Using(x, z500) & Axe(z500)))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Chopping/3, Chopping/2.


Fatal error:  The following symbols are used with multiple arities: Chopping/3, Chopping/2"
179	The man is chopping the trunk of a tree with an axe	exists x. exists y. exists z. (Man(x) & Tree(y) & Axe(z) & Chopping(x, y, z))	The man is chopping a tree trunk with an axe	exists z500. exists x. exists y. exists z. (Man(x) & (Tree(y, z500) & Trunk(z500)) & Axe(z) & Chopping(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Tree/1, Tree/2.


Fatal error:  The following symbols are used with multiple arities: Tree/1, Tree/2"
180	The man is not chopping a tree trunk with an axe	not exists x. (Man(x) & Chopping(x, TreeTrunk, Axe))	The man is chopping a tree trunk with an axe	exists z500. exists x. exists y. exists z. (Man(x) & (Tree(y, z500) & Trunk(z500)) & Axe(z) & Chopping(x, y, z))	c	"'TreeTrunk' is an illegal variable name.  Constants may not be quantified.
all x. all TreeTrunk. all Axe. (Chopping(x, TreeTrunk, Axe) -> Chopping(x, TreeTrunk, Axe))
           ^"
181	The woman is not dicing garlic	exists z500. not (Dicing(woman, z500) & Garlic(z500))	The woman is dicing garlic	exists z500. exists x. (Woman(x) & (Dicing(x, z500) & Garlic(z500)))	c	"'woman' is an illegal variable name.  Constants may not be quantified.
all woman. all z500. (Dicing(woman, z500) -> Dicing(woman, z500))
    ^"
182	Nobody is cooking okra in a pan	exists z500. not exists x. (Person(x) & Cooking(x, okra) & (In(x, z500) & Pan(z500)))	Someone is cooking okra in a pan	exists z500. exists x. (Person(x) & Cooking(x, okra) & (In(x, z500) & Pan(z500)))	c	"'okra' is an illegal variable name.  Constants may not be quantified.
all x. all okra. (Cooking(x, okra) -> Cooking(x, okra))
           ^"
183	Some paper is being cut	exists z500. exists x. (Paper(x) & (Being(x, z500) & Cut(z500)))	Paper is being cut with scissors	exists x. exists y. (Paper(x) & Scissors(y) & Cut(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cut/1, Cut/2.


Fatal error:  The following symbols are used with multiple arities: Cut/1, Cut/2"
184	Paper is being cut with scissors	exists x. exists y. (Paper(x) & Scissors(y) & Cut(x, y))	The piece of paper is being cut	exists z500. exists x. (Paper(x) & (Being(x, z500) & Cut(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cut/2, Cut/1.


Fatal error:  The following symbols are used with multiple arities: Cut/2, Cut/1"
185	The boys are standing in front of the burning car	all x.all y. (Boy(x) & Car(y) & Burning(y) -> StandingInFrontOf(x, y))	The boys are standing and burning a car	all x.all y. (Boy(x) & Car(y) -> (Standing(x) & Burning(x, y)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Burning/1, Burning/2.


Fatal error:  The following symbols are used with multiple arities: Burning/1, Burning/2"
186	A man and a woman are walking	exists x. exists y. (Man(x) & Woman(y) & Walking(x) & Walking(y))	It is raining on a walking man	exists z500. exists x. ((Walking(x, z500) & Man(z500)) & Rain(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Walking/1, Walking/2.


Fatal error:  The following symbols are used with multiple arities: Walking/1, Walking/2"
187	A person is stupidly throwing a cat at the ceiling	exists x. (Person(x) & Throwing(x, y) & Cat(y) & At(y, ceiling))	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Throwing/2, Throwing/3.


Fatal error:  The following symbols are used with multiple arities: Throwing/2, Throwing/3"
188	A person is stupidly throwing a cat at the ceiling	exists x. (Person(x) & Throwing(x, y) & Cat(y) & At(y, ceiling))	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Throwing/2, Throwing/3.


Fatal error:  The following symbols are used with multiple arities: Throwing/2, Throwing/3"
189	There is no person throwing a cat at the ceiling	not exists x. (Person(x) & Throwing(x, Cat) & At(x, Ceiling))	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Throwing/2, Throwing/3, Ceiling/1, Ceiling/0, Cat/1, Cat/0.


Fatal error:  The following symbols are used with multiple arities: Throwing/2, Throwing/3, Ceiling/1, Ceiling/0, Cat/1, Cat/0"
190	A woman is dancing and a man is playing the keyboard	exists z500. exists z500. exists x. exists y. (Dancer(x) & Woman(x) & (Keyboard(y, z500) & Player(z500)) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	The woman is dancing and a man is playing the keyboard	exists z500. exists x. exists y. (Woman(x) & Dancing(x) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/2, Keyboard/1.


Fatal error:  The following symbols are used with multiple arities: Keyboard/2, Keyboard/1"
191	A woman is playing the keyboard and a man is dancing	exists x. exists y. (Woman(x) & Keyboard(x) & Man(y) & Dancing(y))	A woman is dancing and a man is playing the keyboard	exists z500. exists z500. exists x. exists y. (Dancer(x) & Woman(x) & (Keyboard(y, z500) & Player(z500)) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/1, Keyboard/2.


Fatal error:  The following symbols are used with multiple arities: Keyboard/1, Keyboard/2"
192	A woman is gracefully dancing on a stage	exists z500. exists x. (Woman(x) & Dancing(x) & (On(x, z500) & Stage(z500)))	A woman is dancing and a man is playing the keyboard	exists z500. exists z500. exists x. exists y. (Dancer(x) & Woman(x) & (Keyboard(y, z500) & Player(z500)) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/1, Keyboard/2.


Fatal error:  The following symbols are used with multiple arities: Keyboard/1, Keyboard/2"
193	A woman is dancing and a man is playing the keyboard	exists z500. exists z500. exists x. exists y. (Dancer(x) & Woman(x) & (Keyboard(y, z500) & Player(z500)) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	A woman is walking off a stage	exists x. (Woman(x) & WalkingOffStage(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/1, Keyboard/2.


Fatal error:  The following symbols are used with multiple arities: Keyboard/1, Keyboard/2"
194	A woman is staging a dance	exists z500. exists x. (Woman(x) & (Staging(x, z500) & Dance(z500)))	A woman is dancing and a man is playing the keyboard	exists z500. exists z500. exists x. exists y. (Dancer(x) & Woman(x) & (Keyboard(y, z500) & Player(z500)) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/1, Keyboard/2.


Fatal error:  The following symbols are used with multiple arities: Keyboard/1, Keyboard/2"
195	A woman is dancing and a man is playing the keyboard	exists z500. exists z500. exists x. exists y. (Dancer(x) & Woman(x) & (Keyboard(y, z500) & Player(z500)) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	A woman is dancing on a stage	exists x. exists y. (Woman(x) & Stage(y) & DancingOn(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/1, Keyboard/2.


Fatal error:  The following symbols are used with multiple arities: Keyboard/1, Keyboard/2"
196	A woman is scrubbing a zucchini with a vegetable brush	exists z500. exists x. exists y. exists z. (Woman(x) & Zucchini(y) & (Vegetable(z, z500) & Brush(z500)) & Scrubbing(x, y, z))	A person is scrubbing a zucchini	exists x. exists y. (Person(x) & Zucchini(y) & Scrubbing(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Scrubbing/3, Scrubbing/2.


Fatal error:  The following symbols are used with multiple arities: Scrubbing/3, Scrubbing/2"
197	A horse is being ridden in a creek by a man	exists x.exists y.exists z. (Horse(x) & Creek(y) & Man(z) & Riding(z, x, y))	A man is riding a horse	exists x. exists y. (Man(x) & Horse(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
198	The man is riding a horse by a creek	exists x. exists y. exists z. (Man(x) & Horse(y) & Creek(z) & Riding(x, y, z))	A horse is being ridden by a man	exists x.exists y. (Horse(x) & Man(y) & Riding(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
