	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
116	People are riding and paddling a raft	exists x.exists y. (Person(x) & Raft(y) -> (Riding(x, y) & Paddling(x, y)))	Four people are floating on a raft	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & FloatingOnRaft(x, y, z, w))	n	False	False
117	There is no cat eating corn on the cob	not exists x. (Cat(x) & Eating(x, y) & CornOnTheCob(y))	A cat is eating some corn	exists x.exists y. (Cat(x) & Corn(y) & Eating(x, y))	n	False	False
118	The person is slicing a vegetable	exists x. exists y. exists z. (Person(x) & Vegetable(y) & Slice(z) & Slices(x, y, z))	Nobody is slicing a tomato	not exists x. (Slicing(x) & Tomato(x))	n	False	False
119	Someone is strumming the guitar	exists x. (StrummingGuitar(x))	Someone is playing the guitar	exists x. (GuitarPlayer(x))	e	False	False
120	Three women are dancing	exists x. exists y. exists z. (Woman(x) & Woman(y) & Woman(z) & Dancing(x) & Dancing(y) & Dancing(z))	A few women are dancing	exists x. (Woman(x) & Dancing(x))	e	True	False
121	A bull dog is being brushed by the monkey	exists x. exists y. (BullDog(x) & Monkey(y) & Brushing(y, x))	The monkey is brushing a bull dog	exists x. exists y. (Monkey(x) & BullDog(y) & Brushing(x, y))	e	True	False
122	The monkey is brushing a bull dog	exists x. exists y. (Monkey(x) & BullDog(y) & Brushing(x, y))	A bull dog is brushing the monkey	exists x.exists y. (BullDog(x) & Monkey(y) -> Brushes(x, y))	n	False	False
123	The lady isn't cracking an egg for the mixer	not exists x. (Lady(x) & CracksEgg(x) & ForMixer(x))	The lady is slicing up the meat	exists x. exists y. (Lady(x) & Meat(y) & Slicing(x, y))	n	False	False
124	A few ferrets are climbing out of the cage	exists x.exists y. (Ferret(x) & Cage(y) & ClimbingOutOf(x, y))	Ferrets are climbing down from a shelf	exists x. (Ferret(x) -> ClimbingDownFromShelf(x))	n	False	False
125	A man is hurriedly getting into a car in a garage	exists x. exists y. exists z. (Man(x) & Car(y) & Garage(z) & HurriedlyGettingInto(x, y, z))	A man is getting into a car	exists x. exists y. (Man(x) & Car(y) & GettingInto(x, y))	e	False	False
126	A man is parking a car in a garage	exists x. exists y. exists z. (Man(x) & Car(y) & Garage(z) & Parking(x, y, z))	A man is getting into a car	exists x. exists y. (Man(x) & Car(y) & GettingInto(x, y))	n	False	False
127	The person is slicing a clove of garlic into pieces	exists x. (Person(x) & Slicing(x, garlic) & IntoPieces(x))	The person is not slicing a clove of garlic into pieces	not exists x. (Person(x) & Slicing(x, garlic))	c	False	True
128	Noodles are being boiled in water by a woman	exists x.exists y.exists z. (Noodles(x) & Water(y) & Woman(z) -> BoilsIn(x, y, z))	A woman is boiling noodles in water	exists x. (Woman(x) & BoilingNoodles(x))	e	False	False
129	There is no karate practitioner kicking at another man who is wearing protective boxing gloves	not exists x. exists y. (KaratePractitioner(x) & Man(y) & Kicks(x, y) & WearsProtectiveBoxingGloves(y))	A karate practitioner is kicking at another man who is wearing protective boxing gloves	exists x.exists y. (KaratePractitioner(x) & Man(y) & WearingProtectiveBoxingGloves(y) -> Kicking(x, y))	c	False	False
130	The man is kick boxing with a trainer	exists x.exists y. (Man(x) & Trainer(y) -> KickBoxingWith(x, y))	There is no karate practitioner kicking at another man who is wearing protective boxing gloves	not exists x. exists y. (KaratePractitioner(x) & Man(y) & Kicks(x, y) & WearsProtectiveBoxingGloves(y))	n	False	False
131	The man is kick boxing with a trainer	exists x.exists y. (Man(x) & Trainer(y) -> KickBoxingWith(x, y))	A karate practitioner is kicking at another man who is wearing protective boxing gloves	exists x.exists y. (KaratePractitioner(x) & Man(y) & WearingProtectiveBoxingGloves(y) -> Kicking(x, y))	n	False	False
132	The woman is not playing an electric guitar	not exists x. (Woman(x) & ElectricGuitar(x))	A man is playing an acoustic guitar	exists x. (Man(x) & PlayingAcousticGuitar(x))	n	False	False
133	A man and woman are talking	exists x. exists y. (Man(x) & Woman(y) & Talking(x, y))	A man and a woman are eating happily	exists x. exists y. (Man(x) & Woman(y) & Eating(x) & Eating(y) & Happy(x) & Happy(y))	n	False	False
134	A person is pouring oil for cooking into a pot	exists x. exists y. exists z. (Person(x) & Oil(y) & Pot(z) -> PoursInto(x, y, z))	A person is pouring cooking oil into a pot	exists x. exists y. exists z. (Person(x) & CookingOil(y) & Pot(z) -> PouringInto(x, y, z))	e	False	False
135	A guinea pig, which is small, is gnawing and eating a piece of carrot on the floor	exists x. (GuineaPig(x) -> (Small(x) & Gnawing(x) & EatingCarrot(x) & OnFloor(x)))	A small guinea pig is gnawing and eating a piece of carrot on the floor	exists x.exists y.exists z. (SmallGuineaPig(x) & Carrot(y) & Floor(z) -> GnawingAndEating(x, y, z))	e	False	False
136	A small guinea pig is gnawing and eating a piece of carrot on the floor	exists x.exists y.exists z. (SmallGuineaPig(x) & Carrot(y) & Floor(z) -> GnawingAndEating(x, y, z))	A guinea pig is devouring a carrot	exists x.exists y. (GuineaPig(x) & Carrot(y) -> Devouring(x, y))	e	False	False
137	A plane is landing	exists x. (Plane(x) & Landing(x))	An animated airplane is taking off	exists x. (AnimatedAirplane(x) -> TakingOff(x))	n	False	False
138	A woman is taking a mixture out of a bowl	exists x. exists y. exists z. (Woman(x) & Mixture(y) & Bowl(z) -> TakesOutOf(x, y, z))	A woman is preparing an egg in a skillet	exists x. exists y. exists z. (Woman(x) & Egg(y) & Skillet(z) & PreparingIn(x, y, z))	n	False	False
139	The lady is penciling on eyeshadow	exists x. (Lady(x) & Penciling(x, Eyeshadow))	The woman is penciling on eyeshadow	exists x. (Woman(x) & Penciling(x, Eyeshadow))	e	False	False
140	A little girl is playing a grand piano on stage	exists x. exists y. exists z. (LittleGirl(x) & GrandPiano(y) & Stage(z) & PlayingOn(x, y, z))	A girl is practicing the piano	exists x. (Girl(x) & PracticingPiano(x))	n	False	False
141	A woman is playing a flute	exists x. (Woman(x) & PlayingFlute(x))	The woman is not playing the flute	not exists x. (Woman(x) & PlayingFlute(x))	c	False	True
142	The man is lifting barbells	exists x. (Man(x) & LiftingBarbells(x))	The man is lifting weights	exists x. (Man(x) & LiftingWeights(x))	e	False	False
143	A woman is putting on makeup	exists x. (Woman(x) & PuttingOnMakeup(x))	There is no woman putting on makeup	not exists x. (Woman(x) & PuttingOnMakeup(x))	c	False	True
144	The woman is cutting a carrot	exists x. exists y. (Woman(x) & Carrot(y) & Cutting(x, y))	An onion is being sliced by a woman	exists x. exists y. (Onion(x) & Woman(y) & Slicing(y, x))	n	False	False
145	Two men are fighting in a cattle pen	exists x. exists y. (Man(x) & Man(y) & FightingInCattlePen(x, y))	Two men are outside a cattle pen	exists x. exists y. (Man(x) & Man(y) & OutsideCattlePen(x) & OutsideCattlePen(y))	n	False	False
146	A big green ball is missing a potato	exists x. (BigGreenBall(x) & MissingPotato(x))	A big green ball is knocking a potato	exists x. exists y. (BigGreenBall(x) & Potato(y) & Knocks(x, y))	n	False	False
147	A large green ball is hitting a potato	exists x. exists y. (LargeGreenBall(x) & Potato(y) & Hitting(x, y))	A large green colored ball is hitting a potato	exists x. exists y. (LargeGreenBall(x) & Potato(y) & Hitting(x, y))	e	True	False
148	A large green ball is missing a potato	exists x. (LargeGreenBall(x) & MissingPotato(x))	A large green ball is hitting a potato	exists x. exists y. (LargeGreenBall(x) & Potato(y) & Hitting(x, y))	n	False	False
149	A large green ball is hitting a potato	exists x. exists y. (LargeGreenBall(x) & Potato(y) & Hitting(x, y))	A big green ball is missing a potato	exists x. (BigGreenBall(x) & MissingPotato(x))	c	False	False
150	A man is playing a guitar	exists x. (Man(x) & PlayingGuitar(x))	A man is laying down a guitar	exists x. (Man(x) & LayingDownGuitar(x))	n	False	False
151	A woman is playing an electric guitar	exists x. (Woman(x) & Playing(x, ElectricGuitar))	A man is laying down a guitar	exists x. (Man(x) & LayingDownGuitar(x))	n	False	False
152	The puppy is not playing with a plastic container	not exists x. (Puppy(x) & PlasticContainer(y) & PlayingWith(x, y))	The puppy is playing with a plastic container	exists x. exists y. (Puppy(x) & PlasticContainer(y) & PlayingWith(x, y))	c	False	True
153	A woman is driving a car and is talking to the man who is seated beside her	exists x. exists y. (Woman(x) & Car(y) & Driving(x, y) & Man(z) & SeatedBeside(z, x) & TalkingTo(z, x))	There is no woman driving a car and talking to the man seated beside her	not exists x. (Woman(x) & DrivingCar(x) & TalkingToMan(x))	c	False	False
154	A man is flooring a sitting guitar player	exists x. exists y. (Man(x) & GuitarPlayer(y) & Sitting(y) & Flooring(x, y))	A man is sitting on the floor in a room and strumming a guitar	exists x. exists y. exists z. (Man(x) & Floor(y) & Room(z) & SittingOn(x, y) & StrummingGuitar(x))	n	False	False
155	A woman is using a pencil for eyes and is applying eye liner to her eyelid	exists x. (Woman(x) & UsingPencilForEyes(x) & ApplyingEyeLiner(x))	A woman is applying cosmetics to her eyelid	exists x. (Woman(x) & ApplyingCosmetics(x) -> ApplyingCosmeticsToEyelid(x))	e	False	False
156	There is no woman using an eye pencil and applying eye liner to her eyelid	not exists x. (Woman(x) & UsesEyePencil(x) & AppliesEyeLiner(x))	A woman is applying cosmetics to her eyelid	exists x. (Woman(x) & ApplyingCosmetics(x) -> ApplyingCosmeticsToEyelid(x))	c	False	False
157	A monkey is kicking at a person's glove	exists x.exists y. (Monkey(x) & Person(y) & WearingGlove(y) -> KickingAt(x, y))	The monkey is practicing martial arts	exists x. (Monkey(x) -> PracticingMartialArts(x))	n	False	False
158	A kid is throwing away an instrument	exists x.exists y. (Kid(x) & Instrument(y) -> ThrowingAway(x, y))	A young boy is playing a wind instrument	exists x. (YoungBoy(x) & exists y. (WindInstrument(y) & Playing(x, y)))	n	False	False
159	A man is trekking in the woods	exists x. (Man(x) & Trekking(x) & InWoods(x))	The man is not hiking in the woods	not exists x. (Man(x) & Hiking(x) & InWoods(x))	n	False	False
160	There is no boy walking across a bridge	not exists x. (Boy(x) & WalkingAcrossBridge(x))	A boy is walking across a bridge	exists x. exists y. exists z. (Boy(x) & Bridge(y) & WalkingAcross(x, y) & Boy(z) & OnBridge(z, y))	c	False	False
161	A woman is placing two eggs into a pot of water	exists x. (Woman(x) -> (exists y. (Egg(y) & PlacingIntoWater(x, y))))	A woman is putting two eggs into a pot of water	exists x. (Woman(x) -> (exists y. (Egg(y) & PuttingIntoWater(x, y))))	e	False	False
162	A man is playing the guitar	exists x. (Man(x) & PlayingGuitar(x))	Nobody is playing the guitar	not exists x. (GuitarPlayer(x))	c	False	False
163	A child is running in and out of the waves of the ocean	exists x. (Child(x) -> (exists y. (Ocean(y) & Waves(y) & RunningInAndOut(x, y))))	A child is running in and out of the ocean waves	exists x. (Child(x) -> (RunsInOceanWaves(x) & RunsOutOfOceanWaves(x)))	e	False	False
164	A woman is putting away carrots	exists x. (Woman(x) & PuttingAwayCarrots(x))	A woman is coating a pork chop	exists x. (Woman(x) & Coating(x, porkChop))	n	False	False
165	A woman is grating carrots	exists x. (Woman(x) & GratingCarrots(x))	A cook is coating a pork chop	exists x. exists y. (Cook(x) & PorkChop(y) & Coating(x, y))	n	False	False
166	The woman is chopping some bread and fried pork	exists x. (Woman(x) & ChoppingBread(x) & ChoppingFriedPork(x))	A woman is cooking a breaded pork chop	exists x. (Woman(x) & Cooking(x, breaded_pork_chop))	n	False	False
167	There is no man standing on a roof top and playing a violin	not exists x. (Man(x) & StandingOnRoofTop(x) & PlayingViolin(x))	A man is standing on a roof top and playing a violin	exists x. exists y. (Man(x) & RoofTop(y) & StandingOn(x, y) & PlayingViolin(x))	c	False	False
168	A woman is cleaning a shrimp	exists x. exists y. (Woman(x) & Shrimp(y) & Cleaning(x, y))	The woman is cleaning a shrimp	exists x. exists y. (Woman(x) & Shrimp(y) & Cleaning(x, y))	e	True	False
169	A woman is riding a water scooter	exists x. exists y. (Woman(x) & WaterScooter(y) & Riding(x, y))	A woman is riding a scooter for water	exists x. exists y. (Woman(x) & Scooter(y) & Riding(x, y) & For(x, Water))	e	False	False
170	A panda bear is eating some bamboo	exists x. (PandaBear(x) & Eating(x, bamboo))	Some bamboo is being eaten by a panda bear	exists x.exists y. (Bamboo(x) & PandaBear(y) & Eats(y, x))	e	False	False
171	Someone is beating an egg	exists x. (Person(x) & BeatingEgg(x))	The woman isn't stirring eggs in a bowl	not exists x. (Woman(x) & StirringEggs(x, bowl))	n	False	False
172	A woman is deboning a fish	exists x. exists y. (Woman(x) & Fish(y) & Deboning(x, y))	A big fish is catching a man	exists x. exists y. (BigFish(x) & Man(y) & Catching(x, y))	n	False	False
173	A tray is being buttered by a person	exists x. exists y. (Tray(x) & Person(y) & Buttering(y, x))	A person is buttering a tray	exists x. (Person(x) & Buttering(x, tray))	e	False	False
174	The man is chopping a tree trunk with an axe	exists x. exists y. exists z. (Man(x) & TreeTrunk(y) & Axe(z) & Chopping(x, y, z))	A man is chopping a log with an axe	exists x. exists y. exists z. (Man(x) & Log(y) & Axe(z) & Chopping(x, y, z))	n	False	False
175	The cat is looking out the window at the table on the perch	exists x. exists y. exists z. (Cat(x) & Window(y) & Table(z) & LookingAt(x, y) & On(x, z))	The cat perched on the table is looking out the window	exists x.exists y. (Cat(x) & Table(y) & PerchedOn(x, y) -> LookingOutWindow(x))	n	False	False
176	A dog is licking a baby	exists x. exists y. (Dog(x) & Baby(y) & Licking(x, y))	The dog is licking the baby	exists x. exists y. (Dog(x) & Baby(y) & Licking(x, y))	e	True	False
177	A woman is putting away the garlic	exists x. (Woman(x) -> PuttingAwayGarlic(x))	A woman is chopping up garlic	exists x. (Woman(x) & ChoppingGarlic(x))	n	False	False
178	The man is not dancing	not Dancing(man)	A woman is dancing	exists x. (Dancer(x) & Woman(x))	n	False	False
179	Someone is cooking okra in a pan	exists x. (Person(x) & Cooking(x, okra) & InPan(x))	Okra is being cooked in a pan	exists x. exists y. (Okra(x) & Pan(y) & CookedIn(x, y))	e	False	False
180	A man is playing the drum	exists x. (Man(x) & PlayingDrum(x))	A man is practicing the drum	exists x. (Man(x) & PracticingDrum(x))	e	False	False
181	One man is doing floor exercises	exists x. (Man(x) & DoingFloorExercises(x))	A man is doing exercises	exists x. (Man(x) & DoingExercises(x))	e	False	False
182	A woman is putting meat in a pan	exists x. (Woman(x) & PuttingMeatInPan(x))	There is no woman putting meat in a pan	not exists x. (Woman(x) & PuttingMeatInPan(x))	c	False	True
183	Someone is dropping the meat into a pan	exists x. (Person(x) & DropsMeatIntoPan(x))	The meat is being dropped into a pan	exists x. exists y. (Meat(x) & Pan(y) -> DroppedInto(x, y))	e	False	False
184	A boy is filling a pitcher with water	exists x. exists y. (Boy(x) & Pitcher(y) -> FillsWithWater(x, y))	A pitcher is being filled with water by a boy	exists x.exists y. (Pitcher(x) & Boy(y) -> FillsWithWater(x, y))	e	True	False
185	A woman is collecting the water from a tap in a mug	exists x. exists y. exists z. (Woman(x) & Tap(y) & Mug(z) -> CollectingWater(x, y, z))	A boy is filling a pitcher with water	exists x. exists y. (Boy(x) & Pitcher(y) -> FillsWithWater(x, y))	n	False	False
186	It is raining on a walking man	exists x. (WalkingMan(x) & Rain(x))	A man is walking in the rain	exists x. (Man(x) & Walking(x) & InRain(x))	e	False	False
187	Racers are running down a track	exists x. exists y. (Racer(x) & Track(y) -> RunningOn(x, y))	There are no racers running down a track	exists x. (Racer(x) & not RunningDownTrack(x))	c	False	False
188	A toy train is striking a toy car	exists x.exists y. (ToyTrain(x) & ToyCar(y) & Strikes(x, y))	A toy train is missing a toy car	exists x. (ToyTrain(x) & exists y. (ToyCar(y) & Missing(x, y)))	c	False	False
189	The person is slicing onions	exists x. (Person(x) & SlicingOnions(x))	Onions are being sliced by the person	exists x.exists y. (Onion(x) & Person(y) -> Slicing(y, x))	e	False	False
190	Swimmers are racing in a lake	exists x.exists y. (Swimmer(x) & Lake(y) -> RacesIn(x, y))	Some racers are swimming in a lake	exists x.exists y. (Racer(x) & Lake(y) & SwimmingIn(x, y))	e	False	False
191	A talented man is playing the guitar	exists x. (TalentedMan(x) -> exists y. (Guitar(y) & Playing(x, y)))	A woman is playing a guitar	exists x. (Woman(x) & PlayingGuitar(x))	n	False	False
192	A person is scrubbing a zucchini	exists x. exists y. (Person(x) & Zucchini(y) & Scrubbing(x, y))	The person is scrubbing a zucchini	exists x. (Person(x) & Scrubbing(x, zucchini))	e	False	False
193	A woman is slicing a pepper which is green	exists x. exists y. (Woman(x) & Pepper(y) & Slicing(x, y) & Green(y))	A woman is slicing a green pepper	exists x. (Woman(x) & Slicing(x, GreenPepper))	e	False	False
194	A man is stopping in the middle of a road	exists x. (Man(x) & StoppingInMiddleOfRoad(x))	A man is walking down a road	exists x. (Man(x) & Walking(x) & DownRoad(x))	n	False	False
195	A man from the wilderness is on a walking path	exists x. (Man(x) & FromWilderness(x) -> OnWalkingPath(x))	A man is walking down a road	exists x. (Man(x) & Walking(x) & DownRoad(x))	n	False	False
196	The man is walking along a path through the wilderness	exists x. exists y. exists z. (Man(x) & Path(y) & Wilderness(z) & WalkingAlong(x, y) & LocatedIn(y, z))	A man is lazily walking down a road	exists x. (Man(x) & Walking(x) & Road(x) & Lazy(x))	n	False	False
197	A man is dancing on the ceiling of a room	exists x. exists y. (Man(x) & Room(y) & DancingOnCeiling(x, y))	The man is dancing upside-down on the ceiling	exists x. (Man(x) & Dancing(x) & UpsideDown(x) & OnCeiling(x))	e	False	False
198	There is no man exercising	not exists x. (Man(x) & Exercising(x))	A man is exercising	exists x. (Man(x) & Exercising(x))	c	False	True
199	The man is singing and playing the guitar	exists x. (Man(x) & Singing(x) & PlayingGuitar(x))	The guitar is being played by a man	exists x. exists y. (Guitar(x) & Man(y) & Playing(y, x))	e	False	False
200	A man is packing the guitar	exists x. (Man(x) & PackingGuitar(x))	The man is singing and playing the guitar	exists x. (Man(x) & Singing(x) & PlayingGuitar(x))	n	False	False
201	Boys are not dancing in front of some people	exists x. exists y. (Boy(x) & Person(y) -> not DancingInFrontOf(x, y))	Boys are dancing in front of some people	exists x.exists y. (Boy(x) & Person(y) -> DancingInFrontOf(x, y))	c	False	False
202	A boy is looking at a calendar	exists x. exists y. (Boy(x) & Calendar(y) & LookingAt(x, y))	There is no boy checking a calendar	not exists x. (Boy(x) & CheckingCalendar(x))	c	False	False
203	A woman is peeling a potato	exists x. (Woman(x) & PeelingPotato(x))	A woman is refrigerating a potato	exists x. exists y. (Woman(x) & Potato(y) & Refrigerating(x, y))	n	False	False
204	There is no man singing and playing a guitar	not exists x. (Man(x) & Singing(x) & PlayingGuitar(x))	A boy is playing a piano	exists x. (Boy(x) & PlayingPiano(x))	n	False	False
205	A man is recklessly climbing a rope	exists x. (Man(x) & RecklesslyClimbingRope(x))	A man is climbing a rope	exists x. (Man(x) & ClimbingRope(x))	e	False	False
206	A man is climbing a rope	exists x. (Man(x) & ClimbingRope(x))	The man is climbing up a rope	exists x. (Man(x) & ClimbingUpRope(x))	e	False	False
207	A man is climbing a rope	exists x. (Man(x) & ClimbingRope(x))	A man is climbing up a rope	exists x. (Man(x) & ClimbingUpRope(x))	e	False	False
208	The lady is picking up the kangaroo	exists x. exists y. (Lady(x) & Kangaroo(y) & PickingUp(x, y))	The woman is picking up the kangaroo	exists x. exists y. (Woman(x) & Kangaroo(y) & PickingUp(x, y))	e	False	False
209	A man is breaking tiles with his hands	exists x. (Man(x) & BreakingTiles(x))	There is no man breaking wooden boards with his hand	not exists x. (Man(x) & BreakingWoodenBoards(x))	n	False	False
210	A dog is running breathlessly on the road	exists x. (Dog(x) & Running(x) & Breathless(x))	A dog is running on the road	exists x. (Dog(x) & RunningOnRoad(x))	e	False	False
211	A man is running on the road	exists x. (Man(x) & RunningOnRoad(x))	A dog is running breathlessly on the road	exists x. (Dog(x) & Running(x) & Breathless(x))	n	False	False
212	The man is hurling knives at a tree	exists x. exists y. exists z. (Man(x) & Knife(y) & Tree(z) & Hurling(x, y, z))	The man is throwing knives at a tree	exists x. exists y. exists z. (Man(x) & Knife(y) & Tree(z) & ThrowsAt(x, y, z))	e	False	False
213	The man is removing knives from a tree	exists x.exists y. (Man(x) & Tree(y) -> RemovingKnivesFrom(x, y))	The man is throwing knives at a tree	exists x. exists y. exists z. (Man(x) & Knife(y) & Tree(z) & ThrowsAt(x, y, z))	n	False	False
214	One man is riding a horse	exists x. exists y. (Man(x) & Horse(y) & Riding(x, y))	A man is riding a horse	exists x. exists y. (Man(x) & Horse(y) & Riding(x, y))	e	True	False
215	There is no man drawing a picture	not exists x. (Man(x) & DrawingPicture(x))	A man is drawing a picture	exists x. (Man(x) & Drawing(x, Picture))	c	False	False
216	There is no man eating food	not exists x. (Man(x) & EatingFood(x))	A man is eating a pizza	exists x. exists y. (Man(x) & Pizza(y) & Eating(x, y))	c	False	False
217	A dog is bouncing on a trampoline	exists x. exists y. (Dog(x) & Trampoline(y) & BouncingOn(x, y))	A dog is jumping on a trampoline	exists x. exists y. (Dog(x) & Trampoline(y) & JumpsOn(x, y))	e	False	False
218	Several boys are jumping on a trampoline	exists x. exists y. exists z. (Boy(x) & Boy(y) & Boy(z) & JumpingOnTrampoline(x) & JumpingOnTrampoline(y) & JumpingOnTrampoline(z))	A man is doing back flips on a trampoline	exists x. (Man(x) & DoingBackFlips(x))	n	False	False
219	A man is playing a wooden flute	exists x. (Man(x) & PlayingWoodenFlute(x))	There is no man playing a wooden flute	not exists x. (Man(x) & PlaysWoodenFlute(x))	c	False	False
220	There is no man playing the piano	not exists x. (Man(x) & PlaysPiano(x))	A man is playing the piano	exists x. (Man(x) & PlayingPiano(x))	c	False	False
221	The man is erasing the drawing on the board	exists x.exists y. (Man(x) & Drawing(y) & OnBoard(y) -> Erasing(x, y))	The woman is erasing the drawing on the board	exists x.exists y. (Woman(x) & Drawing(y) & OnBoard(y) -> Erasing(x, y))	n	False	False
222	There is no dog playing with a toy	not exists x. (Dog(x) & PlayingWithToy(x))	A dog is eating a doll	exists x. exists y. (Dog(x) & Doll(y) & Eating(x, y))	c	False	False
223	A dog is eating a doll	exists x. exists y. (Dog(x) & Doll(y) & Eating(x, y))	A dog is playing with a toy	exists x. exists y. (Dog(x) & Toy(y) & PlayingWith(x, y))	n	False	False
224	A man is dancing	exists x. (Dancer(x) & Man(x))	A man is praying fervently	exists x. (Man(x) & Praying(x) & Fervently(x))	n	False	False
225	The woman is slicing cooked octopus	exists x. (Woman(x) & Slicing(x, CookedOctopus))	A woman is chopping up an octopus	exists x. exists y. (Woman(x) & Octopus(y) & Chopping(x, y))	e	False	False
226	A man is drawing	exists x. (Man(x) & Drawing(x))	There is no man drawing	not exists x. (Man(x) & Drawing(x))	c	False	True
227	The man is drawing	exists x. (Man(x) & Drawing(x))	There is no man drawing	not exists x. (Man(x) & Drawing(x))	c	False	True
228	A man is eating a banana	exists x. exists y. (Man(x) & Banana(y) & Eating(x, y))	A man is eating a fruit	exists x. exists y. (Man(x) & Fruit(y) & Eating(x, y))	e	False	False
229	A man is cutting a note	exists x. exists y. (Man(x) & Note(y) & Cutting(x, y))	A man is cutting a paper	exists x. exists y. (Man(x) & Paper(y) & Cutting(x, y))	e	False	False
230	A man is playing a guitar	exists x. (Man(x) & PlayingGuitar(x))	There is no one playing a piano	not exists x. (PianoPlayer(x))	n	False	False
231	Two men in a race are flipping the tires of a tractor	exists x. exists y. exists z. (Man(x) & Man(y) & Tractor(z) & FlippingTires(x, z) & FlippingTires(y, z))	Two men are competing in a tire rolling race	exists x. exists y. (Man(x) & Man(y) & TireRollingRace(x, y))	n	False	False
232	The men are talking	exists x. (Man(x) -> Talking(x))	Some old women are talking	exists x. (OldWoman(x) & Talking(x))	n	False	False
233	A man is punching a soccer ball	exists x. exists y. (Man(x) & SoccerBall(y) & Punching(x, y))	A man is mixing the content of a bowl	exists x. exists y. (Man(x) & Bowl(y) & MixingContent(x, y))	n	False	False
234	The doctors are healing a man	exists x.exists y. (Doctor(x) & Man(y) -> Healing(x, y))	The doctor is helping the patient	exists x.exists y. (Doctor(x) & Patient(y) -> Helping(x, y))	e	False	False
235	There is no man playing a guitar	not exists x. (Man(x) & PlaysGuitar(x))	A man is playing a guitar	exists x. (Man(x) & PlayingGuitar(x))	c	False	False
236	There is no man driving a car	not exists x. (Man(x) & DrivingCar(x))	A man is driving a car	exists x. exists y. (Man(x) & Car(y) & Driving(x, y))	c	False	False
237	A keyboard is being played by a man	exists x. exists y. (Keyboard(x) & Man(y) & Playing(y, x))	A man is playing a harp	exists x. (Man(x) & PlayingHarp(x))	n	False	False
238	A woman is slicing a potato	exists x. (Woman(x) & Slicing(x, potato))	A woman is cutting a potato	exists x. exists y. (Woman(x) & Potato(y) & Cutting(x, y))	e	False	False
239	A man is fitting a silencer to a pistol	exists x. exists y. exists z. (Man(x) & Pistol(y) & Silencer(z) & Fits(x, z, y))	A man is applying a silencer to a gun	exists x.exists y. (Man(x) & Gun(y) -> AppliesSilencer(x, y))	e	False	False
240	The girl is sitting on the couch and is crocheting	exists x. (Girl(x) & SittingOnCouch(x) & Crocheting(x))	There is no girl playing the violin on a beach	not exists x. (Girl(x) & ViolinPlayer(x) & Beach(x))	n	False	False
241	A man is cooking a snake	exists x. exists y. (Man(x) & Snake(y) & Cooking(x, y))	There is no man cooking a snake	not exists x. (Man(x) & Cooking(x, snake))	c	False	False
242	There is no boy playing guitar	not exists x. (Boy(x) & PlaysGuitar(x))	A boy is playing guitar	exists x. (Boy(x) & PlayingGuitar(x))	c	False	False
243	A monkey is pulling a dog's tail	exists x. exists y. (Monkey(x) & Dog(y) & PullingTail(x, y))	A monkey is teasing a dog at the zoo	exists x. exists y. (Monkey(x) & Dog(y) & Teasing(x, y) & AtZoo(x, y))	n	False	False
244	There is no person cutting some ginger	not exists x. (Person(x) & Cutting(x, ginger))	A person is cutting some ginger	exists x. (Person(x) & Cutting(x, ginger))	c	False	True
245	A person is cutting some ginger	exists x. (Person(x) & Cutting(x, ginger))	A person is slicing an onion	exists x. (Person(x) & Slicing(x, Onion))	n	False	False
246	A man is slicing a potato into pieces	exists x. exists y. (Man(x) & Potato(y) & Slicing(x, y))	A man is not cutting a potato	exists x. (Man(x) & not CuttingPotato(x))	c	False	False
247	A man is opening a box with a knife	exists x. exists y. exists z. (Man(x) & Box(y) & Knife(z) & OpensWith(x, y, z))	There is no man opening a box with a knife	not exists x. (Man(x) & OpeningBox(x) & WithKnife(x))	c	False	False
248	Some instruments are being played by a band	exists x.exists y. (Instrument(x) & Band(y) & PlayedBy(x, y))	A band is playing some instruments	exists x.exists y. (Band(x) & Instrument(y) & Playing(x, y))	e	False	False
249	A band is not playing some instruments	exists x. (Band(x) & not PlayingInstruments(x))	A band is playing some instruments	exists x.exists y. (Band(x) & Instrument(y) & Playing(x, y))	c	False	False
250	A person is dancing	exists x. (Dancing(x))	A woman is exercising	exists x. (Woman(x) & Exercising(x))	n	False	False
251	A man is doing pull-ups	exists x. (Man(x) & DoingPullUps(x))	The man is doing exercises in a gym	exists x. exists y. (Man(x) & Gym(y) & ExercisingIn(x, y))	n	False	False
252	A man is singing and playing a guitar	exists x. (Man(x) & Singing(x) & PlayingGuitar(x))	A man is singing and playing a musical instrument	exists x. (Man(x) & Singing(x) & PlayingMusicalInstrument(x))	e	False	False
253	Recruits are talking to an officer	exists x.exists y. (Recruit(x) & Officer(y) -> TalkingTo(x, y))	An officer is talking to the recruits	exists x. exists y. (Officer(x) & Recruit(y) & TalkingTo(x, y))	n	False	False
254	Garlic is being chopped by a woman	exists x. exists y. (Garlic(x) & Woman(y) & Chopping(y, x))	A woman is chopping garlic	exists x. (Woman(x) & ChoppingGarlic(x))	e	False	False
255	A woman is slicing a fish	exists x. exists y. (Woman(x) & Fish(y) & Slicing(x, y))	There is no woman slicing a fish	not exists x. (Woman(x) & Slicing(x, fish))	c	False	False
