	nl_ps	fol_ps	nl_h	fol_h	label	exception
91	There is no woman slicing a carrot	exists z500. not exists x. (Woman(x) & (Slicing(x, z500) & Carrot(z500)))	A man is pouring a pot of cheese sauce into a shredded plate	exists z500. exists z500. all x. all y. all z. (Man(x) & Pot(y) & (Cheese(y, z500) & Sauce(z500)) & (Shredded(z, z500) & Plate(z500)) -> PoursInto(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cheese/1, Cheese/2.


Fatal error:  The following symbols are used with multiple arities: Cheese/1, Cheese/2"
92	The man is playing an acoustic guitar	exists x. (Man(x) & PlayingAcousticGuitar(x))	A person is dicing an onion	exists z500. exists x. (Person(x) & (Dicing(x, z500) & Onion(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Onion/1, Onion/0.


Fatal error:  The following symbols are used with multiple arities: Onion/1, Onion/0"
93	A man is cleaning a dish	exists x. exists y. (Man(x) & Dish(y) & Cleaning(x, y))	The woman is slicing an onion with a knife	exists x. exists y. exists z. (Woman(x) & Onion(y) & Knife(z) & Slicing(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Knife/1, Knife/0.


Fatal error:  The following symbols are used with multiple arities: Knife/1, Knife/0"
94	A baby rhino is shunning an adult rhino	exists z500. exists z500. all x.all y. ((Baby(x, z500) & Rhino(z500)) & (Adult(y, z500) & Rhino(z500)) -> Shuns(x, y))	A baby rhino and its mother are standing in a pen	exists z500. exists z500. all x.all y.all z. ((Baby(x, z500) & Rhino(z500)) & (Mother(y, z500) & Rhino(z500)) & Pen(z) -> StandingIn(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Mother/1, Mother/2.


Fatal error:  The following symbols are used with multiple arities: Mother/1, Mother/2"
95	A baby rhino is shunning an adult rhino	exists z500. exists z500. all x.all y. ((Baby(x, z500) & Rhino(z500)) & (Adult(y, z500) & Rhino(z500)) -> Shuns(x, y))	A baby and an adult are being followed by a rhino	exists x. exists y. exists z. (Baby(x) & Adult(y) & Rhino(z) & Follows(z, x) & Follows(z, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Baby/2, Baby/1.


Fatal error:  The following symbols are used with multiple arities: Baby/2, Baby/1"
96	A man is riding a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Riding(x, y))	A man is riding a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
97	A man is riding a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Riding(x, y))	A man is getting off the motorcycle	exists x. (Man(x) & Motorcycle(y) & Riding(x, y) & not Riding(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
98	A man is riding a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Riding(x, y))	A man is riding a motorcycle	exists x. exists y. (Man(x) & Motorcycle(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
99	There is no panda climbing	not exists x. (Panda(x) & Climbing(x))	A man is climbing a rope	exists z500. exists x. (Man(x) & (Climbing(x, z500) & Rope(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Climbing/1, Climbing/2.


Fatal error:  The following symbols are used with multiple arities: Climbing/1, Climbing/2"
100	There is no panda climbing	not exists x. (Panda(x) & Climbing(x))	A man is climbing a rope	exists z500. exists x. (Man(x) & (Climbing(x, z500) & Rope(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Climbing/1, Climbing/2.


Fatal error:  The following symbols are used with multiple arities: Climbing/1, Climbing/2"
101	A cat is eating some corn	exists x.exists y. (Cat(x) & Corn(y) & Eating(x, y))	Nobody is slicing a tomato	not exists x. (Slicing(x) & Tomato(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Slicing/2, Slicing/1.


Fatal error:  The following symbols are used with multiple arities: Slicing/2, Slicing/1"
102	A man is playing the guitar	exists z500. exists x. (Man(x) & (Playing(x, z500) & Guitar(z500)))	Someone is playing the guitar	exists z500. exists x. ((Guitar(x, z500) & Player(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Guitar/1, Guitar/2.


Fatal error:  The following symbols are used with multiple arities: Guitar/1, Guitar/2"
103	The man is slicing vegetables	exists z500. exists x. (Man(x) & (Slicing(x, z500) & Vegetables(z500)))	The lady isn't cracking an egg for the mixer	exists z500. exists z500. not exists x. (Lady(x) & (Cracks(x, z500) & Egg(z500)) & (For(x, z500) & Mixer(z500)))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Mixer/1, Mixer/0.


Fatal error:  The following symbols are used with multiple arities: Mixer/1, Mixer/0"
104	The lady is slicing up the meat	exists x. exists y. (Lady(x) & Meat(y) & Slicing(x, y))	The lady is slicing up the meat	exists x. exists y. (Lady(x) & Meat(y) & Slicing(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Meat/1, Meat/0.


Fatal error:  The following symbols are used with multiple arities: Meat/1, Meat/0"
105	A man is packing away an acoustic guitar	exists z500. exists x. exists y. (Man(x) & (Acoustic(y, z500) & Guitar(z500)) & PackingAway(x, y))	The woman is playing an electric guitar	exists z500. exists x. (Woman(x) & (Electric(x, z500) & Guitar(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Electric/1, Electric/2.


Fatal error:  The following symbols are used with multiple arities: Electric/1, Electric/2"
106	The lady is breaking eggs that are raw into a bowl	all x.all y.all z. (Lady(x) & Egg(y) & Bowl(z) -> BreaksRawEggsInto(x, y, z))	A player of soccer is scoring a goal	exists z500. all x. (Player(x) & Soccer(x) -> (Scoring(x, z500) & Goal(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Soccer/2, Soccer/1.


Fatal error:  The following symbols are used with multiple arities: Soccer/2, Soccer/1"
107	Soccer players are kicking a soccer ball into the goal	exists z500. exists z500. all x.all y.all z. ((Soccer(x, z500) & Player(z500)) & (Soccer(y, z500) & Ball(z500)) & Goal(z) -> KicksInto(x, y, z))	A soccer player is scoring a goal	exists z500. exists z500. all x. ((Soccer(x, z500) & Player(z500)) -> (Scoring(x, z500) & Goal(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Soccer/1, Soccer/2.


Fatal error:  The following symbols are used with multiple arities: Soccer/1, Soccer/2"
108	A soccer player is scoring a goal	exists z500. exists z500. all x. ((Soccer(x, z500) & Player(z500)) -> (Scoring(x, z500) & Goal(z500)))	Soccer players are kicking a soccer ball into the goal	exists z500. exists z500. all x.all y.all z. ((Soccer(x, z500) & Player(z500)) & (Soccer(y, z500) & Ball(z500)) & Goal(z) -> KicksInto(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Soccer/1, Soccer/2.


Fatal error:  The following symbols are used with multiple arities: Soccer/1, Soccer/2"
109	A man is slicing a carrot with a knife	exists x. exists y. exists z. (Man(x) & Carrot(y) & Knife(z) & Slicing(x, y, z))	An onion is being sliced by the woman	exists x.exists y. (Onion(x) & Woman(y) & Slicing(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Onion/1, Onion/0.


Fatal error:  The following symbols are used with multiple arities: Onion/1, Onion/0"
110	A man is slicing a carrot with a knife	exists x. exists y. exists z. (Man(x) & Carrot(y) & Knife(z) & Slicing(x, y, z))	A man is slicing a carrot with a knife	exists x. exists y. exists z. (Man(x) & Carrot(y) & Knife(z) & Slicing(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Slicing/2, Slicing/3.


Fatal error:  The following symbols are used with multiple arities: Slicing/2, Slicing/3"
111	A man is slicing a carrot with a knife	exists x. exists y. exists z. (Man(x) & Carrot(y) & Knife(z) & Slicing(x, y, z))	The woman is not slicing an onion	exists z500. not exists x. (Woman(x) & (Slicing(x, z500) & Onion(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Slicing/3, Slicing/2.


Fatal error:  The following symbols are used with multiple arities: Slicing/3, Slicing/2"
112	There is no girl playing the piano	exists z500. not exists x. (Girl(x) & (Plays(x, z500) & Piano(z500)))	A little girl is playing a grand piano on stage	exists z500. exists z500. exists x. exists y. exists z. ((Little(x, z500) & Girl(z500)) & (Grand(y, z500) & Piano(z500)) & Stage(z) & PlayingOn(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Little/1, Little/2.


Fatal error:  The following symbols are used with multiple arities: Little/1, Little/2"
113	The woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	A woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cooking/1, Cooking/2.


Fatal error:  The following symbols are used with multiple arities: Cooking/1, Cooking/2"
114	The woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	The woman is cooking something	exists x. (Woman(x) & Cooking(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cooking/2, Cooking/1.


Fatal error:  The following symbols are used with multiple arities: Cooking/2, Cooking/1"
115	The woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	The woman is cooking something	exists x. (Woman(x) & Cooking(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cooking/2, Cooking/1.


Fatal error:  The following symbols are used with multiple arities: Cooking/2, Cooking/1"
116	The woman is cooking eggs	exists x. (Woman(x) & Cooking(x, Eggs))	The cats are playing with each other	all x.all y.all z. (Cat(x) & Cat(y) & Cat(z) -> PlayingWith(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PlayingWith/2, PlayingWith/3.


Fatal error:  The following symbols are used with multiple arities: PlayingWith/2, PlayingWith/3"
117	A herd of deer is crossing the street	exists z500. exists x. (Herd(x) & Deer(x) & (Crossing(x, z500) & Street(z500)))	The herd of caribous is crossing a road	exists x. exists y. (Caribou(x) & Road(y) & Crossing(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Caribou/2, Caribou/1.


Fatal error:  The following symbols are used with multiple arities: Caribou/2, Caribou/1"
118	Two men are fighting in a cow pasture	exists x. exists y. (Man(x) & Man(y) & Fighting(x, y) & CowPasture(x, y))	Nobody is fighting in a cow pasture	not exists x. (Fighting(x) & InCowPasture(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Fighting/2, Fighting/1.


Fatal error:  The following symbols are used with multiple arities: Fighting/2, Fighting/1"
119	The man is absently eating a banana by a tree	exists x. exists y. exists z. (Man(x) & Banana(y) & Tree(z) & AbsentlyEating(x, y, z))	The man is eating a banana by a tree	exists x. exists y. exists z. (Man(x) & Banana(y) & Tree(z) & Eating(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Eating/2, Eating/3.


Fatal error:  The following symbols are used with multiple arities: Eating/2, Eating/3"
120	A man is eating a banana	exists x. exists y. (Man(x) & Banana(y) & Eating(x, y))	A banana is being eaten by a man	exists x. exists y. (Banana(x) & Man(y) & Eating(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Eating/3, Eating/2.


Fatal error:  The following symbols are used with multiple arities: Eating/3, Eating/2"
121	Different teams are playing football on a field	exists x. exists y. exists z. (Team(x) & Team(y) & Team(z) & Football(x) & Football(y) & Football(z) & PlayingOnField(x) & PlayingOnField(y) & PlayingOnField(z))	Different football players are teaming on a field	exists z500. all x.all y.all z. ((Football(x, z500) & Player(z500)) & FootballPlayer(y) & Field(z) -> TeamsOn(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Football/1, Football/2.


Fatal error:  The following symbols are used with multiple arities: Football/1, Football/2"
122	A boy is comfortably sitting in a room and playing a piano by a lamp	exists x. exists y. exists z. (Boy(x) & Room(y) & Piano(z) & ComfortablySitsIn(x, y) & PlaysBy(x, z))	A boy is sitting in a room and playing a piano by lamp light	exists z500. exists x. exists y. exists z. (Boy(x) & Room(y) & Piano(z) & SittingIn(x, y) & Playing(x, z) & (Lamp(z, z500) & Light(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Lamp/1, Lamp/2.


Fatal error:  The following symbols are used with multiple arities: Lamp/1, Lamp/2"
123	A few children are jumping on a trampoline	exists x.exists y. (Child(x) & Trampoline(y) & JumpingOn(x, y))	Nobody is playing on a trampoline	not exists x. (Person(x) & PlayingOnTrampoline(x))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: PlayingOnTrampoline/2, PlayingOnTrampoline/1.


Fatal error:  The following symbols are used with multiple arities: PlayingOnTrampoline/2, PlayingOnTrampoline/1"
124	Three men are dancing	exists x. exists y. exists z. (Man(x) & Man(y) & Man(z) & Dancing(x) & Dancing(y) & Dancing(z))	A man is sitting on the floor and is playing a guitar	exists z500. exists x. (Man(x) & SittingOnFloor(x) & (Playing(x, z500) & Guitar(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Guitar/2, Guitar/1.


Fatal error:  The following symbols are used with multiple arities: Guitar/2, Guitar/1"
125	The man is not cutting the tape on the box	not CuttingTapeOnBox(man)	The man is cutting the tape on the box	exists x. exists y. (Man(x) & Tape(y) & Box(z) & Cutting(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cutting/2, Cutting/3.


Fatal error:  The following symbols are used with multiple arities: Cutting/2, Cutting/3"
126	The man is not cutting the tape on the box	not CuttingTapeOnBox(man)	There is no man cutting a box	not exists x. (Man(x) & Cutting(x, box))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cutting/3, Cutting/2.


Fatal error:  The following symbols are used with multiple arities: Cutting/3, Cutting/2"
127	The man is not cutting the tape on the box	not CuttingTapeOnBox(man)	The man is cutting the tape on the box	exists x. exists y. (Man(x) & Tape(y) & Box(z) & Cutting(x, y, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cutting/2, Cutting/3.


Fatal error:  The following symbols are used with multiple arities: Cutting/2, Cutting/3"
128	The woman is stirring meat in a bowl	exists x. exists y. exists z. (Woman(x) & Meat(y) & Bowl(z) & StirringIn(x, y, z))	The woman is stirring meat in a bowl	exists x. exists y. exists z. (Woman(x) & Meat(y) & Bowl(z) & StirringIn(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Meat/2, Meat/1.


Fatal error:  The following symbols are used with multiple arities: Meat/2, Meat/1"
129	A man is playing the guitar	exists z500. exists x. (Man(x) & (Playing(x, z500) & Guitar(z500)))	Nobody is playing the guitar	exists z500. not exists x. ((Guitar(x, z500) & Player(z500)))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Guitar/1, Guitar/2.


Fatal error:  The following symbols are used with multiple arities: Guitar/1, Guitar/2"
130	The soccer player is kicking the ball between somebody's legs	exists z500. all x.all y.all z. ((Soccer(x, z500) & Player(z500)) & Ball(y) & Legs(z) -> KicksBetween(x, y, z))	The young boy is running through the ocean waves	exists z500. all x. ((Young(x, z500) & Boy(z500)) -> exists y. (Ocean(y) & Waves(y) & RunningThrough(x, y)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Young/1, Young/2.


Fatal error:  The following symbols are used with multiple arities: Young/1, Young/2"
131	A man and a woman are standing still in the woods	exists x. exists y. (Man(x) & Woman(y) & StandingStillInWoods(x, y))	The man and woman are walking	exists x. exists y. (Man(x) & Woman(y) & Walking(x) & Walking(y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Walking/2, Walking/1.


Fatal error:  The following symbols are used with multiple arities: Walking/2, Walking/1"
132	A man is dancing on a roof 	exists x. exists y. (Man(x) & Roof(y) & DancingOn(x, y))	A man is standing on a roof	exists x. exists y. (Man(x) & Roof(y) & StandingOn(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Roof/2, Roof/1.


Fatal error:  The following symbols are used with multiple arities: Roof/2, Roof/1"
133	A man is dancing on a roof 	exists x. exists y. (Man(x) & Roof(y) & DancingOn(x, y))	A man is standing on a roof top and playing a violin	exists z500. exists z500. exists x. exists y. (Man(x) & (Roof(y, z500) & Top(z500)) & StandingOn(x, y) & (Playing(x, z500) & Violin(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Roof/1, Roof/2.


Fatal error:  The following symbols are used with multiple arities: Roof/1, Roof/2"
134	Someone is typing	exists x. (Person(x) & Typing(x))	Someone is typing on a keyboard	exists x. (Person(x) & Typing(x, Keyboard))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Typing/1, Typing/2.


Fatal error:  The following symbols are used with multiple arities: Typing/1, Typing/2"
135	Someone is cleaning an animal	exists x. (Cleaning(x, Animal))	Someone is dirtying an animal	exists x.exists y. (Person(x) & Animal(y) & Dirtying(x, y))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Animal/1, Animal/0.


Fatal error:  The following symbols are used with multiple arities: Animal/1, Animal/0"
136	There is no woman riding a water scooter	not exists x. (Woman(x) & Riding(x, WaterScooter))	A woman is riding a scooter towards the water	exists x. exists y. exists z. (Woman(x) & Scooter(y) & Water(z) & Riding(x, y) & Towards(x, z))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Water/2, Water/1.


Fatal error:  The following symbols are used with multiple arities: Water/2, Water/1"
137	There is no panda bear eating some bamboo	exists z500. not exists x. ((Panda(x, z500) & Bear(z500)) & Eating(x, bamboo))	The panda is eating bamboo	exists z500. all x. (Panda(x) -> (Eating(x, z500) & Bamboo(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Bamboo/2, Bamboo/1.


Fatal error:  The following symbols are used with multiple arities: Bamboo/2, Bamboo/1"
138	There is no panda bear eating some bamboo	exists z500. not exists x. ((Panda(x, z500) & Bear(z500)) & Eating(x, bamboo))	The panda is not eating bamboo	exists z500. all x. (Panda(x) -> not (Eating(x, z500) & Bamboo(z500)))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Panda/2, Panda/1.


Fatal error:  The following symbols are used with multiple arities: Panda/2, Panda/1"
139	One man is chopping a log with an axe	exists x. exists y. exists z. (Man(x) & Log(y) & Axe(z) & Chopping(x, y, z))	There is no man chopping a log with an axe	exists z500. not exists x. (Man(x) & Chopping(x, log) & (Using(x, z500) & Axe(z500)))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Chopping/3, Chopping/2.


Fatal error:  The following symbols are used with multiple arities: Chopping/3, Chopping/2"
140	One man is chopping a log with an axe	exists x. exists y. exists z. (Man(x) & Log(y) & Axe(z) & Chopping(x, y, z))	The man is chopping a tree trunk with an axe	exists z500. exists x. exists y. exists z. (Man(x) & (Tree(y, z500) & Trunk(z500)) & Axe(z) & Chopping(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Tree/1, Tree/2.


Fatal error:  The following symbols are used with multiple arities: Tree/1, Tree/2"
141	One man is chopping a log with an axe	exists x. exists y. exists z. (Man(x) & Log(y) & Axe(z) & Chopping(x, y, z))	The man is chopping a tree trunk with an axe	exists z500. exists x. exists y. exists z. (Man(x) & (Tree(y, z500) & Trunk(z500)) & Axe(z) & Chopping(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Axe/1, Axe/0.


Fatal error:  The following symbols are used with multiple arities: Axe/1, Axe/0"
142	The piece of paper is not being cut	exists z500. not exists x. (Paper(x) & (Being(x, z500) & Cut(z500)))	Paper is being cut with scissors	exists x. exists y. (Paper(x) & Scissors(y) & Cut(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cut/1, Cut/2.


Fatal error:  The following symbols are used with multiple arities: Cut/1, Cut/2"
143	The piece of paper is being cut	exists z500. exists x. (Paper(x) & (Being(x, z500) & Cut(z500)))	The piece of paper is being cut	exists z500. exists x. (Paper(x) & (Being(x, z500) & Cut(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Cut/2, Cut/1.


Fatal error:  The following symbols are used with multiple arities: Cut/2, Cut/1"
144	The boys are standing in front of the car, which is burning	all x.all y. (Boy(x) & Car(y) -> (StandingInFrontOf(x, y) & Burning(y)))	The boys are standing and burning a car	all x.all y. (Boy(x) & Car(y) -> (Standing(x) & Burning(x, y)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Burning/1, Burning/2.


Fatal error:  The following symbols are used with multiple arities: Burning/1, Burning/2"
145	A man and a woman are walking	exists x. exists y. (Man(x) & Woman(y) & Walking(x) & Walking(y))	It is raining on a walking man	exists z500. exists x. ((Walking(x, z500) & Man(z500)) & Rain(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Walking/1, Walking/2.


Fatal error:  The following symbols are used with multiple arities: Walking/1, Walking/2"
146	A boy is looking at a calendar	exists x. exists y. (Boy(x) & Calendar(y) & LookingAt(x, y))	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Throwing/2, Throwing/3.


Fatal error:  The following symbols are used with multiple arities: Throwing/2, Throwing/3"
147	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Throwing/2, Throwing/3.


Fatal error:  The following symbols are used with multiple arities: Throwing/2, Throwing/3"
148	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	A person is throwing a cat at the ceiling	exists x. exists y. exists z. (Person(x) & Cat(y) & Ceiling(z) & Throwing(x, y, z))	c	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Throwing/2, Throwing/3, Ceiling/1, Ceiling/0, Cat/1, Cat/0.


Fatal error:  The following symbols are used with multiple arities: Throwing/2, Throwing/3, Ceiling/1, Ceiling/0, Cat/1, Cat/0"
149	The woman is picking up and holding a baby kangaroo	exists x. (Woman(x) & PickingUpBabyKangaroo(x))	The woman is dancing and a man is playing the keyboard	exists z500. exists x. exists y. (Woman(x) & Dancing(x) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/2, Keyboard/1.


Fatal error:  The following symbols are used with multiple arities: Keyboard/2, Keyboard/1"
150	The woman is picking up and holding a baby kangaroo	exists x. (Woman(x) & PickingUpBabyKangaroo(x))	A woman is dancing and a man is playing the keyboard	exists z500. exists z500. exists x. exists y. (Dancer(x) & Woman(x) & (Keyboard(y, z500) & Player(z500)) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/1, Keyboard/2.


Fatal error:  The following symbols are used with multiple arities: Keyboard/1, Keyboard/2"
151	A woman is walking off a stage	exists x. (Woman(x) & WalkingOffStage(x))	A woman is dancing and a man is playing the keyboard	exists z500. exists z500. exists x. exists y. (Dancer(x) & Woman(x) & (Keyboard(y, z500) & Player(z500)) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/1, Keyboard/2.


Fatal error:  The following symbols are used with multiple arities: Keyboard/1, Keyboard/2"
152	A woman is walking off a stage	exists x. (Woman(x) & WalkingOffStage(x))	A woman is walking off a stage	exists x. (Woman(x) & WalkingOffStage(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/1, Keyboard/2.


Fatal error:  The following symbols are used with multiple arities: Keyboard/1, Keyboard/2"
153	A woman is walking off a stage	exists x. (Woman(x) & WalkingOffStage(x))	A woman is dancing and a man is playing the keyboard	exists z500. exists z500. exists x. exists y. (Dancer(x) & Woman(x) & (Keyboard(y, z500) & Player(z500)) & Man(y) & (Playing(y, z500) & Keyboard(z500)))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/1, Keyboard/2.


Fatal error:  The following symbols are used with multiple arities: Keyboard/1, Keyboard/2"
154	A woman is playing the keyboard and a man is dancing	exists x. exists y. (Woman(x) & Keyboard(x) & Man(y) & Dancing(y))	A woman is dancing on a stage	exists x. exists y. (Woman(x) & Stage(y) & DancingOn(x, y))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Keyboard/1, Keyboard/2.


Fatal error:  The following symbols are used with multiple arities: Keyboard/1, Keyboard/2"
155	A person is packing a zucchini	exists x. (Person(x) & Packing(x, zucchini))	A person is scrubbing a zucchini	exists x. exists y. (Person(x) & Zucchini(y) & Scrubbing(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Scrubbing/3, Scrubbing/2.


Fatal error:  The following symbols are used with multiple arities: Scrubbing/3, Scrubbing/2"
156	The man is not riding a horse by a creek	exists z500. exists z500. not exists x. (Man(x) & (Riding(x, z500) & Horse(z500)) & (By(x, z500) & Creek(z500)))	A man is riding a horse	exists x. exists y. (Man(x) & Horse(y) & Riding(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
157	The man is not riding a horse by a creek	exists z500. exists z500. not exists x. (Man(x) & (Riding(x, z500) & Horse(z500)) & (By(x, z500) & Creek(z500)))	A horse is being ridden by a man	exists x.exists y. (Horse(x) & Man(y) & Riding(y, x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Riding/3, Riding/2.


Fatal error:  The following symbols are used with multiple arities: Riding/3, Riding/2"
158	A man is playing the guitar	exists z500. exists x. (Man(x) & (Playing(x, z500) & Guitar(z500)))	The man is singing and playing the guitar	exists z500. exists x. (Man(x) & Singing(x) & (Playing(x, z500) & Guitar(z500)))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Singing/2, Singing/1.


Fatal error:  The following symbols are used with multiple arities: Singing/2, Singing/1"
159	The women are not dancing outside	exists z500. not exists x. (Woman(x) & (Dancing(x, z500) & Outside(z500)))	A group of people are dancing	exists x. (Group(x) & People(x) & Dancing(x))	n	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Dancing/2, Dancing/1.


Fatal error:  The following symbols are used with multiple arities: Dancing/2, Dancing/1"
160	The women are not dancing outside	exists z500. not exists x. (Woman(x) & (Dancing(x, z500) & Outside(z500)))	A group of people are dancing	exists x. (Group(x) & People(x) & Dancing(x))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Dancing/2, Dancing/1.


Fatal error:  The following symbols are used with multiple arities: Dancing/2, Dancing/1"
161	The men are fighting with their fists in a ring	all x.all y.all z. (Man(x) & Fist(y) & Ring(z) -> FightsIn(x, y, z))	Two people are fist fighting in a ring	exists x. exists y. (Person(x) & Person(y) & FistFight(x, y) & Ring(x, y))	e	"(FATAL)
%%ERROR: The following symbols are used with multiple arities: Ring/1, Ring/2.


Fatal error:  The following symbols are used with multiple arities: Ring/1, Ring/2"
