	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
665	The potato is being peeled by a woman	exists x. exists y. (Potato(x) & Woman(y) & Peeling(y, x))	The potato isn't being peeled by a woman	not exists x. (Potato(x) & Woman(y) & Peeling(y, x))	c	False	False
666	The guitar is being played by the man	exists x. exists y. (Guitar(x) & Man(y) & Playing(y, x))	The guitar is being played by nobody	exists x. (Guitar(x) & BeingPlayedBy(x, Nobody))	c	False	False
667	The guitar is being played by the man	exists x. exists y. (Guitar(x) & Man(y) & Playing(y, x))	The man is a guitar player	exists x. (Man(x) & Guitar(x) & Player(x))	e	False	False
668	A boat is sailing peacefully over the water	exists x. (Boat(x) & SailingPeacefullyOverWater(x))	The guitar is being played by a man	exists x. exists y. (Guitar(x) & Man(y) & Playing(y, x))	n	False	False
669	The guitar is being played by nobody	exists x. (Guitar(x) & BeingPlayedBy(x, Nobody))	A boat is sailing peacefully over the water	exists x. (Boat(x) & SailingPeacefullyOverWater(x))	n	False	False
670	A boat is sailing quietly over the water	exists x. (Boat(x) & SailingQuietlyOverWater(x))	The guitar is being played by the man	exists x. exists y. (Guitar(x) & Man(y) & Playing(y, x))	n	False	False
671	A boat's sail is being reflected by the peaceful water	exists x.exists y. (Boat(x) & Sail(y) & Peaceful(z) & Water(z) & ReflectedBy(y, z))	The guitar is being played by the man	exists x. exists y. (Guitar(x) & Man(y) & Playing(y, x))	n	False	False
672	The man is pouring oil on a few tomatoes	exists x. exists y. exists z. (Man(x) & Oil(y) & Tomato(z) & PouringOn(x, y, z))	One person pours oil on a few tomatoes	exists x. exists y. exists z. (Person(x) & Person(y) & Person(z) & Oil(x) & Tomato(y) & Tomato(z) & PoursOn(x, y) & PoursOn(x, z))	e	False	False
673	Some oil is being poured on the tomatoes by the man	exists x.exists y.exists z. (Oil(x) & Tomato(y) & Man(z) & PoursOn(z, y, x))	The man is pouring some oil on the tomatoes	exists x. exists y. exists z. (Man(x) & Oil(y) & Tomato(z) & Pouring(x, y, z))	e	False	False
674	The man is pouring some oil on the tomatoes	exists x. exists y. exists z. (Man(x) & Oil(y) & Tomato(z) & Pouring(x, y, z))	A man isn't pouring oil on the tomatoes.	not exists x. (Man(x) & PouringOilOnTomatoes(x))	c	False	False
675	A kitten is drinking fresh milk	exists x. (Kitten(x) & Drinking(x, y) & Fresh(y) & Milk(y))	The milk is being drunk by a cat	exists x.exists y. (Milk(x) & Cat(y) & Drinking(y, x))	e	False	False
676	A frog is being held carelessly by a man	exists x.exists y. (Frog(x) & Man(y) & Holds(y, x) & Careless(y))	A man is carelessly holding a frog	exists x. exists y. (Man(x) & Frog(y) & CarelesslyHolding(x, y))	e	False	False
677	A man is carelessly holding a frog	exists x. exists y. (Man(x) & Frog(y) & CarelesslyHolding(x, y))	A man is carelessly dropping a frog	exists x. exists y. (Man(x) & Frog(y) & CarelesslyDrops(x, y))	n	False	False
678	A man is emptying a container made of plastic	exists x. exists y. (Man(x) & Container(y) & MadeOfPlastic(y) & Emptying(x, y))	A frog is being held carelessly by a man	exists x.exists y. (Frog(x) & Man(y) & Holds(y, x) & Careless(y))	n	False	False
679	A man is emptying a container made of plastic	exists x. exists y. (Man(x) & Container(y) & MadeOfPlastic(y) & Emptying(x, y))	A man is carelessly dropping a frog	exists x. exists y. (Man(x) & Frog(y) & CarelesslyDrops(x, y))	n	False	False
680	A man is slicing an onion	exists x. exists y. (Man(x) & Onion(y) & Slicing(x, y))	An onion is being sliced by a man	exists x.exists y. (Onion(x) & Man(y) & Slicing(y, x))	e	True	False
681	A man is eating onion slices	exists x. (Man(x) & Eating(x, OnionSlices))	A man is slicing an onion	exists x. exists y. (Man(x) & Onion(y) & Slicing(x, y))	n	False	False
682	An onion is being cut by a man	exists x.exists y. (Onion(x) & Man(y) & Cutting(y, x))	The onion is being cut by the man	exists x. exists y. (Onion(x) & Man(y) & Cutting(y, x))	e	True	False
683	No onion is being cut by a man	not exists x. (Onion(x) & Man(y) & Cutting(y, x))	An onion is being cut by a man	exists x.exists y. (Onion(x) & Man(y) & Cutting(y, x))	c	False	True
684	An onion is being sliced by a man	exists x.exists y. (Onion(x) & Man(y) & Slicing(y, x))	An onion is being cut by a man	exists x.exists y. (Onion(x) & Man(y) & Cutting(y, x))	e	False	False
685	An onion is being cut by a man	exists x.exists y. (Onion(x) & Man(y) & Cutting(y, x))	A man is eating onion slices	exists x. (Man(x) & Eating(x, OnionSlices))	n	False	False
686	A man is recklessly riding a horse	exists x. exists y. (Man(x) & Horse(y) & RecklesslyRiding(x, y))	A person is recklessly riding a horse	exists x. (Person(x) & RecklessHorseRiding(x))	e	False	False
687	A man is recklessly riding a horse	exists x. exists y. (Man(x) & Horse(y) & RecklesslyRiding(x, y))	There is no man recklessly riding a horse	not exists x. (Man(x) & RecklesslyRidingHorse(x))	c	False	False
688	A man is recklessly riding a horse	exists x. exists y. (Man(x) & Horse(y) & RecklesslyRiding(x, y))	The elephant isn't being ridden by the woman	not exists x. (Elephant(x) & Woman(y) & Riding(y, x))	n	False	False
689	A man is recklessly riding a horse	exists x. exists y. (Man(x) & Horse(y) & RecklesslyRiding(x, y))	The elephant is being ridden by the woman	exists x. exists y. (Elephant(x) & Woman(y) & Riding(y, x))	n	False	False
690	Somebody is playing the piano	exists x. (Piano(x) & Player(x))	The piano is being played by someone	exists x. exists y. (Piano(x) & Person(y) & Playing(y, x))	e	False	False
691	The piano is being played by someone	exists x. exists y. (Piano(x) & Person(y) & Playing(y, x))	Nobody is feeding an animal	not exists x. (Feeds(x) & Animal(x))	n	False	False
692	One man is turning on the microwave	exists x. (Man(x) & TurningOnMicrowave(x))	One man is turning off the microwave	exists x. (Man(x) & TurningOffMicrowave(x))	c	False	False
693	One man is turning on the microwave	exists x. (Man(x) & TurningOnMicrowave(x))	There is no man is pushing the buttons of a microwave	not exists x. (Man(x) & PushingMicrowaveButtons(x))	c	False	False
694	One man is turning on the microwave	exists x. (Man(x) & TurningOnMicrowave(x))	A man is pushing the buttons of a microwave	exists x. exists y. (Man(x) & Microwave(y) & PushingButtons(x, y))	e	False	False
695	A flute is being played by a girl	exists x. exists y. (Flute(x) & Girl(y) & Playing(y, x))	A flute is being put away by a girl	exists x.exists y. (Flute(x) & Girl(y) & PuttingAway(y, x))	c	False	False
696	A flute is being played by a girl	exists x. exists y. (Flute(x) & Girl(y) & Playing(y, x))	A girl is making a flute which is not to be played	exists x. exists y. (Girl(x) & Flute(y) & Making(x, y) & not Playable(y))	n	False	False
697	One woman is practicing with a flute	exists x. (Woman(x) & PracticingWith(x, flute))	One woman is playing a flute	exists x. (Woman(x) & Playing(x) & Flute(x))	e	False	False
698	A flute is being played by a girl	exists x. exists y. (Flute(x) & Girl(y) & Playing(y, x))	One woman is practicing with a flute	exists x. (Woman(x) & PracticingWith(x, flute))	n	False	False
699	A boy is happily playing the piano	exists x. (Boy(x) & Playing(x) & Piano(x) & Happy(x))	One boy is happily playing a piano	exists x. (Boy(x) & Playing(x) & Piano(x) & Happy(x))	e	True	False
700	A boy is happily playing the piano	exists x. (Boy(x) & Playing(x) & Piano(x) & Happy(x))	The piano player is being a tough man	exists x. (Piano(x) & Player(x) & Tough(x) & Man(x))	n	False	False
701	A piano is being played by a man	exists x. exists y. (Piano(x) & Man(y) & Playing(y, x))	The play is about a happy boy playing the piano	exists x. (Play(x) & (Happy(x) & Boy(x) & Plays(x) & Piano(x)))	n	False	False
702	A cheetah is quickly running behind its prey.	exists x.exists y. (Cheetah(x) & Prey(y) & QuicklyRunningBehind(x, y))	The cheetah is running quickly behind its prey	exists x.exists y. (Cheetah(x) & Prey(y) & RunsQuicklyBehind(x, y))	e	False	False
703	A cheetah is quickly running behind its prey.	exists x.exists y. (Cheetah(x) & Prey(y) & QuicklyRunningBehind(x, y))	There is no cheetah quickly running behind its prey	not exists x. (Cheetah(x) & Quickly(x) & Running(x) & Behind(x) & Prey(x))	c	False	False
704	A cheetah is quickly running behind its prey.	exists x.exists y. (Cheetah(x) & Prey(y) & QuicklyRunningBehind(x, y))	A prey is quickly running behind the cheetah	exists x.exists y. (Prey(x) & Cheetah(y) & QuicklyRunningBehind(x, y))	c	False	False
705	A cheetah is chasing its prey across a field	exists x.exists y.exists z. (Cheetah(x) & Prey(y) & Field(z) & ChasesAcross(x, y, z))	The cheetah is running quickly behind its prey	exists x.exists y. (Cheetah(x) & Prey(y) & RunsQuicklyBehind(x, y))	n	False	False
706	A cheetah is chasing its prey across a field	exists x.exists y.exists z. (Cheetah(x) & Prey(y) & Field(z) & ChasesAcross(x, y, z))	There is no cheetah quickly running behind its prey	not exists x. (Cheetah(x) & Quickly(x) & Running(x) & Behind(x) & Prey(x))	c	False	False
707	A cheetah is shaken off by its prey across a field.	exists x. exists y. exists z. (Cheetah(x) & Prey(y) & Field(z) & ShakenOffAcross(x, y, z))	A cheetah is quickly running behind its prey.	exists x.exists y. (Cheetah(x) & Prey(y) & QuicklyRunningBehind(x, y))	n	False	False
708	A lion is pacing tiredly in a pen	exists x. (Lion(x) & Pacing(x) & Tiredly(x) & In(x) & Pen(x))	The lion is pacing tiredly in the pen	exists x. (Lion(x) & Pacing(x) & Tiredly(x) & In(x) & Pen(x))	e	True	False
709	A lion is tiring the whole pen by pacing	exists x. exists y. (Lion(x) & Pen(y) & Tires(x, y))	A lion is pacing tiredly in a pen	exists x. (Lion(x) & Pacing(x) & Tiredly(x) & In(x) & Pen(x))	n	False	False
710	A lion is slowly walking	exists x. (Lion(x) & Slowly(x) & Walking(x))	A lion is slowly moving around	exists x. (Lion(x) & Slowly(x) & Moving(x))	e	False	False
711	The lion is pacing tiredly in the pen	exists x. (Lion(x) & Pacing(x) & Tiredly(x) & In(x) & Pen(x))	A lion is slowly walking	exists x. (Lion(x) & Slowly(x) & Walking(x))	e	False	False
712	There is no man playing the guitar loudly	not exists x. (Man(x) & Plays(x) & Guitar(x) & Loudly(x))	A flute is being played by a man	exists x. exists y. (Flute(x) & Man(y) & Playing(y, x))	n	False	False
713	The loud man is not allowed to play the guitar	exists x. (Loud(x) & not AllowsToPlayGuitar(x))	A flute is being played by a man	exists x. exists y. (Flute(x) & Man(y) & Playing(y, x))	n	False	False
714	The person isn't dicing up an orange pepper	not exists x. (Person(x) & DicingUpOrangePepper(x))	The person is dicing up a pepper which is orange	exists x. exists y. (Person(x) & Pepper(y) & Dicing(x, y) & Orange(y))	c	False	False
715	The person is dicing up a pepper which is orange	exists x. exists y. (Person(x) & Pepper(y) & Dicing(x, y) & Orange(y))	The orange colored dices are being cast by a cook to win the pepper	exists x.exists y.exists z. (OrangeColoredDice(x) & Cook(y) & Pepper(z) & CastsToWin(y, x, z))	n	False	False
716	Some bells are ringing near a cook slicing peppers	exists x.exists y.exists z. (Bell(x) & Cook(y) & Pepper(z) & Near(x, y) & Slicing(y, z))	A cook is slicing some bell peppers	exists x. exists y. (Cook(x) & Bell(y) & Pepper(y) & Slicing(x, y))	n	False	False
717	There is no cook slicing some bell peppers	not exists x. (Cook(x) & Slicing(x, BellPeppers))	The person is dicing up a pepper which is orange	exists x. exists y. (Person(x) & Pepper(y) & Dicing(x, y) & Orange(y))	c	False	False
718	A cook is slicing some bell peppers	exists x. exists y. (Cook(x) & Bell(y) & Pepper(y) & Slicing(x, y))	An orange pepper is being diced up by a person	exists x.exists y. (Orange(x) & Pepper(x) & Person(y) & DicesUp(y, x))	n	False	False
719	The person isn't dicing up an orange pepper	not exists x. (Person(x) & DicingUpOrangePepper(x))	A cook is slicing some bell peppers	exists x. exists y. (Cook(x) & Bell(y) & Pepper(y) & Slicing(x, y))	n	False	False
720	The person is dicing up a pepper which is orange	exists x. exists y. (Person(x) & Pepper(y) & Dicing(x, y) & Orange(y))	A cook is slicing some bell peppers	exists x. exists y. (Cook(x) & Bell(y) & Pepper(y) & Slicing(x, y))	n	False	False
721	Some tofu is being sliced by one woman	exists x.exists y. (Tofu(x) & Woman(y) & Slicing(y, x))	Tofu is being sliced by a woman	exists x. exists y. (Tofu(x) & Woman(y) & Slicing(y, x))	e	True	False
722	Tofu is being sliced by a woman	exists x. exists y. (Tofu(x) & Woman(y) & Slicing(y, x))	Tofu isn't being sliced by a woman	not exists x. (Woman(x) & Slices(x) & Tofu(x))	c	False	False
723	A girl is cutting butter into two pieces	exists x. (Girl(x) & Cutting(x) & Butter(x))	Some tofu is being sliced by one woman	exists x.exists y. (Tofu(x) & Woman(y) & Slicing(y, x))	n	False	False
724	The girl, who is little, is combing her hair into a pony tail.	exists x. (Girl(x) & Little(x) & CombingPonyTail(x))	The girl, who is little, is ruffling her hair	exists x. (Girl(x) & Little(x) & Ruffling(x) & Hair(x))	n	False	False
725	A girl is combing the hair of a little pony's tail	exists x. exists y. (Girl(x) & Little(y) & Pony(y) & CombingHair(x, y))	The girl, who is little, is combing her hair into a pony tail.	exists x. (Girl(x) & Little(x) & CombingPonyTail(x))	n	False	False
726	One man is sitting steadily on the chair	exists x. (Man(x) & SittingOnChair(x))	One man is sitting on the chair	exists x. exists y. (Man(x) & Chair(y) & SittingOn(x, y))	e	False	False
727	The girl, who is little, is combing her hair into a pony tail.	exists x. (Girl(x) & Little(x) & CombingPonyTail(x))	One man is sitting steadily on the chair	exists x. (Man(x) & SittingOnChair(x))	n	False	False
728	The girl, who is little, is carefully combing her hair into a pony tail	exists x. (Girl(x) & Little(x) & CarefullyCombingHairIntoPonyTail(x))	One man is sitting on the chair	exists x. exists y. (Man(x) & Chair(y) & SittingOn(x, y))	n	False	False
729	One man is sitting on the chair	exists x. exists y. (Man(x) & Chair(y) & SittingOn(x, y))	The girl, who is little, is combing her hair into a pony tail.	exists x. (Girl(x) & Little(x) & CombingPonyTail(x))	n	False	False
730	The man is carelessly smearing butter on a slice of garlic bread	exists x. (Man(x) & Smearing(x, Butter) & On(x, GarlicBread))	The man isn't smearing butter on bread 	exists x. (Man(x) & not SmearingButterOnBread(x))	c	False	False
731	A man is spreading butter on a piece of bread which is big	exists x.exists y. (Man(x) & Bread(y) & SpreadingButter(x, y) & Big(y))	A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man	exists x. (Bread(x) & Big(x) & (exists y. (Man(y) & SpreadsButterOn(y, x))) | (exists z. (Man(z) & SpreadsButterWith(z, x))))	e	False	False
732	A man is removing the butter from a piece of bread which is big	exists x.exists y. (Man(x) & Butter(y) & Removing(x, y) & Big(y))	A man is spreading butter on a piece of bread which is big	exists x.exists y. (Man(x) & Bread(y) & SpreadingButter(x, y) & Big(y))	n	False	False
733	The man is carelessly smearing butter on a slice of garlic bread	exists x. (Man(x) & Smearing(x, Butter) & On(x, GarlicBread))	A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man	exists x. (Bread(x) & Big(x) & (exists y. (Man(y) & SpreadsButterOn(y, x))) | (exists z. (Man(z) & SpreadsButterWith(z, x))))	n	False	False
734	The parrot is talking into the microphone	exists x. exists y. (Parrot(x) & Microphone(y) & TalkingInto(x, y))	There is no parrot speaking	not exists x. (Parrot(x) & Speaking(x))	c	False	False
735	A parrot is speaking	exists x. (Parrot(x) & Speaking(x))	The parrot is silent in front of the microphone	exists x. exists y. (Parrot(x) & Microphone(y) & SilentInFrontOf(x, y))	c	False	False
736	Some kittens are hungry	exists x. (Kitten(x) & Hungry(x))	Some kittens are eating	exists x. (Kitten(x) & Eating(x))	n	False	False
737	A man is eating near the kittens	exists x. exists y. (Man(x) & Kitten(y) & EatingNear(x, y))	Some kittens are eating	exists x. (Kitten(x) & Eating(x))	n	False	False
738	The food on the trays isn't being eaten by the kittens	exists x.exists y. (Food(x) & Tray(y) & OnTray(x, y) & not EatenByKittens(x))	The food on the trays is being eaten by the kittens	exists x.exists y.exists z. (Food(x) & Tray(y) & Kitten(z) & Eats(z, x, y))	c	False	False
739	The kittens are eating the food on the trays	exists x.exists y.exists z. (Kitten(x) & Food(y) & Tray(z) & EatingOn(x, y, z))	Some kittens are eating	exists x. (Kitten(x) & Eating(x))	e	False	False
740	The food on the trays isn't being eaten by the kittens	exists x.exists y. (Food(x) & Tray(y) & OnTray(x, y) & not EatenByKittens(x))	Some kittens are eating	exists x. (Kitten(x) & Eating(x))	c	False	False
741	Some kittens are hungry	exists x. (Kitten(x) & Hungry(x))	The food on the trays is being eaten by the kittens	exists x.exists y.exists z. (Food(x) & Tray(y) & Kitten(z) & Eats(z, x, y))	n	False	False
742	The food on the trays is being eaten by the kittens	exists x.exists y.exists z. (Food(x) & Tray(y) & Kitten(z) & Eats(z, x, y))	Some kittens are eating	exists x. (Kitten(x) & Eating(x))	e	False	False
743	A person is singing and playing the guitar	exists x. (Person(x) & Singing(x) & Playing(x) & Guitar(x))	There is no person singing and playing the guitar	not exists x. (Person(x) & Singing(x) & Playing(x) & Guitar(x))	c	False	True
744	A person is singing and playing the guitar	exists x. (Person(x) & Singing(x) & Playing(x) & Guitar(x))	The singer is playing the guitar in front of a person	exists x.exists y. (Singer(x) & Person(y) & Plays(x) & Guitar(x) & InFrontOf(x, y))	n	False	False
745	A man is passionately playing a guitar	exists x. (Man(x) & PassionatelyPlayingGuitar(x))	One man is passionately playing the guitar	exists x. (Man(x) & PassionatelyPlayingGuitar(x))	e	True	False
746	A man is putting away a guitar	exists x. exists y. (Man(x) & Guitar(y) & PuttingAway(x, y))	A person is singing and playing the guitar	exists x. (Person(x) & Singing(x) & Playing(x) & Guitar(x))	n	False	False
747	A man is passionately playing a guitar	exists x. (Man(x) & PassionatelyPlayingGuitar(x))	A person is singing and playing a guitar	exists x. (Person(x) & Singing(x) & Playing(x) & Guitar(x))	n	False	False
748	A person is singing and playing the guitar	exists x. (Person(x) & Singing(x) & Playing(x) & Guitar(x))	A man is passionately playing a guitar	exists x. (Man(x) & PassionatelyPlayingGuitar(x))	n	False	False
749	Some animals are playing wildly in the water	exists x. (Animal(x) & PlayingWildlyInWater(x))	A few animals are playing in the water	exists x.exists y. (Animal(x) & Water(y) & PlayingIn(x, y))	e	False	False
750	A few animals are playing in the water	exists x.exists y. (Animal(x) & Water(y) & PlayingIn(x, y))	Nobody is playing ping pong	not exists x. (PingPongPlayer(x))	n	False	False
751	Two people are playing ping pong	exists x. exists y. (Person(x) & Person(y) & PlayingPingPong(x, y))	A few animals are out of the water	exists x. (Animal(x) & not In(x) & Water(x))	n	False	False
752	Two people are playing ping pong	exists x. exists y. (Person(x) & Person(y) & PlayingPingPong(x, y))	A few animals are playing in the water	exists x.exists y. (Animal(x) & Water(y) & PlayingIn(x, y))	n	False	False
753	The windows are being polished by a man	exists x.exists y. (Window(x) & Man(y) & Polishing(y, x))	The windows are being cleaned by a man	exists x.exists y. (Window(x) & Man(y) & Cleaning(y, x))	e	False	False
754	The windows are being cleaned by a man	exists x.exists y. (Window(x) & Man(y) & Cleaning(y, x))	There is no window being cleaned by a man	not exists x. (Window(x) & Man(y) & Cleaning(y, x))	c	False	False
755	The man is driving a car carefully	exists x. exists y. (Man(x) & Car(y) & Driving(x, y) & Careful(x))	The man is driving a car	exists x. exists y. (Man(x) & Car(y) & Driving(x, y))	e	True	False
756	The man is driving a car	exists x. exists y. (Man(x) & Car(y) & Driving(x, y))	The windows are being polished by a man	exists x.exists y. (Window(x) & Man(y) & Polishing(y, x))	n	False	False
757	The man is driving a car	exists x. exists y. (Man(x) & Car(y) & Driving(x, y))	There is no window being cleaned by a man	not exists x. (Window(x) & Man(y) & Cleaning(y, x))	n	False	False
758	The windows are being cleaned by a man	exists x.exists y. (Window(x) & Man(y) & Cleaning(y, x))	The man is driving a car	exists x. exists y. (Man(x) & Car(y) & Driving(x, y))	n	False	False
759	The woman is pouring oil into a skillet	exists x. exists y. exists z. (Woman(x) & Oil(y) & Skillet(z) & PouringInto(x, y, z))	The skillet is being oiled by a woman who is pouring some water	exists x.exists y.exists z. (Skillet(x) & Woman(y) & Water(z) & Oiling(y, x, z))	n	False	False
760	The woman is pouring oil into a skillet	exists x. exists y. exists z. (Woman(x) & Oil(y) & Skillet(z) & PouringInto(x, y, z))	A chimp is angrily kicking a target	exists x.exists y. (Chimp(x) & Target(y) & AngrilyKicks(x, y))	n	False	False
761	The baby is being put into a trash can by a woman	exists x.exists y. (Baby(x) & Woman(y) & Trash(z) & Can(z) & PutInto(x, z) & By(x, y))	A woman is putting the baby into a trash can	exists x.exists y. (Woman(x) & Baby(y) & PutsIntoTrashCan(x, y))	e	False	False
762	The baby is being put into a trash can by a woman	exists x.exists y. (Baby(x) & Woman(y) & Trash(z) & Can(z) & PutInto(x, z) & By(x, y))	A person is putting meat into a skillet carelessly	exists x. (Person(x) & PuttingMeatIntoSkillet(x) & Carelessly(x))	n	False	False
763	A person is taking away the meat in the skillet	exists x. (Person(x) & TakesAwayMeat(x))	The baby is being put into a trash can by a woman	exists x.exists y. (Baby(x) & Woman(y) & Trash(z) & Can(z) & PutInto(x, z) & By(x, y))	n	False	False
764	A person is putting meat into a skillet	exists x. (Person(x) & PuttingMeatIntoSkillet(x))	There is no baby being put into a trash can by a woman	not exists x. (Baby(x) & Woman(y) & Trash(z) & Can(z) & PutInto(x, y, z))	n	False	False
765	The baby is being put into a trash can by a woman	exists x.exists y. (Baby(x) & Woman(y) & Trash(z) & Can(z) & PutInto(x, z) & By(x, y))	A person is putting meat into a skillet	exists x. (Person(x) & PuttingMeatIntoSkillet(x))	n	False	False
766	One small child is greedily drinking water from the cup	exists x. (Small(x) & Child(x) & GreedilyDrinkingWater(x))	One small child is drinking water from the cup	exists x. (Small(x) & Child(x) & DrinkingWater(x, cup))	e	False	False
767	The kitten is eagerly drinking some milk from the bowl	exists x.exists y. (Kitten(x) & Milk(y) & Bowl(z) & DrinksFrom(x, y, z))	One small child is greedily drinking water from the cup	exists x. (Small(x) & Child(x) & GreedilyDrinkingWater(x))	n	False	False
768	The kitten is eagerly drinking some milk from the bowl	exists x.exists y. (Kitten(x) & Milk(y) & Bowl(z) & DrinksFrom(x, y, z))	One small child is filling the cup with water	exists x. (Small(x) & Child(x) & FillsCupWithWater(x))	n	False	False
769	The singer is leaving the band	Leaves(singer) & Band(singer)	The band is singing 	Singing(band)	n	False	False
770	A woman is putting on makeup carefully	exists x. (Woman(x) & PuttingOnMakeup(x) & Careful(x))	The band isn't singing	not exists x. (Band(x) & Singing(x))	n	False	False
771	A woman is putting on makeup carefully	exists x. (Woman(x) & PuttingOnMakeup(x) & Careful(x))	The band is singing 	Singing(band)	n	False	False
772	The woman is happily playing a guitar, which is acoustic, and singing	exists x.exists y. (Woman(x) & Guitar(y) & Acoustic(y) & Playing(x, y) & (Happy(x) & Singing(x)))	The woman is playing a guitar, which is acoustic, and singing	exists x.exists y. (Woman(x) & Guitar(y) & Acoustic(y) & (Plays(x, y) & Sings(x)))	e	False	False
773	The singer is playing the guitar at an acoustic concert for a woman	exists x.exists y.exists z. (Singer(x) & Guitar(y) & Acoustic(z) & Concert(z) & PlaysAt(x, y, z) & Woman(w))	The woman is playing a guitar, which is acoustic, and singing	exists x.exists y. (Woman(x) & Guitar(y) & Acoustic(y) & (Plays(x, y) & Sings(x)))	n	False	False
774	The singer is playing the guitar at an acoustic concert for a woman	exists x.exists y.exists z. (Singer(x) & Guitar(y) & Acoustic(z) & Concert(z) & PlaysAt(x, y, z) & Woman(w))	A person is playing a guitar and singing	exists x. (Person(x) & Playing(x) & Guitar(x) & Singing(x))	e	False	False
775	Nobody is playing the guitar and singing	not exists x. (Guitar(x) & Player(x) & Singer(x))	The woman is playing a guitar, which is acoustic, and singing	exists x.exists y. (Woman(x) & Guitar(y) & Acoustic(y) & (Plays(x, y) & Sings(x)))	c	False	False
776	The woman is playing a guitar, which is acoustic, and singing	exists x.exists y. (Woman(x) & Guitar(y) & Acoustic(y) & (Plays(x, y) & Sings(x)))	The singer is hiring a person to fire the guitar player	exists x. exists y. (Singer(x) & Person(y) & Hires(x, y) & FiresGuitarPlayer(y))	n	False	False
777	A truck is quickly going down a hill	exists x. (Truck(x) & GoingDownHill(x) & Quickly(x))	A truck is quickly going up a hill	exists x. (Truck(x) & QuicklyGoingUpHill(x))	n	False	False
778	A truck is quickly going down a hill	exists x. (Truck(x) & GoingDownHill(x) & Quickly(x))	Some water is being casually drunk by a cat	exists x.exists y. (Water(x) & Cat(y) & CasuallyDrinks(y, x))	n	False	False
779	Some water is being drunk by a cat	exists x.exists y. (Water(x) & Cat(y) & Drinking(y, x))	A truck is quickly going down a hill	exists x. (Truck(x) & GoingDownHill(x) & Quickly(x))	n	False	False
780	A young woman is playing the guitar	exists x. (Young(x) & Woman(x) & Plays(x) & Guitar(x))	A girl is playing the guitar	exists x. (Girl(x) & Playing(x) & Guitar(x))	e	False	False
781	A girl is playing the guitar	exists x. (Girl(x) & Playing(x) & Guitar(x))	A girl is not playing the guitar	not exists x. (Girl(x) & Playing(x) & Guitar(x))	c	False	True
782	One man is intensely playing a guitar	exists x. (Man(x) & IntenselyPlayingGuitar(x))	The man is intensely playing the guitar	IntenselyPlayingGuitar(man)	e	False	False
783	The man is intensely playing the guitar	IntenselyPlayingGuitar(man)	The man isn't intensely playing the guitar	not (Man(x) & IntenselyPlayingGuitar(x))	c	False	False
784	The man is intensely playing the guitar	IntenselyPlayingGuitar(man)	The intense man is a guitar player	exists x. (Intense(x) & Man(x) & Guitar(x) & Player(x))	n	False	False
785	A girl is playing the guitar	exists x. (Girl(x) & Playing(x) & Guitar(x))	One man is intensely playing a guitar	exists x. (Man(x) & IntenselyPlayingGuitar(x))	n	False	False
786	The intense man is a guitar player	exists x. (Intense(x) & Man(x) & Guitar(x) & Player(x))	A girl is playing the guitar	exists x. (Girl(x) & Playing(x) & Guitar(x))	n	False	False
787	The man is intensely playing the guitar	IntenselyPlayingGuitar(man)	The guitar player is loving one girl	exists x. exists y. (Guitar(x) & Player(x) & Girl(y) & Loves(x, y))	n	False	False
788	A girl is playing the guitar	exists x. (Girl(x) & Playing(x) & Guitar(x))	The man is intensely playing the guitar	IntenselyPlayingGuitar(man)	n	False	False
789	A man is riding a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Riding(x, y))	A man is driving a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Driving(x, y))	e	False	False
790	A man is parking a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Parking(x, y))	A man is riding a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Riding(x, y))	n	False	False
791	A man is riding a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Riding(x, y))	A motorbike rider is running over a man 	exists x.exists y. (Motorbike(x) & Rider(x) & Man(y) & RunsOver(x, y))	n	False	False
792	The horse is being ridden by a man	exists x.exists y. (Horse(x) & Man(y) & Riding(y, x))	A man is driving a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Driving(x, y))	n	False	False
793	The horse is being ridden by a man	exists x.exists y. (Horse(x) & Man(y) & Riding(y, x))	A man is parking a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Parking(x, y))	n	False	False
794	A motorbike rider is running over a man 	exists x.exists y. (Motorbike(x) & Rider(x) & Man(y) & RunsOver(x, y))	The horse is being ridden by a man	exists x.exists y. (Horse(x) & Man(y) & Riding(y, x))	n	False	False
795	A man is riding the animal	exists x. exists y. (Man(x) & Animal(y) & Riding(x, y))	A man is riding a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Riding(x, y))	n	False	False
796	The man is on the ride with the horse	exists x. exists y. (Man(x) & Horse(y) & Ride(z) & On(x, z) & On(y, z))	A man is riding a motorbike	exists x. exists y. (Man(x) & Motorbike(y) & Riding(x, y))	n	False	False
797	A magic trick is being performed by the magician	exists x.exists y. (Magician(x) & Magic(y) & Trick(y) & Performs(x, y))	The man is doing a magic trick	exists x. (Man(x) & Magic(x) & Trick(x))	e	False	False
