	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
94	No student used her workstation. ## Mary is a student.	not exists x. (Student(x) & Workstation(x)) ## Student(mary)	Mary used a workstation.	exists x. (Workstation(x) & UsedBy(x, Mary))	c	False	False
95	Smith took a machine on Tuesday, and Jones took a machine on Wednesday. ## They put them in the lobby.	all x.all y. (Smith(x) & Machine(y) -> TookOnTuesday(x, y)) & (Jones(x) & Machine(y) -> TookOnWednesday(x, y)) ## exists z500. all x.all y. (They(x) & PutIn(x, y) -> (In(y, z500) & Lobby(z500)))	Smith and Jones put two machines in the lobby.	all x.all y. (Smith(x) & Jones(y) -> (PutMachine(x, lobby) & PutMachine(y, lobby)))	e	False	False
96	Each department has a dedicated line. ## The sales department rents it from BT.	all x. (Department(x) -> HasDedicatedLine(x)) ## RentsFrom(SalesDepartment, BT)	The sales department rents a line from BT.	RentLine(salesDepartment, BT)	e	False	False
97	GFI owns several computers. ## ITEL maintains them.	exists z500. all x. (GFI(x) -> (Owns(x, z500) & Computers(z500))) ## all x. (ITEL(x) -> Maintains(x))	ITEL maintains all the computers that GFI owns.	all x.all y. (ITEL(x) & GFI(y) -> MaintainsComputers(x, y))	e	False	False
98	Every customer who owns a computer has a service contract for it. ## MFI is a customer that owns exactly one computer.	exists z500. all x. (Customer(x) & (Owns(x, z500) & Computer(z500)) -> HasServiceContract(x)) ## all x. (MFI(x) -> OwnsExactlyOneComputer(x))	MFI has a service contract for all its computers.	all x. (MFI(x) & Computer(x) -> HasServiceContract(x))	e	False	False
99	Every customer who owns a computer has a service contract for it. ## MFI is a customer that owns several computers.	exists z500. all x. (Customer(x) & (Owns(x, z500) & Computer(z500)) -> HasServiceContract(x)) ## all x. (MFI(x) -> OwnsSeveralComputers(x))	MFI has a service contract for all its computers.	all x. (MFI(x) & Computer(x) -> HasServiceContract(x))	e	False	False
100	Every executive who had a laptop computer brought it to take notes at the meeting. ## Smith is a executive who owns five different laptop computers.	all x. (Executive(x) & HadLaptopComputer(x) -> BroughtToTakeNotesAtMeeting(x)) ## Executive(smith) & OwnsLaptopComputers(smith, 5)	Smith took five laptop computers to the meeting.	exists z500. exists z500. exists x. (Smith(x) & Took(x, y) & (Laptop(y, z500) & Computer(z500)) & NumberOf(y, 5) & (At(y, z500) & Meeting(z500)))	n	False	False
101	A company director awarded himself a large payrise.	exists z500. all x. ((Company(x, z500) & Director(z500)) & AwardedLargePayrise(x) -> DirectorAwardsSelf(x))	A company director has awarded and been awarded a payrise.	exists z500. exists z500. all x. ((Company(x, z500) & Director(z500)) -> ((Awarded(x, z500) & Payrise(z500)) & not (Awarded(x, z500) & Payrise(z500))))	e	False	False
102	John spoke to Mary. ## So did Bill.	exists x. exists y. (Person(x) & Person(y) & SpokenTo(x, y)) ## exists z500. (Did(bill, z500) & Bill(z500))	Bill spoke to Mary.	exists x. exists y. (Bill(x) & Mary(y) & SpokeTo(x, y))	e	False	False
103	John spoke to Mary. ## So did Bill. ## John spoke to Mary at four o'clock.	exists x. exists y. (Person(x) & Person(y) & SpokenTo(x, y)) ## exists z500. (Did(bill, z500) & Bill(z500)) ## SpokeTo(john, mary, fourOclock)	Bill spoke to Mary at four o'clock.	exists z500. exists x. exists y. exists z. (Bill(x) & Mary(y) & (Four(z, z500) & Oclock(z500)) & SpokenAt(x, y, z))	n	False	False
104	John spoke to Mary at four o'clock. ## So did Bill.	SpokeTo(john, mary, fourOclock) ## exists z500. (Did(bill, z500) & Bill(z500))	Bill spoke to Mary at four o'clock.	exists z500. exists x. exists y. exists z. (Bill(x) & Mary(y) & (Four(z, z500) & Oclock(z500)) & SpokenAt(x, y, z))	e	False	False
105	John spoke to Mary at four o'clock. ## And Bill did at five o'clock.	SpokeTo(john, mary, fourOclock) ## all x. (Bill(x) & Time(x, 5) -> DidAt(x, 5))	Bill spoke to Mary at five o'clock.	exists z500. exists x. exists y. exists z. (Bill(x) & Mary(y) & (Five(z, z500) & Oclock(z500)) & SpokeAt(x, y, z))	e	False	False
106	John has spoken to Mary. ## Bill is going to.	HasSpoken(john, mary) ## exists z500. (Going(bill, z500) & To(z500))	Bill will speak to Mary.	SpeakTo(bill, mary)	e	False	False
107	John spoke to Mary on Monday. ## Bill didn't.	SpokeTo(john, mary, monday) ## not Bill(x)	Bill spoke to Mary on Monday.	SpokeTo(bill, mary, monday)	c	False	False
108	Has John spoken to Mary? ## Bill has.	exists x. exists y. (Person(x) & Person(y) & SpokenTo(x, y)) ## Has(bill)	Bill has spoken to Mary.	exists x. exists y. (Bill(x) & Mary(y) & SpokenTo(x, y))	e	False	False
109	John has spoken to Mary. ## The students have too.	HasSpoken(john, mary) ## all x. (Student(x) -> Too(x))	The students have spoken to Mary.	all x.all y. (Student(x) & Mary(y) -> SpokenTo(x, y))	e	False	False
110	John is going to Paris by car, and the students by train.	all x. all y. (John(x) & Paris(y) -> GoesByCar(x, y)) & (Students(x) & Train(y) -> GoesByTrain(x, y))	The students are going to Paris by train.	all x. (Student(x) -> GoingToParisByTrain(x))	e	False	False
111	John owns a car. ## Bill owns one too.	exists z500. (Owns(john, z500) & Car(z500)) ## exists x. (Person(x) & Owns(x, 1))	There is a car that John and Bill own.	exists x. (Car(x) & OwnedBy(x, John) & OwnedBy(x, Bill))	n	False	False
112	John had his paper accepted. ## Bill doesn't know why.	HadPaperAccepted(john) ## not (exists x. (Person(x) & Knows(x, y) & Why(y)))	Bill knows why John had his paper accepted.	KnowsWhy(Bill, John, PaperAccepted)	c	False	False
113	John spoke to Mary. ## And to Sue.	"exists x. exists y. (Person(x) & Person(y) & SpokenTo(x, y)) ## all x. (Person(x) & Name(x, ""Sue"") -> Person(x))"	John spoke to Sue.	SpokeTo(john, sue)	e	False	False
114	John spoke to Mary. ## On Friday.	exists x. exists y. (Person(x) & Person(y) & SpokenTo(x, y)) ## Friday(x)	John spoke to Mary on Friday.	SpokeTo(john, mary, friday)	e	False	False
115	John spoke to Mary on Thursday. ## And on Friday.	SpokeTo(john, mary, thursday) ## exists z500. all x. (Friday(x) -> (On(x, z500) & Friday(z500)))	John spoke to Mary on Friday.	SpokeTo(john, mary, friday)	e	False	False
116	Twenty men work in the Sales Department. ## But only one woman.	exists x. (Man(x) & WorksInSalesDepartment(x)) ## exists x. (Woman(x) & not exists y. (Woman(y) & not Woman(z) & Man(z) & DifferentFrom(y, z)))	Two women work in the Sales Department.	exists x. exists y. (Woman(x) & Woman(y) & WorkInSalesDepartment(x) & WorkInSalesDepartment(y))	c	False	False
117	John wants to know how many men work part time. ## And women.	WantsToKnow(John, NumberOfPartTimeMen) ## all x. (Woman(x))	John wants to know how many women work part time.	WantsToKnow(John, NumberOfWomenWorkingPartTime)	e	False	False
118	John wants to know how many men work part time, and which.	exists z500. all x. (Man(x) & (Part(x, z500) & Time(z500)) -> WantsToKnow(John, x))	John wants to know which men work part time.	exists z500. all x. (Man(x) & (Part(x, z500) & Time(z500)) -> WantsToKnow(John, x))	e	True	False
119	Bill spoke to everyone that John did. ## John spoke to Mary.	all x. all y. (Bill(x) & John(y) -> SpokeTo(x, y)) ## exists x. exists y. (Person(x) & Person(y) & SpokenTo(x, y))	Bill spoke to Mary.	exists x. exists y. (Bill(x) & Mary(y) & SpokeTo(x, y))	e	False	False
120	Bill spoke to everyone that John did. ## Bill spoke to Mary.	all x. all y. (Bill(x) & John(y) -> SpokeTo(x, y)) ## exists x. exists y. (Bill(x) & Mary(y) & SpokeTo(x, y))	John spoke to Mary.	exists x. exists y. (Person(x) & Person(y) & SpokenTo(x, y))	n	False	False
121	John needed to buy a car, and Bill did.	all x.all y. (NeededToBuyCar(x) & NeededToBuyCar(y) -> (John(x) & Bill(y)))	Bill bought a car.	exists x. exists y. (Bill(x) & Car(y) & Bought(x, y))	n	False	False
122	Smith claimed he had costed his proposal and so did Jones.	exists z500. all x. all y. (Smith(x) & Jones(y) -> ((Costed(x, z500) & Proposal(z500)) & CostedProposal(y)))	Jones claimed he had costed his own proposal.	ClaimedCostedProposal(jones)	e	False	False
123	Smith claimed he had costed his proposal and so did Jones.	exists z500. all x. all y. (Smith(x) & Jones(y) -> ((Costed(x, z500) & Proposal(z500)) & CostedProposal(y)))	Jones claimed he had costed Smith's proposal.	ClaimedCosted(jones, smith)	e	False	False
124	Smith claimed he had costed his proposal and so did Jones.	exists z500. all x. all y. (Smith(x) & Jones(y) -> ((Costed(x, z500) & Proposal(z500)) & CostedProposal(y)))	Jones claimed Smith had costed Smith's proposal.	ClaimedCosted(jones, smith, proposal)	e	False	False
125	Smith claimed he had costed his proposal and so did Jones.	exists z500. all x. all y. (Smith(x) & Jones(y) -> ((Costed(x, z500) & Proposal(z500)) & CostedProposal(y)))	Jones claimed Smith had costed Jones' proposal.	ClaimedCosted(jones, smith, proposal)	n	False	False
126	John is a man and Mary is a woman. ## John represents his company and so does Mary.	all x. all y. (Man(x) & Woman(y) -> (John(x) & Mary(y))) ## exists z500. all x.all y. (John(x) & Mary(y) -> ((Represents(x, z500) & Company(z500)) & RepresentsCompany(y)))	Mary represents her own company.	RepresentsOwnCompany(mary)	e	False	False
127	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	all x.all y.all z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill and Frank should go together, it was suggested that Carl and Alan should go together.	all x. all y. all z. all w. (Suggested(x, y, z) & Suggested(y, w, z) -> (Bill(x) & Frank(y) & Carl(w) & Alan(z)))	e	False	False
128	Bill suggested to Frank's boss that they should go to the meeting together, and Carl to Alan's wife.	all x.all y.all z. (Bill(x) & Frank(y) & Alan(z) -> (SuggestedTo(x, y, z) & not SuggestedTo(x, z, y)))	If it was suggested that Bill and Frank's boss should go together, it was suggested that Carl and Alan's wife should go together.	all x. all y. all z. all w. (Suggested(x, y, z) & Boss(y) & Bill(y) & Frank(y) & Suggested(x, w, z) & Boss(z) & Carl(z) & Alan(z) -> Suggested(x, w, z))	e	True	False
129	A lawyer signed every report, and so did an auditor. ## That is, there was one lawyer who signed all the reports.	exists z500. all x.all y. (Lawyer(x) & Auditor(y) -> ((Signed(x, z500) & Report(z500)) & SignedReport(y))) ## exists x. (Lawyer(x) & SignedAllReports(x))	There was one auditor who signed all the reports.	exists x. (Auditor(x) & SignedAllReports(x))	e	False	False
130	John has a genuine diamond.	all x. (Diamond(x) & Genuine(x) -> OwnedBy(x, John))	John has a diamond.	exists z500. (Has(john, z500) & Diamond(z500))	e	False	False
131	John is a former university student.	exists z500. (Former(john, z500) & Student(z500))	John is a university student.	exists z500. (University(john, z500) & Student(z500))	c	False	False
132	John is a successful former university student.	SuccessfulFormerStudent(john)	John is successful.	Successful(john)	e	False	False
133	John is a former successful university student.	FormerSuccessfulStudent(john)	John is successful.	Successful(john)	n	False	False
134	John is a former successful university student.	FormerSuccessfulStudent(john)	John is a university student.	exists z500. (University(john, z500) & Student(z500))	n	False	False
135	Every mammal is an animal.	all x. (Mammal(x) -> Animal(x))	Every four-legged mammal is a four-legged animal.	all x. (FourLeggedMammal(x) -> FourLeggedAnimal(x))	e	False	False
136	Dumbo is a four-legged animal.	FourLeggedAnimal(dumbo)	Dumbo is four-legged.	exists z500. (Four(dumbo, z500) & Legged(z500))	e	False	False
137	Mickey is a small animal.	all x. (Animal(x) & Small(x) -> Mickey(x))	Mickey is a large animal.	exists z500. (Large(mickey, z500) & Animal(z500))	c	False	False
138	Dumbo is a large animal.	exists z500. (Large(dumbo, z500) & Animal(z500))	Dumbo is a small animal.	exists z500. (Small(dumbo, z500) & Animal(z500))	c	False	False
139	Fido is not a small animal.	all x. (Animal(x) & Small(x) -> not Fido(x))	Fido is a large animal.	exists z500. (Large(fido, z500) & Animal(z500))	n	False	False
140	Fido is not a large animal.	all x. (Animal(x) & Large(x) -> not Fido(x))	Fido is a small animal.	exists z500. (Small(fido, z500) & Animal(z500))	n	False	False
141	All mice are small animals. ## All elephants are large animals. ## Mickey is a large mouse. ## Dumbo is a small elephant.	exists z500. all x. (Mouse(x) -> (Small(x, z500) & Animal(z500))) ## exists z500. all x. (Elephant(x) -> (Large(x, z500) & Animal(z500))) ## exists z500. (Large(mickey, z500) & Mouse(z500)) ## exists z500. (Small(dumbo, z500) & Elephant(z500))	Dumbo is larger than Mickey.	Larger(Dumbo, Mickey)	e	False	False
142	All legal authorities are law lecturers. ## All law lecturers are legal authorities.	exists z500. exists z500. all x. ((Legal(x, z500) & Authority(z500)) -> (Law(x, z500) & Lecturer(z500))) ## exists z500. exists z500. all x. ((Law(x, z500) & Lecturer(z500)) -> (Legal(x, z500) & Authority(z500)))	All fat legal authorities are fat law lecturers.	all x. (FatLegalAuthority(x) -> FatLawLecturer(x))	e	False	False
143	All legal authorities are law lecturers. ## All law lecturers are legal authorities.	exists z500. exists z500. all x. ((Legal(x, z500) & Authority(z500)) -> (Law(x, z500) & Lecturer(z500))) ## exists z500. exists z500. all x. ((Law(x, z500) & Lecturer(z500)) -> (Legal(x, z500) & Authority(z500)))	All competent legal authorities are competent law lecturers.	exists z500. all x. (CompetentLegalAuthority(x) -> (Law(x, z500) & Lecturer(z500)))	n	False	False
144	The PC-6082 is faster than the ITEL-XZ.	Faster(PC_6082, ITEL_XZ)	The PC-6082 is fast.	Fast(PC6082)	n	False	False
145	The PC-6082 is faster than the ITEL-XZ. ## The PC-6082 is slow.	Faster(PC_6082, ITEL_XZ) ## exists z500. all x. ((P(x, z500) & C6082(z500)) -> Slow(x))	The ITEL-XZ is fast.	Fast(ITELXZ)	c	False	False
146	The PC-6082 is as fast as the ITEL-XZ.	exists z500. all x.all y. ((P(x, z500) & C6082(z500)) & ITELXZ(y) -> AsFastAs(x, y))	The PC-6082 is fast.	Fast(PC6082)	n	False	False
147	The PC-6082 is as fast as the ITEL-XZ.	exists z500. all x.all y. ((P(x, z500) & C6082(z500)) & ITELXZ(y) -> AsFastAs(x, y))	The PC-6082 is faster than the ITEL-XZ.	Faster(PC_6082, ITEL_XZ)	n	False	False
148	The PC-6082 is as fast as the ITEL-XZ.	exists z500. all x.all y. ((P(x, z500) & C6082(z500)) & ITELXZ(y) -> AsFastAs(x, y))	The PC-6082 is slower than the ITEL-XZ.	exists z500. all x. all y. (PC_6082(x) & ITEL_XZ(y) -> SlowerThan(x, y))	c	False	False
149	ITEL won more orders than APCOM did.	MoreOrders(ITEL, APCOM)	ITEL won some orders.	exists x. (Order(x) & Won(x, ITEL))	e	False	False
150	ITEL won more orders than APCOM.	MoreOrders(ITEL, APCOM)	ITEL won some orders.	exists x. (Order(x) & Won(x, ITEL))	e	False	False
151	ITEL won more orders than the APCOM contract.	MoreOrders(ITEL, APCOM)	ITEL won the APCOM contract.	WonAPCOMContract(ITEL)	e	False	False
152	ITEL won more orders than the APCOM contract.	MoreOrders(ITEL, APCOM)	ITEL won more than one order.	exists x. (Order(x) & Won(ITEL, x))	e	False	False
153	ITEL won more orders than APCOM lost.	MoreOrdersWon(ITEL, APCOM)	ITEL won some orders.	exists x. (Order(x) & Won(x, ITEL))	e	False	False
154	ITEL won more orders than APCOM lost. ## APCOM lost ten orders.	MoreOrdersWon(ITEL, APCOM) ## LostOrders(APCOM, 10)	ITEL won at least eleven orders.	exists x. (Order(x) & Won(x, ITEL))	e	False	False
155	The PC-6082 is faster than 500 MIPS. ## The ITEL-ZX is slower than 500 MIPS.	FasterThan(PC6082, 500MIPS) ## all x. (ITELZX(x) -> SlowerThan500MIPS(x))	The PC-6082 is faster than the ITEL-ZX.	Faster(PC_6082, ITEL_ZX)	e	False	False
156	APCOM has a more important customer than ITEL.	all x.all y. (APCOM(x) & ITEL(y) -> MoreImportantCustomer(x, y))	APCOM has a more important customer than ITEL is.	all x.all y. (APCOM(x) & ITEL(y) -> MoreImportantCustomer(x, y))	e	True	False
157	APCOM has a more important customer than ITEL.	all x.all y. (APCOM(x) & ITEL(y) -> MoreImportantCustomer(x, y))	APCOM has a more important customer than ITEL has.	all x.all y. (APCOM(x) & ITEL(y) -> MoreImportantCustomer(x, y))	e	True	False
158	ITEL has a factory in Birmingham.	HasFactoryIn(ITEL, Birmingham)	ITEL currently has a factory in Birmingham.	HasFactoryIn(ITEL, Birmingham)	e	True	False
159	Since 1992 ITEL has been in Birmingham. ## It is now 1996.	all x. (ITEL(x) -> LocatedInBirmingham(x, 1992)) ## Year(1996)	Itel was in Birmingham in 1993.	exists x. (Itel(x) & InBirmingham(x, 1993))	e	False	False
160	ITEL has made a loss since 1992. ## It is now 1996.	all x. (ITEL(x) -> MadeLossSince(x, 1992)) ## Year(1996)	ITEL made a loss in 1993.	exists x. (ITEL(x) & MadeLoss(x, 1993))	n	False	False
161	ITEL has made a loss since 1992. ## It is now 1996.	all x. (ITEL(x) -> MadeLossSince(x, 1992)) ## Year(1996)	ITEL made a loss in 1993.	exists x. (ITEL(x) & MadeLoss(x, 1993))	e	False	False
162	In March 1993 APCOM founded ITEL.	all x.all y. (March(x) & 1993(x) & APCOM(y) -> FoundedITEL(y))	ITEL existed in 1992.	Existed(ITEL, 1992)	c	False	False
163	Yesterday APCOM signed the contract. ## Today is Saturday, July 14th.	ContractSigned(APCOM, yesterday) ## Saturday(today) & July(month) & 14(day)	APCOM signed the contract Friday, 13th.	SignedContract(APCOM, Friday, 13th)	e	False	False
164	Smith left before Jones left. ## Jones left before Anderson left.	LeftBefore(smith, jones) ## LeftBefore(jones, anderson)	Smith left before Anderson left.	LeftBefore(Smith, Anderson)	e	False	False
165	Smith left after Jones left. ## Jones left after Anderson left.	all x. all y. (Smith(x) & Jones(y) -> LeftAfter(x, y)) ## Left(jones) & Left(anderson)	Smith left after Anderson left.	all x. all y. (Smith(x) & Anderson(y) -> LeftAfter(x, y))	e	False	False
166	Smith was present after Jones left. ## Jones left after Anderson was present.	all x. all y. (Present(x) & Left(y) -> After(x, y)) ## Left(jones) & Present(anderson) -> LeftAfter(jones, anderson)	Smith was present after Anderson was present.	all x. all y. (Smith(x) & Anderson(y) -> PresentAfter(x, y))	n	False	False
167	Smith swam to the shore. ## Jones swam to the shore. ## Smith swam to the shore before Jones swam to the shore.	all x. (Smith(x) -> SwamToShore(x)) ## all x. (Jones(x) -> SwamToShore(x)) ## all x.all y. (Smith(x) & Jones(y) -> SwamToShoreBefore(x, y))	Jones swam to the shore after Smith swam to the shore.	all x.all y. (Jones(x) & Smith(y) -> (SwamToShore(x) & SwamToShore(y)))	e	True	False
168	Smith was present. ## Jones was present. ## Smith was present after Jones was present.	"exists x. (Present(x) & Smith(x)) ## exists x. (Present(x) & Person(x) & Name(x, ""Jones"")) ## all x. all y. (Present(x) & Present(y) -> (Present(x) & not Present(y) | (Present(y) & not Present(x))))"	Jones was present before Smith was present.	all x. all y. (Present(x) & Present(y) -> Before(x, y))	n	True	True
169	Smith was present. ## Jones was present. ## Smith was present before Jones was present.	"exists x. (Present(x) & Smith(x)) ## exists x. (Present(x) & Person(x) & Name(x, ""Jones"")) ## all x. all y. (Smith(x) & Jones(y) -> PresentBefore(x, y))"	Jones was present after Smith was present.	all x. all y. (Present(x) & Present(y) -> PresentAfter(x, y))	n	False	False
170	Smith lived in Birmingham in 1991.	LivedIn(Smith, Birmingham, 1991)	Smith lived in Birmingham in 1992.	LivedIn(Smith, Birmingham, 1992)	n	False	False
171	Smith wrote his first novel in 1991.	WroteFirstNovel(smith, 1991)	Smith wrote his first novel in 1992.	WroteFirstNovel(smith, 1992)	c	False	False
172	Smith wrote a novel in 1991.	WroteNovel(smith, 1991)	Smith wrote it in 1992.	WroteInYear(smith, 1992)	c	False	False
173	Smith wrote a novel in 1991.	WroteNovel(smith, 1991)	Smith wrote a novel in 1992.	WroteNovel(smith, 1992)	n	False	False
174	Smith was running a business in 1991.	exists x. (Person(x) & Business(x) & Ran(x, 1991))	Smith was running it in 1992.	Running(Smith, 1992)	n	False	False
175	Smith discovered a new species in 1991.	exists x. (DiscoveredNewSpecies(x) & Year(x, 1991))	Smith discovered it in 1992.	Discovered(Smith, 1992)	c	False	False
176	Smith wrote a report in two hours. ## Smith started writing the report at 8 am.	WroteReport(smith, report, twoHours) ## WritingReport(Smith, 8am)	Smith had finished writing the report by 11 am.	FinishedWritingReport(Smith, 11am)	e	False	False
177	Smith wrote a report in two hours.	WroteReport(smith, report, twoHours)	Smith spent two hours writing the report.	SpentTwoHoursWritingReport(smith)	n	False	False
178	Smith wrote a report in two hours.	WroteReport(smith, report, twoHours)	Smith spent more than two hours writing the report.	SpentMoreThanTwoHoursWritingReport(smith)	c	False	False
179	Smith wrote a report in two hours.	WroteReport(smith, report, twoHours)	Smith wrote a report.	exists x. (Report(x) & Wrote(Smith, x))	e	False	False
180	Smith discovered a new species in two hours.	DiscoveredNewSpecies(smith, twoHours)	Smith spent two hours discovering the new species.	DiscoveredNewSpecies(smith, twoHours)	c	True	False
181	Smith discovered a new species in two hours.	DiscoveredNewSpecies(smith, twoHours)	Smith discovered a new species.	exists z500. exists x. exists y. (Smith(x) & (New(y, z500) & Species(z500)) & Discovered(x, y))	e	False	False
182	Smith discovered many new species in two hours.	all x. (DiscoveredNewSpecies(x, Smith) -> Time(x, TwoHours))	Smith spent two hours discovering new species.	DiscoveredNewSpecies(Smith, 2)	e	False	False
183	Smith was running his own business in two years.	all x. (Smith(x) -> RanOwnBusiness(x, 2))	Smith spent two years running his own business.	exists x. (Person(x) & Business(y) & Owns(x, y) & RanForTwoYears(x, y))	n	False	False
184	Smith was running his own business in two years.	all x. (Smith(x) -> RanOwnBusiness(x, 2))	Smith spent more than two years running his own business.	all x. (Smith(x) -> RanOwnBusiness(x, y) & Years(y) & MoreThan(y, 2))	n	False	False
185	Smith was running his own business in two years.	all x. (Smith(x) -> RanOwnBusiness(x, 2))	Smith ran his own business.	exists x. (Person(x) & Business(y) & Owns(x, y))	e	False	False
186	In two years Smith owned a chain of businesses.	all x. (TwoYearsAgo(x) -> OwnedChainOfBusinesses(x, Smith))	Smith owned a chain of business for two years.	OwnedChainOfBusiness(Smith, TwoYears)	n	False	False
187	Smith lived in Birmingham for two years.	LivedIn(Smith, Birmingham, 2)	Smith lived in Birmingham for a year.	LivedIn(smith, birmingham, year)	e	False	False
188	Smith lived in Birmingham for two years.	LivedIn(Smith, Birmingham, 2)	Smith lived in Birmingham for exactly a year.	LivedIn(smith, birmingham, year)	c	False	False
189	Smith ran his own business for two years.	RanOwnBusiness(smith, 2)	Smith ran his own business for a year.	RanOwnBusiness(smith, year)	e	False	False
190	Smith ran his own business for two years.	RanOwnBusiness(smith, 2)	Smith ran his own business.	exists x. (Person(x) & Business(y) & Owns(x, y))	e	False	False
191	Smith wrote a report for two hours.	WroteReport(smith, report, twoHours)	Smith wrote a report.	exists x. (Report(x) & Wrote(Smith, x))	n	False	False
192	Smith had left the house at a quarter past five. ## Then she took a taxi to the station.	LeftHouseAtQuarterPastFive(smith) ## all x. (Taxi(x) & To(x, y) & Station(y) -> Takes(x, y))	Smith left the house before she took a taxi to the station.	exists z500. (Left(smith, z500) & House(z500)) & TookTaxi(smith, station)	e	False	False
193	Smith arrived in Paris on the 5th of May, 1995. ## Today is the 15th of May, 1995. ## She is still in Paris.	ArrivedInParis(smith, 1995, 5, may) ## Date(today, 15, 5, 1995) ## StillInParis(she)	Smith was in Paris on the 7th of May, 1995.	Smith(x) & InParis(x, 7thOfMay1995)	e	False	False
194	When Smith arrived in Katmandu she had been travelling for three days.	all x. (ArrivedInKatmandu(x) -> TravelledForThreeDays(x))	Smith had been travelling the day before she arrived in Katmandu.	exists z500. all x. (Smith(x) & Travelled(x, y) & (Day(y, z500) & Before(z500)) -> ArrivedIn(x, z) & Katmandu(z))	e	False	False
195	Every representative has read this report. ## No two representatives have read it at the same time. ## No representative took less than half a day to read the report. ## There are sixteen representatives.	exists z500. all x. (Representative(x) -> (Read(x, z500) & Report(z500))) ## exists z500. not exists x.exists y. (Representative(x) & Representative(y) & Read(x, z) & Read(y, z) & (Same(z, z500) & Time(z500))) ## exists z500. all x. (Representative(x) & TookLessThanHalfADay(x) -> not (Read(x, z500) & Report(z500))) ## exists x. (Representative(x) & NumberOfRepresentatives(x, 16))	It took the representatives more than a week to read the report.	exists z500. all x. (Representative(x) & (Read(x, z500) & Report(z500)) -> MoreThanWeek(x))	e	False	False
196	While Jones was updating the program, Mary came in and told him about the board meeting. ## She finished before he did.	all x.all y.all z. (Program(x) & Jones(y) & Mary(z) & Updating(y, x) & CameIn(z, y) -> ToldAboutBoardMeeting(z, y)) ## FinishedBefore(she, he)	Mary's story lasted as long as Jones's updating the program.	LastedAsLongAs(mary, jones)	c	False	False
197	When Jones got his job at the CIA, he knew that he would never be allowed to write his memoirs.	exists z500. all x. (Jones(x) & GotCIAJob(x) -> not (Allows(x, z500) & Memoirs(z500)))	It is the case that Jones is not and will never be allowed to write his memoirs.	exists z500. all x. (Jones(x) -> not (Writes(x, z500) & Memoirs(z500)))	e	False	False
198	Last week I already knew that when, in a month's time, Smith would discover that she had been duped she would be furious.	exists z500. exists z500. exists z500. all x. ((Last(x, z500) & Week(z500)) & (Months(x, z500) & Time(z500)) & Smith(x) & (Discovered(x, z500) & Duped(z500)) -> Furious(x))	It will be the case that in a few weeks Smith will discover that she has been duped; and she will be furious.	exists z500. exists z500. all x. ((Few(x, z500) & Weeks(z500)) & Smith(x) -> ((Discovers(x, z500) & Duped(z500)) & Furious(x)))	e	False	False
199	No one who starts gambling seriously stops until he is broke.	exists z500. all x. (Gambler(x) & (Serious(x, z500) & Gambler(z500)) -> not StopsUntilBroke(x))	Everyone who starts gambling seriously continues until he is broke.	exists z500. all x. (Gambler(x) & (Serious(x, z500) & Gambler(z500)) -> ContinuesUntilBroke(x))	e	False	False
200	Nobody who is asleep ever knows that he is asleep. ## But some people know that they have been asleep after they have been asleep.	all x. (Asleep(x) -> not KnowsThatHeIsAsleep(x)) ## exists x. (Person(x) & Asleep(x) & not Knows(x, HasBeenAsleep))	Some people discover that they have been asleep.	exists z500. exists x. (Person(x) & (Discovered(x, z500) & Asleep(z500)))	e	False	False
201	ITEL built MTALK in 1993.	BuiltIn(ITEL, MTALK, 1993)	ITEL finished MTALK in 1993.	Finished(ITEL, MTALK, 1993)	e	False	False
202	ITEL was building MTALK in 1993.	Building(ITEL, MTALK, 1993)	ITEL finished MTALK in 1993.	Finished(ITEL, MTALK, 1993)	n	False	False
203	ITEL was winning the contract from APCOM in 1993.	WinningContract(ITEL, APCOM, 1993)	ITEL won a contract in 1993.	WonContract(ITEL, 1993)	n	False	False
204	Smith and Jones left the meeting.	exists z500. exists x. exists y. (Smith(x) & Jones(y) & (Left(x, z500) & Meeting(z500)) & LeftMeeting(y))	Smith left the meeting.	exists z500. (Left(smith, z500) & Meeting(z500))	e	False	False
205	Smith and Jones left the meeting.	exists z500. exists x. exists y. (Smith(x) & Jones(y) & (Left(x, z500) & Meeting(z500)) & LeftMeeting(y))	Jones left the meeting.	exists z500. (Left(jones, z500) & Meeting(z500))	e	False	False
206	Smith, Anderson and Jones met.	Meeting(smith, anderson, jones)	There was a group of people that met.	exists x.exists y.exists z. (Person(x) & Person(y) & Person(z) & Met(x, y, z))	e	False	False
207	Smith knew that ITEL had won the contract in 1992.	Knew(Smith, ITEL, WonContractIn(1992))	ITEL won the contract in 1992.	WonContract(ITEL, 1992)	e	False	False
208	ITEL managed to win the contract in 1992.	ManagedToWinContract(ITEL, 1992)	ITEL won the contract in 1992.	WonContract(ITEL, 1992)	e	False	False
209	ITEL tried to win the contract in 1992.	TriedToWinContract(ITEL, 1992)	ITEL won the contract in 1992.	WonContract(ITEL, 1992)	n	False	False
210	It is true that ITEL won the contract in 1992.	WonContract(ITEL, 1992)	ITEL won the contract in 1992.	WonContract(ITEL, 1992)	e	True	False
