	nl_ps	fol_ps	nl_h	fol_h	label	e_pred	c_pred
107	Some people are singing	exists x. (Person(x) & Singing(x))	A group of people is singing	exists x. (Group(x) & People(x) & Singing(x))	e	False	False
108	The man is playing a guitar	exists z500. exists x. (Man(x) & (Playing(x, z500) & Guitar(z500)))	A man is playing a trumpet	exists z500. exists x. (Man(x) & (Playing(x, z500) & Trumpet(z500)))	n	False	False
109	A few people are floating on a raft	exists x.exists y.exists z. (Person(x) & Person(y) & Raft(z) & FloatingOn(x, z) & FloatingOn(y, z))	People are riding and paddling a raft	all x.all y. (Person(x) & Raft(y) -> (Riding(x, y) & Paddling(x, y)))	n	False	False
110	People are riding and paddling a raft	all x.all y. (Person(x) & Raft(y) -> (Riding(x, y) & Paddling(x, y)))	Four people are floating on a raft	exists x. exists y. exists z. exists w. (Person(x) & Person(y) & Person(z) & Person(w) & FloatingOnRaft(x, y, z, w))	n	False	False
111	There is no cat eating corn on the cob	not exists x. (Cat(x) & Eating(x, y) & CornOnTheCob(y))	A cat is eating some corn	exists x.exists y. (Cat(x) & Corn(y) & Eating(x, y))	n	False	False
112	The person is slicing a vegetable	exists x. exists y. exists z. (Person(x) & Vegetable(y) & Slice(z) & Slices(x, y, z))	Nobody is slicing a tomato	not exists x. (Slicing(x) & Tomato(x))	n	False	False
113	Three women are dancing	exists x. exists y. exists z. (Woman(x) & Woman(y) & Woman(z) & Dancing(x) & Dancing(y) & Dancing(z))	A few women are dancing	exists x. (Woman(x) & Dancing(x))	e	True	False
114	A bull dog is being brushed by the monkey	exists z500. exists x. exists y. ((Bull(x, z500) & Dog(z500)) & Monkey(y) & Brushing(y, x))	The monkey is brushing a bull dog	exists z500. exists x. exists y. (Monkey(x) & (Bull(y, z500) & Dog(z500)) & Brushing(x, y))	e	True	False
115	The monkey is brushing a bull dog	exists z500. exists x. exists y. (Monkey(x) & (Bull(y, z500) & Dog(z500)) & Brushing(x, y))	A bull dog is brushing the monkey	exists z500. all x.all y. ((Bull(x, z500) & Dog(z500)) & Monkey(y) -> Brushes(x, y))	n	False	False
116	The lady isn't cracking an egg for the mixer	exists z500. exists z500. not exists x. (Lady(x) & (Cracks(x, z500) & Egg(z500)) & (For(x, z500) & Mixer(z500)))	The lady is slicing up the meat	exists x. exists y. (Lady(x) & Meat(y) & Slicing(x, y))	n	False	False
117	A few ferrets are climbing out of the cage	exists x.exists y. (Ferret(x) & Cage(y) & ClimbingOutOf(x, y))	Ferrets are climbing down from a shelf	all x. (Ferret(x) -> ClimbingDownFromShelf(x))	n	False	False
118	A man is hurriedly getting into a car in a garage	exists x. exists y. exists z. (Man(x) & Car(y) & Garage(z) & HurriedlyGettingInto(x, y, z))	A man is getting into a car	exists x. exists y. (Man(x) & Car(y) & GettingInto(x, y))	e	False	False
119	A man is parking a car in a garage	exists x. exists y. exists z. (Man(x) & Car(y) & Garage(z) & Parking(x, y, z))	A man is getting into a car	exists x. exists y. (Man(x) & Car(y) & GettingInto(x, y))	n	False	False
120	Noodles are being boiled in water by a woman	all x.all y.all z. (Noodles(x) & Water(y) & Woman(z) -> BoilsIn(x, y, z))	A woman is boiling noodles in water	exists z500. exists x. (Woman(x) & (Boiling(x, z500) & Noodles(z500)))	e	False	False
121	There is no karate practitioner kicking at another man who is wearing protective boxing gloves	exists z500. not exists x. exists y. ((Karate(x, z500) & Practitioner(z500)) & Man(y) & Kicks(x, y) & WearsProtectiveBoxingGloves(y))	A karate practitioner is kicking at another man who is wearing protective boxing gloves	exists z500. all x.all y. ((Karate(x, z500) & Practitioner(z500)) & Man(y) & WearingProtectiveBoxingGloves(y) -> Kicking(x, y))	c	False	False
122	The man is kick boxing with a trainer	all x.all y. (Man(x) & Trainer(y) -> KickBoxingWith(x, y))	There is no karate practitioner kicking at another man who is wearing protective boxing gloves	exists z500. not exists x. exists y. ((Karate(x, z500) & Practitioner(z500)) & Man(y) & Kicks(x, y) & WearsProtectiveBoxingGloves(y))	n	False	False
123	The man is kick boxing with a trainer	all x.all y. (Man(x) & Trainer(y) -> KickBoxingWith(x, y))	A karate practitioner is kicking at another man who is wearing protective boxing gloves	exists z500. all x.all y. ((Karate(x, z500) & Practitioner(z500)) & Man(y) & WearingProtectiveBoxingGloves(y) -> Kicking(x, y))	n	False	False
124	The woman is not playing an electric guitar	exists z500. not exists x. (Woman(x) & (Electric(x, z500) & Guitar(z500)))	A man is playing an acoustic guitar	exists x. (Man(x) & PlayingAcousticGuitar(x))	n	False	False
125	A man and woman are talking	exists x. exists y. (Man(x) & Woman(y) & Talking(x, y))	A man and a woman are eating happily	exists x. exists y. (Man(x) & Woman(y) & Eating(x) & Eating(y) & Happy(x) & Happy(y))	n	False	False
126	A person is pouring oil for cooking into a pot	all x. all y. all z. (Person(x) & Oil(y) & Pot(z) -> PoursInto(x, y, z))	A person is pouring cooking oil into a pot	exists z500. all x. all y. all z. (Person(x) & (Cooking(y, z500) & Oil(z500)) & Pot(z) -> PouringInto(x, y, z))	e	False	False
127	A guinea pig, which is small, is gnawing and eating a piece of carrot on the floor	exists z500. exists z500. exists z500. all x. ((Guinea(x, z500) & Pig(z500)) -> (Small(x) & Gnawing(x) & (Eating(x, z500) & Carrot(z500)) & (On(x, z500) & Floor(z500))))	A small guinea pig is gnawing and eating a piece of carrot on the floor	all x.all y.all z. (SmallGuineaPig(x) & Carrot(y) & Floor(z) -> GnawingAndEating(x, y, z))	e	False	False
128	A small guinea pig is gnawing and eating a piece of carrot on the floor	all x.all y.all z. (SmallGuineaPig(x) & Carrot(y) & Floor(z) -> GnawingAndEating(x, y, z))	A guinea pig is devouring a carrot	exists z500. all x.all y. ((Guinea(x, z500) & Pig(z500)) & Carrot(y) -> Devouring(x, y))	e	False	False
129	A plane is landing	exists x. (Plane(x) & Landing(x))	An animated airplane is taking off	exists z500. exists z500. all x. ((Animated(x, z500) & Airplane(z500)) -> (Taking(x, z500) & Off(z500)))	n	False	False
130	A woman is taking a mixture out of a bowl	all x. all y. all z. (Woman(x) & Mixture(y) & Bowl(z) -> TakesOutOf(x, y, z))	A woman is preparing an egg in a skillet	exists x. exists y. exists z. (Woman(x) & Egg(y) & Skillet(z) & PreparingIn(x, y, z))	n	False	False
131	A little girl is playing a grand piano on stage	exists z500. exists z500. exists x. exists y. exists z. ((Little(x, z500) & Girl(z500)) & (Grand(y, z500) & Piano(z500)) & Stage(z) & PlayingOn(x, y, z))	A girl is practicing the piano	exists z500. exists x. (Girl(x) & (Practicing(x, z500) & Piano(z500)))	n	False	False
132	A woman is playing a flute	exists z500. exists x. (Woman(x) & (Playing(x, z500) & Flute(z500)))	The woman is not playing the flute	exists z500. not exists x. (Woman(x) & (Playing(x, z500) & Flute(z500)))	c	False	False
133	The man is lifting barbells	exists z500. exists x. (Man(x) & (Lifting(x, z500) & Barbells(z500)))	The man is lifting weights	exists z500. exists x. (Man(x) & (Lifting(x, z500) & Weights(z500)))	e	False	False
134	A woman is putting on makeup	exists x. (Woman(x) & PuttingOnMakeup(x))	There is no woman putting on makeup	not exists x. (Woman(x) & PuttingOnMakeup(x))	c	False	True
135	The woman is cutting a carrot	exists x. exists y. (Woman(x) & Carrot(y) & Cutting(x, y))	An onion is being sliced by a woman	exists x. exists y. (Onion(x) & Woman(y) & Slicing(y, x))	n	False	False
136	Two men are fighting in a cattle pen	exists x. exists y. (Man(x) & Man(y) & FightingInCattlePen(x, y))	Two men are outside a cattle pen	exists x. exists y. (Man(x) & Man(y) & OutsideCattlePen(x) & OutsideCattlePen(y))	n	False	False
137	A big green ball is missing a potato	exists z500. exists x. (BigGreenBall(x) & (Missing(x, z500) & Potato(z500)))	A big green ball is knocking a potato	exists x. exists y. (BigGreenBall(x) & Potato(y) & Knocks(x, y))	n	False	False
138	A large green ball is hitting a potato	exists x. exists y. (LargeGreenBall(x) & Potato(y) & Hitting(x, y))	A large green colored ball is hitting a potato	exists x. exists y. (LargeGreenBall(x) & Potato(y) & Hitting(x, y))	e	True	False
139	A large green ball is missing a potato	exists z500. exists x. (LargeGreenBall(x) & (Missing(x, z500) & Potato(z500)))	A large green ball is hitting a potato	exists x. exists y. (LargeGreenBall(x) & Potato(y) & Hitting(x, y))	n	False	False
140	A large green ball is hitting a potato	exists x. exists y. (LargeGreenBall(x) & Potato(y) & Hitting(x, y))	A big green ball is missing a potato	exists z500. exists x. (BigGreenBall(x) & (Missing(x, z500) & Potato(z500)))	c	False	False
141	A man is playing a guitar	exists z500. exists x. (Man(x) & (Playing(x, z500) & Guitar(z500)))	A man is laying down a guitar	exists x. (Man(x) & LayingDownGuitar(x))	n	False	False
142	A woman is playing an electric guitar	exists x. (Woman(x) & Playing(x, ElectricGuitar))	A man is laying down a guitar	exists x. (Man(x) & LayingDownGuitar(x))	n	False	False
143	The puppy is not playing with a plastic container	exists z500. not exists x. (Puppy(x) & (Plastic(y, z500) & Container(z500)) & PlayingWith(x, y))	The puppy is playing with a plastic container	exists z500. exists x. exists y. (Puppy(x) & (Plastic(y, z500) & Container(z500)) & PlayingWith(x, y))	c	False	False
144	A woman is driving a car and is talking to the man who is seated beside her	exists x. exists y. (Woman(x) & Car(y) & Driving(x, y) & Man(z) & SeatedBeside(z, x) & TalkingTo(z, x))	There is no woman driving a car and talking to the man seated beside her	exists z500. not exists x. (Woman(x) & (Driving(x, z500) & Car(z500)) & TalkingToMan(x))	c	False	False
145	A woman is using a pencil for eyes and is applying eye liner to her eyelid	all x. (Woman(x) & UsingPencilForEyes(x) & ApplyingEyeLiner(x))	A woman is applying cosmetics to her eyelid	exists z500. all x. (Woman(x) & (Applying(x, z500) & Cosmetics(z500)) -> ApplyingCosmeticsToEyelid(x))	e	False	False
146	There is no woman using an eye pencil and applying eye liner to her eyelid	not exists x. (Woman(x) & UsesEyePencil(x) & AppliesEyeLiner(x))	A woman is applying cosmetics to her eyelid	exists z500. all x. (Woman(x) & (Applying(x, z500) & Cosmetics(z500)) -> ApplyingCosmeticsToEyelid(x))	c	False	False
147	A monkey is kicking at a person's glove	exists z500. all x.all y. (Monkey(x) & Person(y) & (Wearing(y, z500) & Glove(z500)) -> KickingAt(x, y))	The monkey is practicing martial arts	all x. (Monkey(x) -> PracticingMartialArts(x))	n	False	False
148	A kid is throwing away an instrument	all x.all y. (Kid(x) & Instrument(y) -> ThrowingAway(x, y))	A young boy is playing a wind instrument	exists z500. exists z500. exists x. ((Young(x, z500) & Boy(z500)) & exists y. ((Wind(y, z500) & Instrument(z500)) & Playing(x, y)))	n	False	False
149	A man is trekking in the woods	exists z500. exists x. (Man(x) & Trekking(x) & (In(x, z500) & Woods(z500)))	The man is not hiking in the woods	exists z500. not exists x. (Man(x) & Hiking(x) & (In(x, z500) & Woods(z500)))	n	False	False
150	There is no boy walking across a bridge	not exists x. (Boy(x) & WalkingAcrossBridge(x))	A boy is walking across a bridge	exists x. exists y. exists z. (Boy(x) & Bridge(y) & WalkingAcross(x, y) & Boy(z) & OnBridge(z, y))	c	False	False
151	A woman is placing two eggs into a pot of water	all x. (Woman(x) -> (exists y. (Egg(y) & PlacingIntoWater(x, y))))	A woman is putting two eggs into a pot of water	all x. (Woman(x) -> (exists y. (Egg(y) & PuttingIntoWater(x, y))))	e	False	False
152	A child is running in and out of the waves of the ocean	all x. (Child(x) -> (exists y. (Ocean(y) & Waves(y) & RunningInAndOut(x, y))))	A child is running in and out of the ocean waves	all x. (Child(x) -> (RunsInOceanWaves(x) & RunsOutOfOceanWaves(x)))	e	False	False
153	A woman is putting away carrots	exists x. (Woman(x) & PuttingAwayCarrots(x))	A woman is coating a pork chop	exists x. (Woman(x) & Coating(x, porkChop))	n	False	False
154	A woman is grating carrots	exists z500. exists x. (Woman(x) & (Grating(x, z500) & Carrots(z500)))	A cook is coating a pork chop	exists z500. exists x. exists y. (Cook(x) & (Pork(y, z500) & Chop(z500)) & Coating(x, y))	n	False	False
155	The woman is chopping some bread and fried pork	exists z500. exists x. (Woman(x) & (Chopping(x, z500) & Bread(z500)) & ChoppingFriedPork(x))	A woman is cooking a breaded pork chop	exists x. (Woman(x) & Cooking(x, breaded_pork_chop))	n	False	False
156	There is no man standing on a roof top and playing a violin	exists z500. not exists x. (Man(x) & StandingOnRoofTop(x) & (Playing(x, z500) & Violin(z500)))	A man is standing on a roof top and playing a violin	exists z500. exists z500. exists x. exists y. (Man(x) & (Roof(y, z500) & Top(z500)) & StandingOn(x, y) & (Playing(x, z500) & Violin(z500)))	c	False	False
157	A woman is cleaning a shrimp	exists x. exists y. (Woman(x) & Shrimp(y) & Cleaning(x, y))	The woman is cleaning a shrimp	exists x. exists y. (Woman(x) & Shrimp(y) & Cleaning(x, y))	e	True	False
158	A panda bear is eating some bamboo	exists z500. exists x. ((Panda(x, z500) & Bear(z500)) & Eating(x, bamboo))	Some bamboo is being eaten by a panda bear	exists z500. exists x.exists y. (Bamboo(x) & (Panda(y, z500) & Bear(z500)) & Eats(y, x))	e	False	False
159	Someone is beating an egg	exists z500. exists x. (Person(x) & (Beating(x, z500) & Egg(z500)))	The woman isn't stirring eggs in a bowl	not exists x. (Woman(x) & StirringEggs(x, bowl))	n	False	False
160	A woman is deboning a fish	exists x. exists y. (Woman(x) & Fish(y) & Deboning(x, y))	A big fish is catching a man	exists z500. exists x. exists y. ((Big(x, z500) & Fish(z500)) & Man(y) & Catching(x, y))	n	False	False
161	A tray is being buttered by a person	exists x. exists y. (Tray(x) & Person(y) & Buttering(y, x))	A person is buttering a tray	exists x. (Person(x) & Buttering(x, tray))	e	False	False
162	The man is chopping a tree trunk with an axe	exists z500. exists x. exists y. exists z. (Man(x) & (Tree(y, z500) & Trunk(z500)) & Axe(z) & Chopping(x, y, z))	A man is chopping a log with an axe	exists x. exists y. exists z. (Man(x) & Log(y) & Axe(z) & Chopping(x, y, z))	n	False	False
163	The cat is looking out the window at the table on the perch	exists x. exists y. exists z. (Cat(x) & Window(y) & Table(z) & LookingAt(x, y) & On(x, z))	The cat perched on the table is looking out the window	all x.all y. (Cat(x) & Table(y) & PerchedOn(x, y) -> LookingOutWindow(x))	n	False	False
164	A dog is licking a baby	exists x. exists y. (Dog(x) & Baby(y) & Licking(x, y))	The dog is licking the baby	exists x. exists y. (Dog(x) & Baby(y) & Licking(x, y))	e	True	False
165	A woman is putting away the garlic	all x. (Woman(x) -> PuttingAwayGarlic(x))	A woman is chopping up garlic	exists z500. exists x. (Woman(x) & (Chopping(x, z500) & Garlic(z500)))	n	False	False
166	The man is not dancing	not Dancing(man)	A woman is dancing	exists x. (Dancer(x) & Woman(x))	n	False	False
167	Someone is cooking okra in a pan	exists z500. exists x. (Person(x) & Cooking(x, okra) & (In(x, z500) & Pan(z500)))	Okra is being cooked in a pan	exists x. exists y. (Okra(x) & Pan(y) & CookedIn(x, y))	e	False	False
168	A man is playing the drum	exists z500. exists x. (Man(x) & (Playing(x, z500) & Drum(z500)))	A man is practicing the drum	exists z500. exists x. (Man(x) & (Practicing(x, z500) & Drum(z500)))	e	False	False
169	One man is doing floor exercises	exists x. (Man(x) & DoingFloorExercises(x))	A man is doing exercises	exists z500. exists x. (Man(x) & (Doing(x, z500) & Exercises(z500)))	e	False	False
170	A woman is putting meat in a pan	exists x. (Woman(x) & PuttingMeatInPan(x))	There is no woman putting meat in a pan	not exists x. (Woman(x) & PuttingMeatInPan(x))	c	False	True
171	Someone is dropping the meat into a pan	exists x. (Person(x) & DropsMeatIntoPan(x))	The meat is being dropped into a pan	all x. all y. (Meat(x) & Pan(y) -> DroppedInto(x, y))	e	False	False
172	A boy is filling a pitcher with water	all x. all y. (Boy(x) & Pitcher(y) -> FillsWithWater(x, y))	A pitcher is being filled with water by a boy	all x.all y. (Pitcher(x) & Boy(y) -> FillsWithWater(x, y))	e	False	False
173	A woman is collecting the water from a tap in a mug	all x. all y. all z. (Woman(x) & Tap(y) & Mug(z) -> CollectingWater(x, y, z))	A boy is filling a pitcher with water	all x. all y. (Boy(x) & Pitcher(y) -> FillsWithWater(x, y))	n	False	False
174	Racers are running down a track	all x. all y. (Racer(x) & Track(y) -> RunningOn(x, y))	There are no racers running down a track	exists x. (Racer(x) & not RunningDownTrack(x))	c	False	False
175	A toy train is striking a toy car	exists z500. exists z500. exists x.exists y. ((Toy(x, z500) & Train(z500)) & (Toy(y, z500) & Car(z500)) & Strikes(x, y))	A toy train is missing a toy car	exists z500. exists z500. exists x. ((Toy(x, z500) & Train(z500)) & exists y. ((Toy(y, z500) & Car(z500)) & Missing(x, y)))	c	False	False
176	The person is slicing onions	exists z500. exists x. (Person(x) & (Slicing(x, z500) & Onions(z500)))	Onions are being sliced by the person	all x.all y. (Onion(x) & Person(y) -> Slicing(y, x))	e	False	False
177	Swimmers are racing in a lake	all x.all y. (Swimmer(x) & Lake(y) -> RacesIn(x, y))	Some racers are swimming in a lake	exists x.exists y. (Racer(x) & Lake(y) & SwimmingIn(x, y))	e	False	False
178	A talented man is playing the guitar	exists z500. all x. ((Talented(x, z500) & Man(z500)) -> exists y. (Guitar(y) & Playing(x, y)))	A woman is playing a guitar	exists z500. exists x. (Woman(x) & (Playing(x, z500) & Guitar(z500)))	n	False	False
179	A person is scrubbing a zucchini	exists x. exists y. (Person(x) & Zucchini(y) & Scrubbing(x, y))	The person is scrubbing a zucchini	exists x. (Person(x) & Scrubbing(x, zucchini))	e	False	False
180	A woman is slicing a pepper which is green	exists x. exists y. (Woman(x) & Pepper(y) & Slicing(x, y) & Green(y))	A woman is slicing a green pepper	exists x. (Woman(x) & Slicing(x, GreenPepper))	e	False	False
181	A man is stopping in the middle of a road	exists x. (Man(x) & StoppingInMiddleOfRoad(x))	A man is walking down a road	exists z500. exists x. (Man(x) & Walking(x) & (Down(x, z500) & Road(z500)))	n	False	False
182	A man from the wilderness is on a walking path	exists z500. all x. (Man(x) & (From(x, z500) & Wilderness(z500)) -> OnWalkingPath(x))	A man is walking down a road	exists z500. exists x. (Man(x) & Walking(x) & (Down(x, z500) & Road(z500)))	n	False	False
183	The man is walking along a path through the wilderness	exists x. exists y. exists z. (Man(x) & Path(y) & Wilderness(z) & WalkingAlong(x, y) & LocatedIn(y, z))	A man is lazily walking down a road	exists x. (Man(x) & Walking(x) & Road(x) & Lazy(x))	n	False	False
184	A man is dancing on the ceiling of a room	exists x. exists y. (Man(x) & Room(y) & DancingOnCeiling(x, y))	The man is dancing upside-down on the ceiling	exists z500. exists z500. exists x. (Man(x) & Dancing(x) & (Upside(x, z500) & Down(z500)) & (On(x, z500) & Ceiling(z500)))	e	False	False
185	There is no man exercising	not exists x. (Man(x) & Exercising(x))	A man is exercising	exists x. (Man(x) & Exercising(x))	c	False	True
186	The man is singing and playing the guitar	exists z500. exists x. (Man(x) & Singing(x) & (Playing(x, z500) & Guitar(z500)))	The guitar is being played by a man	exists x. exists y. (Guitar(x) & Man(y) & Playing(y, x))	e	True	False
187	A man is packing the guitar	exists z500. exists x. (Man(x) & (Packing(x, z500) & Guitar(z500)))	The man is singing and playing the guitar	exists z500. exists x. (Man(x) & Singing(x) & (Playing(x, z500) & Guitar(z500)))	n	False	False
188	Boys are not dancing in front of some people	all x. all y. (Boy(x) & Person(y) -> not DancingInFrontOf(x, y))	Boys are dancing in front of some people	all x.all y. (Boy(x) & Person(y) -> DancingInFrontOf(x, y))	c	False	False
189	A boy is looking at a calendar	exists x. exists y. (Boy(x) & Calendar(y) & LookingAt(x, y))	There is no boy checking a calendar	exists z500. not exists x. (Boy(x) & (Checking(x, z500) & Calendar(z500)))	c	False	False
190	A woman is peeling a potato	exists z500. exists x. (Woman(x) & (Peeling(x, z500) & Potato(z500)))	A woman is refrigerating a potato	exists x. exists y. (Woman(x) & Potato(y) & Refrigerating(x, y))	n	False	False
191	There is no man singing and playing a guitar	exists z500. not exists x. (Man(x) & Singing(x) & (Playing(x, z500) & Guitar(z500)))	A boy is playing a piano	exists z500. exists x. (Boy(x) & (Playing(x, z500) & Piano(z500)))	n	False	False
192	A man is recklessly climbing a rope	exists x. (Man(x) & RecklesslyClimbingRope(x))	A man is climbing a rope	exists z500. exists x. (Man(x) & (Climbing(x, z500) & Rope(z500)))	e	False	False
193	A man is climbing a rope	exists z500. exists x. (Man(x) & (Climbing(x, z500) & Rope(z500)))	The man is climbing up a rope	exists x. (Man(x) & ClimbingUpRope(x))	e	False	False
194	A man is climbing a rope	exists z500. exists x. (Man(x) & (Climbing(x, z500) & Rope(z500)))	A man is climbing up a rope	exists x. (Man(x) & ClimbingUpRope(x))	e	False	False
195	The lady is picking up the kangaroo	exists x. exists y. (Lady(x) & Kangaroo(y) & PickingUp(x, y))	The woman is picking up the kangaroo	exists x. exists y. (Woman(x) & Kangaroo(y) & PickingUp(x, y))	e	True	False
196	A man is breaking tiles with his hands	exists z500. exists x. (Man(x) & (Breaking(x, z500) & Tiles(z500)))	There is no man breaking wooden boards with his hand	not exists x. (Man(x) & BreakingWoodenBoards(x))	n	False	False
197	A dog is running breathlessly on the road	exists x. (Dog(x) & Running(x) & Breathless(x))	A dog is running on the road	exists x. (Dog(x) & RunningOnRoad(x))	e	False	False
198	A man is running on the road	exists x. (Man(x) & RunningOnRoad(x))	A dog is running breathlessly on the road	exists x. (Dog(x) & Running(x) & Breathless(x))	n	False	False
199	The man is hurling knives at a tree	exists x. exists y. exists z. (Man(x) & Knife(y) & Tree(z) & Hurling(x, y, z))	The man is throwing knives at a tree	exists x. exists y. exists z. (Man(x) & Knife(y) & Tree(z) & ThrowsAt(x, y, z))	e	False	False
200	The man is removing knives from a tree	all x.all y. (Man(x) & Tree(y) -> RemovingKnivesFrom(x, y))	The man is throwing knives at a tree	exists x. exists y. exists z. (Man(x) & Knife(y) & Tree(z) & ThrowsAt(x, y, z))	n	False	False
201	One man is riding a horse	exists x. exists y. (Man(x) & Horse(y) & Riding(x, y))	A man is riding a horse	exists x. exists y. (Man(x) & Horse(y) & Riding(x, y))	e	True	False
202	There is no man eating food	exists z500. not exists x. (Man(x) & (Eating(x, z500) & Food(z500)))	A man is eating a pizza	exists x. exists y. (Man(x) & Pizza(y) & Eating(x, y))	c	False	False
203	A dog is bouncing on a trampoline	exists x. exists y. (Dog(x) & Trampoline(y) & BouncingOn(x, y))	A dog is jumping on a trampoline	exists x. exists y. (Dog(x) & Trampoline(y) & JumpsOn(x, y))	e	False	False
204	Several boys are jumping on a trampoline	exists x. exists y. exists z. (Boy(x) & Boy(y) & Boy(z) & JumpingOnTrampoline(x) & JumpingOnTrampoline(y) & JumpingOnTrampoline(z))	A man is doing back flips on a trampoline	exists x. (Man(x) & DoingBackFlips(x))	n	False	False
205	A man is playing a wooden flute	exists x. (Man(x) & PlayingWoodenFlute(x))	There is no man playing a wooden flute	not exists x. (Man(x) & PlaysWoodenFlute(x))	c	False	False
206	There is no man playing the piano	exists z500. not exists x. (Man(x) & (Plays(x, z500) & Piano(z500)))	A man is playing the piano	exists z500. exists x. (Man(x) & (Playing(x, z500) & Piano(z500)))	c	False	False
207	The man is erasing the drawing on the board	exists z500. all x.all y. (Man(x) & Drawing(y) & (On(y, z500) & Board(z500)) -> Erasing(x, y))	The woman is erasing the drawing on the board	exists z500. all x.all y. (Woman(x) & Drawing(y) & (On(y, z500) & Board(z500)) -> Erasing(x, y))	n	False	False
208	There is no dog playing with a toy	not exists x. (Dog(x) & PlayingWithToy(x))	A dog is eating a doll	exists x. exists y. (Dog(x) & Doll(y) & Eating(x, y))	c	False	False
209	A dog is eating a doll	exists x. exists y. (Dog(x) & Doll(y) & Eating(x, y))	A dog is playing with a toy	exists x. exists y. (Dog(x) & Toy(y) & PlayingWith(x, y))	n	False	False
210	A man is dancing	exists x. (Dancer(x) & Man(x))	A man is praying fervently	exists x. (Man(x) & Praying(x) & Fervently(x))	n	False	False
211	The woman is slicing cooked octopus	exists x. (Woman(x) & Slicing(x, CookedOctopus))	A woman is chopping up an octopus	exists x. exists y. (Woman(x) & Octopus(y) & Chopping(x, y))	e	False	False
212	A man is drawing	exists x. (Man(x) & Drawing(x))	There is no man drawing	not exists x. (Man(x) & Drawing(x))	c	False	True
213	The man is drawing	exists x. (Man(x) & Drawing(x))	There is no man drawing	not exists x. (Man(x) & Drawing(x))	c	False	True
214	A man is eating a banana	exists x. exists y. (Man(x) & Banana(y) & Eating(x, y))	A man is eating a fruit	exists x. exists y. (Man(x) & Fruit(y) & Eating(x, y))	e	False	False
215	A man is cutting a note	exists x. exists y. (Man(x) & Note(y) & Cutting(x, y))	A man is cutting a paper	exists x. exists y. (Man(x) & Paper(y) & Cutting(x, y))	e	False	False
216	A man is playing a guitar	exists z500. exists x. (Man(x) & (Playing(x, z500) & Guitar(z500)))	There is no one playing a piano	exists z500. not exists x. ((Piano(x, z500) & Player(z500)))	n	False	False
217	Two men in a race are flipping the tires of a tractor	exists x. exists y. exists z. (Man(x) & Man(y) & Tractor(z) & FlippingTires(x, z) & FlippingTires(y, z))	Two men are competing in a tire rolling race	exists x. exists y. (Man(x) & Man(y) & TireRollingRace(x, y))	n	False	False
218	The men are talking	all x. (Man(x) -> Talking(x))	Some old women are talking	exists z500. exists x. ((Old(x, z500) & Woman(z500)) & Talking(x))	n	False	False
219	A man is punching a soccer ball	exists z500. exists x. exists y. (Man(x) & (Soccer(y, z500) & Ball(z500)) & Punching(x, y))	A man is mixing the content of a bowl	exists x. exists y. (Man(x) & Bowl(y) & MixingContent(x, y))	n	False	False
220	The doctors are healing a man	all x.all y. (Doctor(x) & Man(y) -> Healing(x, y))	The doctor is helping the patient	all x.all y. (Doctor(x) & Patient(y) -> Helping(x, y))	e	False	False
221	There is no man playing a guitar	exists z500. not exists x. (Man(x) & (Plays(x, z500) & Guitar(z500)))	A man is playing a guitar	exists z500. exists x. (Man(x) & (Playing(x, z500) & Guitar(z500)))	c	False	False
222	There is no man driving a car	exists z500. not exists x. (Man(x) & (Driving(x, z500) & Car(z500)))	A man is driving a car	exists x. exists y. (Man(x) & Car(y) & Driving(x, y))	c	False	False
223	A keyboard is being played by a man	exists x. exists y. (Keyboard(x) & Man(y) & Playing(y, x))	A man is playing a harp	exists z500. exists x. (Man(x) & (Playing(x, z500) & Harp(z500)))	n	False	False
224	A woman is slicing a potato	exists x. (Woman(x) & Slicing(x, potato))	A woman is cutting a potato	exists x. exists y. (Woman(x) & Potato(y) & Cutting(x, y))	e	False	False
225	A group of men is playing soccer on the beach	exists z500. exists z500. exists x. (Group(x) & Men(x) & (Playing(x, z500) & Soccer(z500)) & (On(x, z500) & Beach(z500)))	A group of boys is playing soccer on the beach	exists x.exists y.exists z. (Boy(x) & Boy(y) & Beach(z) & PlayingSoccer(x, y, z))	n	False	False
226	A man is fitting a silencer to a pistol	exists x. exists y. exists z. (Man(x) & Pistol(y) & Silencer(z) & Fits(x, z, y))	A man is applying a silencer to a gun	all x.all y. (Man(x) & Gun(y) -> AppliesSilencer(x, y))	e	False	False
227	The girl is sitting on the couch and is crocheting	exists x. (Girl(x) & SittingOnCouch(x) & Crocheting(x))	There is no girl playing the violin on a beach	exists z500. not exists x. (Girl(x) & (Violin(x, z500) & Player(z500)) & Beach(x))	n	False	False
228	A man is cooking a snake	exists x. exists y. (Man(x) & Snake(y) & Cooking(x, y))	There is no man cooking a snake	not exists x. (Man(x) & Cooking(x, snake))	c	False	False
229	There is no boy playing guitar	exists z500. not exists x. (Boy(x) & (Plays(x, z500) & Guitar(z500)))	A boy is playing guitar	exists z500. exists x. (Boy(x) & (Playing(x, z500) & Guitar(z500)))	c	False	False
230	There is no monkey teasing a dog at the zoo	exists z500. not exists x. (Monkey(x) & Teasing(x, y) & Dog(y) & (At(x, z500) & Zoo(z500)))	A monkey is teasing a dog at the zoo	exists x. exists y. (Monkey(x) & Dog(y) & Teasing(x, y) & AtZoo(x, y))	c	False	False
